epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,994.599,0.28869,0.18947,0.86674,0.99683,1,0.995,0.97235,0.27691,0.14059,0.6604,0.000104601,0.000104601,0.000104601
185,999.799,0.29912,0.19766,0.86081,0.99609,1,0.995,0.97118,0.2768,0.13843,0.66109,9.91012e-05,9.91012e-05,9.91012e-05
186,1005.2,0.27278,0.18185,0.85898,0.99396,0.99993,0.995,0.9717,0.28099,0.1467,0.66286,9.36017e-05,9.36017e-05,9.36017e-05
187,1010.58,0.27087,0.18389,0.84845,0.99351,1,0.995,0.97236,0.28238,0.14587,0.66238,8.81023e-05,8.81023e-05,8.81023e-05
188,1015.92,0.25961,0.17968,0.85343,0.99366,1,0.995,0.97141,0.28396,0.14448,0.66307,8.26028e-05,8.26028e-05,8.26028e-05
189,1021.21,0.26176,0.1777,0.84437,0.99388,0.99977,0.995,0.96993,0.28199,0.14439,0.66296,7.71034e-05,7.71034e-05,7.71034e-05
190,1026.52,0.27721,0.181,0.84556,0.9944,1,0.995,0.97169,0.2808,0.14525,0.66277,7.1604e-05,7.1604e-05,7.1604e-05
191,1032.47,0.24327,0.15051,0.81807,0.99729,1,0.995,0.96796,0.28304,0.14388,0.66266,6.61045e-05,6.61045e-05,6.61045e-05
192,1037.83,0.24003,0.14505,0.8332,0.9974,1,0.995,0.96683,0.28518,0.14738,0.66317,6.06051e-05,6.06051e-05,6.06051e-05
193,1043.16,0.23339,0.14305,0.82548,0.99746,1,0.995,0.96663,0.28595,0.14358,0.66377,5.51056e-05,5.51056e-05,5.51056e-05
194,1048.51,0.23502,0.15006,0.83748,0.99739,1,0.995,0.96897,0.28494,0.14167,0.66309,4.96062e-05,4.96062e-05,4.96062e-05
195,1053.93,0.2432,0.14449,0.83069,0.99721,1,0.995,0.96792,0.28454,0.14155,0.66332,4.41067e-05,4.41067e-05,4.41067e-05
196,1059.28,0.25732,0.15806,0.84031,0.99656,1,0.995,0.96993,0.28351,0.13985,0.66247,3.86073e-05,3.86073e-05,3.86073e-05
197,1064.61,0.24221,0.14011,0.8299,0.99632,1,0.995,0.97029,0.28214,0.13979,0.66172,3.31078e-05,3.31078e-05,3.31078e-05
198,1070.01,0.23163,0.14611,0.81962,0.99611,1,0.995,0.96857,0.28038,0.14074,0.66143,2.76084e-05,2.76084e-05,2.76084e-05
199,1075.35,0.2305,0.1431,0.83066,0.99611,1,0.995,0.97073,0.27904,0.13871,0.66105,2.21089e-05,2.21089e-05,2.21089e-05
200,1080.71,0.22769,0.14057,0.83022,0.99616,1,0.995,0.97085,0.28042,0.13951,0.66119,1.66095e-05,1.66095e-05,1.66095e-05
