stamp,track_id,class,class_name,ns,est_x,est_y,est_z,gt_name,gt_x,gt_y,gt_z,err_x,err_y,err_z,err_norm,aquabot_x,aquabot_y,aquabot_z,aq_range_est,aq_range_gt,aq_range_err
154.080000,0,2,container3,drone3,10.988463,10.567638,0.000000,container3,14.156389,9.917790,-1.623962,-3.167925,0.649848,1.623962,3.618743,-0.562180,-0.043984,0.000000,15.685149,17.846861,-2.161712
154.112000,0,2,container3,drone3,10.999868,10.578605,0.000000,container3,14.156389,9.917790,-1.623962,-3.156521,0.660814,1.623962,3.610755,-0.562180,-0.043984,0.000000,15.700966,17.846861,-2.145895
154.144000,0,2,container3,drone3,11.004162,10.583834,0.000000,container3,14.156488,9.917786,-1.623033,-3.152327,0.666048,1.623033,3.607633,-0.562181,-0.043983,0.000000,15.707666,17.846857,-2.139191
154.180000,0,2,container3,drone3,11.005624,10.588857,0.000000,container3,14.156590,9.917784,-1.622173,-3.150966,0.671073,1.622173,3.606989,-0.562182,-0.043982,0.000000,15.712142,17.846862,-2.134720
154.212000,0,2,container3,drone3,11.009902,10.592093,0.000000,container3,14.156693,9.917784,-1.621381,-3.146791,0.674309,1.621381,3.603590,-0.562183,-0.043982,0.000000,15.717482,17.846876,-2.129394
154.244000,0,2,container3,drone3,11.011317,10.595235,0.000000,container3,14.156798,9.917786,-1.620659,-3.145482,0.677450,1.620659,3.602711,-0.562184,-0.043981,0.000000,15.720650,17.846898,-2.126248
154.276000,0,2,container3,drone3,11.013216,10.597969,0.000000,container3,14.156905,9.917789,-1.620008,-3.143689,0.680181,1.620008,3.601368,-0.562187,-0.043980,0.000000,15.723900,17.846930,-2.123030
154.308000,0,2,container3,drone3,11.016355,10.601495,0.000000,container3,14.157013,9.917794,-1.619428,-3.140658,0.683701,1.619428,3.599129,-0.562188,-0.043980,0.000000,15.728598,17.846970,-2.118373
154.344000,0,2,container3,drone3,11.017856,10.604248,0.000000,container3,14.157013,9.917794,-1.619428,-3.139157,0.686455,1.619428,3.598343,-0.562191,-0.043979,0.000000,15.731568,17.846972,-2.115405
154.376000,0,2,container3,drone3,11.019658,10.607447,0.000000,container3,14.157234,9.917809,-1.618482,-3.137576,0.689638,1.618482,3.597147,-0.562194,-0.043978,0.000000,15.735061,17.847079,-2.112018
154.408000,0,2,container3,drone3,11.021066,10.610492,0.000000,container3,14.157346,9.917819,-1.618118,-3.136279,0.692673,1.618118,3.596436,-0.562196,-0.043977,0.000000,15.738160,17.847146,-2.108985
154.444000,0,2,container3,drone3,11.022923,10.613921,0.000000,container3,14.157346,9.917819,-1.618118,-3.134423,0.696102,1.618118,3.595479,-0.562201,-0.043976,0.000000,15.741851,17.847149,-2.105298
154.476000,0,2,container3,drone3,11.025707,10.617579,0.000000,container3,14.157574,9.917845,-1.617610,-3.131867,0.699733,1.617610,3.593728,-0.562209,-0.043974,0.000000,15.746380,17.847311,-2.100930
154.508000,0,2,container3,drone3,11.028820,10.621377,0.000000,container3,14.157574,9.917845,-1.617610,-3.128754,0.703532,1.617610,3.591758,-0.562209,-0.043974,0.000000,15.751243,17.847311,-2.096067
154.540000,0,2,container3,drone3,11.032173,10.625336,0.000000,container3,14.157689,9.917861,-1.617468,-3.125516,0.707475,1.617468,3.589648,-0.562215,-0.043973,0.000000,15.756395,17.847406,-2.091011
154.576000,0,2,container3,drone3,11.037281,10.630126,0.000000,container3,14.157806,9.917878,-1.617399,-3.120525,0.712248,1.617399,3.586217,-0.562222,-0.043972,0.000000,15.763401,17.847510,-2.084109
154.608000,0,2,container3,drone3,11.042439,10.634494,0.000000,container3,14.157923,9.917897,-1.617405,-3.115485,0.716598,1.617405,3.582702,-0.562225,-0.043971,0.000000,15.770157,17.847621,-2.077464
154.640000,0,2,container3,drone3,11.047570,10.638693,0.000000,container3,14.158041,9.917917,-1.617487,-3.110472,0.720776,1.617487,3.579220,-0.562233,-0.043970,0.000000,15.776781,17.847743,-2.070963
154.672000,0,2,container3,drone3,11.053426,10.642466,0.000000,container3,14.158160,9.917939,-1.617644,-3.104734,0.724526,1.617644,3.575064,-0.562242,-0.043968,0.000000,15.783651,17.847874,-2.064224
154.704000,0,2,container3,drone3,11.059459,10.645736,0.000000,container3,14.158280,9.917963,-1.617876,-3.098821,0.727773,1.617876,3.570696,-0.562247,-0.043968,0.000000,15.790308,17.848011,-2.057703
154.740000,0,2,container3,drone3,11.064457,10.649276,0.000000,container3,14.158400,9.917988,-1.618184,-3.093943,0.731288,1.618184,3.567322,-0.562257,-0.043966,0.000000,15.796390,17.848160,-2.051770
154.772000,0,2,container3,drone3,11.069860,10.651998,0.000000,container3,14.158521,9.918015,-1.618568,-3.088660,0.733983,1.618568,3.563469,-0.562268,-0.043965,0.000000,15.802216,17.848317,-2.046101
154.804000,0,2,container3,drone3,11.074552,10.654928,0.000000,container3,14.158641,9.918044,-1.619028,-3.084089,0.736884,1.619028,3.560317,-0.562274,-0.043964,0.000000,15.807657,17.848479,-2.040822
154.840000,0,2,container3,drone3,11.080016,10.658513,0.000000,container3,14.158641,9.918044,-1.619028,-3.078626,0.740469,1.619028,3.556330,-0.562287,-0.043963,0.000000,15.814114,17.848489,-2.034375
154.872000,0,2,container3,drone3,11.084435,10.661419,0.000000,container3,14.158884,9.918106,-1.620177,-3.074449,0.743313,1.620177,3.553832,-0.562307,-0.043961,0.000000,15.819347,17.848843,-2.029496
154.904000,0,2,container3,drone3,11.089523,10.664805,0.000000,container3,14.158884,9.918106,-1.620177,-3.069361,0.746699,1.620177,3.550142,-0.562307,-0.043961,0.000000,15.825385,17.848843,-2.023458
154.936000,0,2,container3,drone3,11.093505,10.668266,0.000000,container3,14.159005,9.918139,-1.620865,-3.065500,0.750127,1.620865,3.547842,-0.562322,-0.043959,0.000000,15.830669,17.849036,-2.018367
154.972000,0,2,container3,drone3,11.098826,10.672786,0.000000,container3,14.159248,9.918209,-1.622469,-3.060422,0.754576,1.622469,3.545134,-0.562338,-0.043958,0.000000,15.837656,17.849434,-2.011778
155.004000,0,2,container3,drone3,11.105298,10.677880,0.000000,container3,14.159248,9.918209,-1.622469,-3.053950,0.759671,1.622469,3.540638,-0.562347,-0.043957,0.000000,15.845875,17.849440,-2.003566
155.036000,0,2,container3,drone3,11.109244,10.681508,0.000000,container3,14.159369,9.918247,-1.623385,-3.050125,0.763261,1.623385,3.538532,-0.562365,-0.043956,0.000000,15.851247,17.849658,-1.998412
155.068000,0,2,container3,drone3,11.110103,10.683713,0.000000,container3,14.159610,9.918326,-1.625442,-3.049508,0.765387,1.625442,3.539403,-0.562394,-0.043954,0.000000,15.853391,17.850112,-1.996721
155.100000,0,2,container3,drone3,11.110352,10.685288,0.000000,container3,14.159610,9.918326,-1.625442,-3.049258,0.766962,1.625442,3.539529,-0.562394,-0.043954,0.000000,15.854640,17.850112,-1.995471
155.136000,0,2,container3,drone3,11.111128,10.687667,0.000000,container3,14.159730,9.918367,-1.626584,-3.048602,0.769299,1.626584,3.539996,-0.562415,-0.043953,0.000000,15.856836,17.850354,-1.993518
155.168000,0,2,container3,drone3,11.111072,10.690434,0.000000,container3,14.159849,9.918410,-1.627800,-3.048777,0.772024,1.627800,3.541299,-0.562448,-0.043951,0.000000,15.858692,17.850614,-1.991922
155.200000,0,2,container3,drone3,11.108408,10.693123,0.000000,container3,14.159968,9.918454,-1.629090,-3.051560,0.774669,1.629090,3.544864,-0.562448,-0.043951,0.000000,15.858551,17.850854,-1.992303
155.236000,0,2,container3,drone3,11.105476,10.695493,0.000000,container3,14.159968,9.918454,-1.629090,-3.054492,0.777039,1.629090,3.547908,-0.562472,-0.043950,0.000000,15.858015,17.850873,-1.992858
155.268000,0,2,container3,drone3,11.104547,10.696917,0.000000,container3,14.160203,9.918546,-1.631892,-3.055655,0.778371,1.631892,3.550488,-0.562498,-0.043948,0.000000,15.858314,17.851394,-1.993080
155.300000,0,2,container3,drone3,11.103810,10.698130,0.000000,container3,14.160319,9.918593,-1.633403,-3.056508,0.779537,1.633403,3.552172,-0.562524,-0.043947,0.000000,15.858612,17.851676,-1.993063
155.332000,0,2,container3,drone3,11.104068,10.699939,0.000000,container3,14.160433,9.918642,-1.634986,-3.056366,0.781296,1.634986,3.553164,-0.562538,-0.043947,0.000000,15.860037,17.851954,-1.991917
155.368000,0,2,container3,drone3,11.104392,10.702733,0.000000,container3,14.160547,9.918692,-1.636640,-3.056155,0.784041,1.636640,3.554349,-0.562567,-0.043946,0.000000,15.862188,17.852250,-1.990061
155.400000,0,2,container3,drone3,11.103912,10.705950,0.000000,container3,14.160547,9.918692,-1.636640,-3.056635,0.787258,1.636640,3.555472,-0.562581,-0.043946,0.000000,15.864027,17.852262,-1.988235
155.432000,0,2,container3,drone3,11.105452,10.708101,0.000000,container3,14.160659,9.918743,-1.638366,-3.055207,0.789358,1.638366,3.555506,-0.562612,-0.043945,0.000000,15.866639,17.852566,-1.985928
155.464000,0,2,container3,drone3,11.106424,10.709686,0.000000,container3,14.160770,9.918795,-1.640162,-3.054347,0.790892,1.640162,3.555935,-0.562644,-0.043944,0.000000,15.868450,17.852878,-1.984427
155.500000,0,2,container3,drone3,11.106475,10.712065,0.000000,container3,14.160880,9.918848,-1.642029,-3.054405,0.793218,1.642029,3.557365,-0.562661,-0.043944,0.000000,15.870112,17.853183,-1.983070
155.532000,0,2,container3,drone3,11.106241,10.711901,0.000000,container3,14.160880,9.918848,-1.642029,-3.054639,0.793053,1.642029,3.557529,-0.562678,-0.043943,0.000000,15.869840,17.853196,-1.983356
155.564000,0,2,container3,drone3,11.105397,10.712395,0.000000,container3,14.161094,9.918956,-1.645967,-3.055697,0.793439,1.645967,3.560342,-0.562731,-0.043943,0.000000,15.869594,17.853840,-1.984246
155.596000,0,2,container3,drone3,11.105557,10.713050,0.000000,container3,14.161199,9.919012,-1.648038,-3.055641,0.794038,1.648038,3.561386,-0.562749,-0.043943,0.000000,15.870169,17.854163,-1.983994
155.628000,0,2,container3,drone3,11.105401,10.713104,0.000000,container3,14.161199,9.919012,-1.648038,-3.055797,0.794092,1.648038,3.561532,-0.562768,-0.043942,0.000000,15.870104,17.854178,-1.984074
155.664000,0,2,container3,drone3,11.103600,10.712039,0.000000,container3,14.161402,9.919125,-1.652379,-3.057802,0.792914,1.652379,3.564999,-0.562827,-0.043942,0.000000,15.868102,17.854859,-1.986757
155.696000,0,2,container3,drone3,11.101888,10.708893,0.000000,container3,14.161402,9.919125,-1.652379,-3.059514,0.789768,1.652379,3.565770,-0.562847,-0.043942,0.000000,15.864725,17.854875,-1.990150
155.728000,0,2,container3,drone3,11.102459,10.706530,0.000000,container3,14.161501,9.919183,-1.654646,-3.059041,0.787347,1.654646,3.565881,-0.562868,-0.043942,0.000000,15.863559,17.855216,-1.991657
155.764000,0,2,container3,drone3,11.103323,10.704954,0.000000,container3,14.161691,9.919301,-1.659372,-3.058368,0.785653,1.659372,3.567125,-0.562932,-0.043942,0.000000,15.863174,17.855930,-1.992757
155.796000,0,2,container3,drone3,11.104101,10.703290,0.000000,container3,14.161783,9.919361,-1.661828,-3.057682,0.783929,1.661828,3.567301,-0.562976,-0.043942,0.000000,15.862651,17.856305,-1.993654
155.828000,0,2,container3,drone3,11.105909,10.702673,0.000000,container3,14.161783,9.919361,-1.661828,-3.055874,0.783312,1.661828,3.565616,-0.562999,-0.043943,0.000000,15.863579,17.856324,-1.992744
155.860000,0,2,container3,drone3,11.107975,10.701100,0.000000,container3,14.161959,9.919482,-1.666920,-3.053984,0.781618,1.666920,3.566002,-0.563046,-0.043943,0.000000,15.864069,17.857050,-1.992981
