stamp,ns,class,score,u,v,world_x,world_y,world_z,gt_name,gt_x,gt_y,gt_z,err_x,err_y,err_z,err_norm,aquabot_x,aquabot_y,aquabot_z,aq_det_range,aq_gt_range,aq_range_err
155.764000,drone3,2,0.939505,188.606049,88.084076,11.101002,10.672863,0.000000,container3,14.161501,9.919183,-1.654646,-3.060499,0.753680,1.654646,3.559851,-0.578860,-0.030037,-0.113871,15.842481,17.850467,-2.007986
155.796000,drone3,2,0.939168,189.102097,89.019669,11.102224,10.673345,0.000000,container3,14.161597,9.919242,-1.656978,-3.059373,0.754104,1.656978,3.560058,-0.578712,-0.030084,-0.115882,15.843645,17.850511,-2.006866
155.828000,drone3,2,0.938711,189.160919,89.468033,11.114432,10.684346,0.000000,container3,14.161691,9.919301,-1.659372,-3.047260,0.765045,1.659372,3.553111,-0.578801,-0.030108,-0.119808,15.860188,17.850577,-1.990389
155.860000,drone3,2,0.938498,190.084015,90.236397,11.118786,10.673824,0.000000,container3,14.161783,9.919361,-1.661828,-3.042997,0.754463,1.661828,3.548340,-0.579146,-0.030114,-0.124812,15.856591,17.850755,-1.994164
155.896000,drone3,2,0.939791,190.437927,90.858986,11.123877,10.675502,0.000000,container3,14.161872,9.919421,-1.664344,-3.037996,0.756081,1.664344,3.545577,-0.578982,-0.030160,-0.127546,15.861412,17.850734,-1.989323
155.928000,drone3,2,0.939655,190.666382,91.529793,11.125442,10.679300,0.000000,container3,14.161959,9.919482,-1.666920,-3.036517,0.759818,1.666920,3.546319,-0.578970,-0.030190,-0.131083,15.865170,17.850764,-1.985593
155.960000,drone3,2,0.939826,191.024750,92.137825,11.128508,10.679969,0.000000,container3,14.162044,9.919543,-1.669554,-3.033535,0.760426,1.669554,3.545137,-0.579305,-0.030199,-0.136145,15.868180,17.850940,-1.982761
155.992000,drone3,2,0.940158,191.297897,92.159698,11.145014,10.683066,0.000000,container3,14.162125,9.919605,-1.672245,-3.017111,0.763461,1.672245,3.533021,-0.578901,-0.030256,-0.137380,15.882202,17.850866,-1.968664
156.024000,drone3,2,0.940457,191.689987,92.433289,11.155641,10.683293,0.000000,container3,14.162204,9.919667,-1.674991,-3.006563,0.763625,1.674991,3.525357,-0.579227,-0.030261,-0.142467,15.890489,17.851036,-1.960547
156.060000,drone3,2,0.940639,192.787048,92.707947,11.169036,10.668115,0.000000,container3,14.162280,9.919730,-1.677792,-2.993244,0.748385,1.677792,3.512061,-0.579496,-0.030272,-0.147724,15.890416,17.851151,-1.960736
156.092000,drone3,2,0.941117,193.007385,92.713295,11.184925,10.674138,0.000000,container3,14.162353,9.919792,-1.680647,-2.977428,0.754346,1.680647,3.501241,-0.579083,-0.030329,-0.149087,15.905966,17.851066,-1.945100
156.124000,drone3,2,0.941740,193.462387,93.396469,11.184809,10.674377,0.000000,container3,14.162423,9.919855,-1.683553,-2.977614,0.754522,1.683553,3.502833,-0.579394,-0.030332,-0.154193,15.906320,17.851227,-1.944907
156.160000,drone3,2,0.942926,194.033890,93.614456,11.198788,10.674304,0.000000,container3,14.162423,9.919855,-1.683553,-2.963634,0.754449,1.683553,3.490941,-0.579638,-0.030341,-0.159467,15.916852,17.850983,-1.934131
156.192000,drone3,2,0.943960,194.696152,94.173424,11.205018,10.673624,0.000000,container3,14.162490,9.919919,-1.686509,-2.957471,0.753706,1.686509,3.486979,-0.579212,-0.030392,-0.160948,15.920740,17.850876,-1.930136
156.224000,drone3,2,0.945226,195.571548,95.209564,11.199962,10.667771,0.000000,container3,14.162614,9.920045,-1.692568,-2.962652,0.747726,1.692568,3.493020,-0.579480,-0.030396,-0.166042,15.913315,17.851355,-1.938040
156.256000,drone3,2,0.946330,196.654541,95.922722,11.201976,10.656470,0.000000,container3,14.162614,9.920045,-1.692568,-2.960637,0.736425,1.692568,3.488908,-0.579432,-0.030423,-0.169357,15.907230,17.851048,-1.943818
