stamp_ns,ns,class_id,score,meas_u,meas_v,proj_u,proj_v,reproj_px,cam_x,cam_y,cam_z,world_x,world_y,world_z,disp_med,mad,consistency
93344000000,drone1,3,0.947018,499,136,499,136,0,17.9,-10.4,38.1362,38.7703,-10.5359,-18.2043,1,0.25,MISMATCH_expected_left
93364000000,drone1,3,0.947461,551,126,551,126,0,0.8287,-0.408969,1.36812,8.51722,-0.703085,8.83332,27.875,16.6875,MISMATCH_expected_left
93380000000,drone1,3,0.947463,550,122,550,122,0,0.807018,-0.414035,1.33811,8.49791,-0.707925,8.86211,28.5,15.875,MISMATCH_expected_left
93400000000,drone1,3,0.946784,547,112,547,112,0,0.739715,-0.417108,1.24273,8.42895,-0.711365,8.95328,30.6875,13.375,MISMATCH_expected_left
93400000000,drone1,3,0.947196,542,105,542,105,0,22.2,-13.5,38.1362,37.5592,-13.6447,-22.3071,1,0.75,MISMATCH_expected_left
93420000000,drone1,3,0.947004,551,115,551,115,0,10.56,-5.71429,17.4337,21.0978,-5.94376,-5.1525,2.1875,1.5625,MISMATCH_expected_left
93460000000,drone1,3,0.947175,510,112,510,112,0,1.10545,-0.744727,2.21884,9.26671,-1.03459,8.31646,17.1875,16.1875,MISMATCH_expected_left
93492000000,drone1,3,0.947278,518,143,518,143,0,5.86667,-2.87407,11.2996,16.5828,-3.12606,1.11745,3.375,2.75,MISMATCH_expected_left
93500000000,drone1,3,0.947759,487,149,487,149,0,4.85818,-2.64727,11.0942,16.6807,-2.89837,2.13998,3.4375,2.6875,MISMATCH_expected_left
93540000000,drone1,3,0.947479,496,138,496,138,0,16.5647,-9.6,35.8929,37.0424,-9.74568,-16.2735,1.0625,0.1875,MISMATCH_expected_left
93652000000,drone1,3,0.946476,541,106,541,106,0,19.6444,-11.9111,33.8989,34.2649,-12.0771,-18.6322,1.125,0.875,MISMATCH_expected_left
93656000000,drone1,3,0.946908,527,157,527,157,0,13.8,-5.53333,25.4242,27.8242,-5.73162,-10.579,1.5,0.875,MISMATCH_expected_left
93684000000,drone1,3,0.946884,508,139,508,139,0,16.7111,-8.97778,33.8989,35.111,-9.13794,-15.8252,1.125,0.6875,MISMATCH_expected_left
93812000000,drone1,3,0.948409,525,136,525,136,0,20.5,-10.4,38.1362,38.0856,-10.5477,-20.6745,1,0.3125,MISMATCH_expected_left
93856000000,drone1,3,0.948215,525,137,525,137,0,20.5,-10.3,38.1362,38.0922,-10.4485,-20.67,1,0.5625,MISMATCH_expected_left
93896000000,drone1,3,0.948681,505,124,505,124,0,8.9697,-5.62424,18.4903,22.6166,-5.85365,-3.9348,2.0625,1.5625,MISMATCH_expected_left
93948000000,drone1,3,0.947928,507,141,507,141,0,15.7474,-8.33684,32.1147,33.6869,-8.51098,-14.3992,1.1875,0.75,MISMATCH_expected_left
93988000000,drone1,3,0.947763,541,109,541,109,0,18.6105,-11.0316,32.1147,32.8666,-11.2128,-17.1425,1.1875,0.9375,MISMATCH_expected_left
94000000000,drone1,3,0.947725,524,131,524,131,0,20.4,-10.9,38.1362,38.102,-11.0534,-20.6146,1,0.3125,MISMATCH_expected_left
94020000000,drone1,3,0.947967,525,139,525,139,0,19.2941,-9.50588,35.8929,36.268,-9.66942,-18.9095,1.0625,0.3125,MISMATCH_expected_left
94100000000,drone1,3,0.948309,538,109,538,109,0,21.8,-13.1,38.1362,37.6989,-13.259,-21.9701,1,0.6875,MISMATCH_expected_left
94160000000,drone1,3,0.948266,523,140,523,140,0,20.3,-10,38.1362,38.1554,-10.1569,-20.5081,1,0.3125,MISMATCH_expected_left
94272000000,drone1,3,0.949557,538,112,538,112,0,21.8,-12.8,38.1362,37.7961,-12.9597,-21.8937,1,0.1875,MISMATCH_expected_left
94300000000,drone1,3,0.949783,493,143,493,143,0,14.5684,-8.16842,32.1147,34.0915,-8.34247,-13.2438,1.1875,1.0625,MISMATCH_expected_left
94400000000,drone1,3,0.949203,503,143,503,143,0,17.2235,-9.12941,35.8929,36.9374,-9.28839,-16.8943,1.0625,0.3125,MISMATCH_expected_left
94424000000,drone1,3,0.9496,506,142,506,142,0,17.5059,-9.22353,35.8929,36.8575,-9.38348,-17.1664,1.0625,0.3125,MISMATCH_expected_left
94500000000,drone1,3,0.949489,536,111,536,111,0,18.1895,-10.8632,32.1147,33.0508,-11.0444,-16.735,1.1875,1,MISMATCH_expected_left
94652000000,drone1,3,0.949605,504,142,504,142,0,18.4,-9.8,38.1362,38.731,-9.95927,-18.7099,1,0.25,MISMATCH_expected_left
94760000000,drone1,3,0.953938,535,116,535,116,0,21.5,-12.4,38.1362,37.9051,-12.5659,-21.6193,1,0.5625,MISMATCH_expected_left
94780000000,drone1,3,0.954227,548,101,548,101,0,20.2667,-12.3556,33.8989,34.2721,-12.533,-19.1574,1.125,0.625,MISMATCH_expected_left
94796000000,drone1,3,0.953931,501,141,501,141,0,2.49655,-1.36552,5.26017,11.9104,-1.65186,6.106,7.25,7.0625,MISMATCH_expected_left
94844000000,drone1,3,0.950639,502,146,502,146,0,13.2364,-6.83636,27.7355,30.3593,-7.02333,-10.6767,1.375,1.3125,MISMATCH_expected_left
94908000000,drone1,3,0.950173,502,145,502,145,0,15.3263,-8,32.1147,33.9311,-8.16744,-13.9779,1.1875,0.8125,MISMATCH_expected_left
94976000000,drone1,3,0.94887,500,139,500,139,0,2.52632,-1.41754,5.35246,12.0009,-1.69752,6.02605,7.125,6.5,MISMATCH_expected_left
95000000000,drone1,3,0.94781,490,145,490,145,0,16,-8.94118,35.8929,37.3497,-9.08717,-15.7443,1.0625,0.875,MISMATCH_expected_left
95100000000,drone1,3,0.948669,546,100,546,100,0,22.6,-14,38.1362,37.6109,-14.1476,-22.7092,1,0.75,MISMATCH_expected_left
95176000000,drone1,3,0.948902,508,106,508,106,0,9.4,-6.7,19.0681,23.1679,-6.91911,-4.54025,2,1.9375,MISMATCH_expected_left
95252000000,drone1,3,0.949962,497,146,497,146,0,18.88,-10.0267,40.6787,41.115,-10.1495,-19.9018,0.9375,0.1875,MISMATCH_expected_left
95340000000,drone1,3,0.947606,546,101,546,101,0,22.6,-13.9,38.1362,37.6495,-14.0449,-22.7165,1,0.3125,MISMATCH_expected_left
95384000000,drone1,3,0.947334,521,148,521,148,0,18.9176,-8.65882,35.8929,36.5477,-8.80753,-18.5458,1.0625,0.8125,MISMATCH_expected_left
95404000000,drone1,3,0.947146,490,148,490,148,0,14.3158,-7.74737,32.1147,34.2711,-7.90589,-13.0455,1.1875,1.0625,MISMATCH_expected_left
95440000000,drone1,3,0.947393,548,148,548,148,0,7.4449,-3.00408,12.4527,17.4441,-3.25315,-0.750224,3.0625,2.1875,MISMATCH_expected_left
95500000000,drone1,3,0.947592,546,103,546,103,0,22.6,-13.7,38.1362,37.6737,-13.8457,-22.7153,1,0.75,MISMATCH_expected_left
95504000000,drone1,3,0.94925,522,118,522,118,0,21.5467,-13.0133,40.6787,40.4172,-13.1435,-22.4433,0.9375,0.25,MISMATCH_expected_left
95544000000,drone1,3,0.951343,521,148,521,148,0,17.8667,-8.17778,33.8989,34.9788,-8.336,-16.9518,1.125,0.4375,MISMATCH_expected_left
95704000000,drone1,3,0.952264,496,120,496,120,0,17.6,-12,38.1362,39.1433,-12.1341,-17.9264,1,0.5625,MISMATCH_expected_left
95736000000,drone1,3,0.951929,497,148,497,148,0,18.88,-9.81333,40.6787,41.1968,-9.93727,-19.8922,0.9375,0.5,MISMATCH_expected_left
95748000000,drone1,3,0.949415,520,146,520,146,0,16,-7.52,30.509,32.2972,-7.69179,-14.1769,1.25,0.875,MISMATCH_expected_left
95844000000,drone1,3,0.952503,519,147,519,147,0,17.6889,-8.26667,33.8989,35.071,-8.42307,-16.7707,1.125,0.9375,MISMATCH_expected_left
95892000000,drone1,3,0.95226,518,147,518,147,0,19.8,-9.3,38.1362,38.5158,-9.43885,-20.0275,1,0.3125,MISMATCH_expected_left
95932000000,drone1,3,0.949607,492,150,492,150,0,17.2,-9,38.1362,39.2688,-9.13334,-17.5461,1,0.375,MISMATCH_expected_left
95960000000,drone1,3,0.94862,544,105,544,105,0,22.4,-13.5,38.1362,37.7841,-13.6453,-22.5195,1,0.25,MISMATCH_expected_left
96000000000,drone1,3,0.947474,490,150,490,150,0,17,-9,38.1362,39.336,-9.13297,-17.3538,1,0.25,MISMATCH_expected_left
96032000000,drone1,3,0.947654,489,152,489,152,0,15.9059,-8.28235,35.8929,37.5099,-8.42483,-15.6523,1.0625,0.8125,MISMATCH_expected_left
96064000000,drone1,3,0.947206,507,122,507,122,0,17.6,-11.1059,35.8929,37.0366,-11.2522,-17.2718,1.0625,0.3125,MISMATCH_expected_left
96164000000,drone1,3,0.945744,545,104,545,104,0,22.5,-13.6,38.1362,37.7714,-13.7454,-22.614,1,0.6875,MISMATCH_expected_left
96196000000,drone1,3,0.945812,489,151,489,151,0,16.9,-8.9,38.1362,39.3746,-9.03279,-17.263,1,0.6875,MISMATCH_expected_left
96200000000,drone1,3,0.945902,545,106,545,106,0,22.5,-13.4,38.1362,37.7919,-13.5449,-22.602,1,0.25,MISMATCH_expected_left
96296000000,drone1,3,0.944959,545,105,545,105,0,22.5,-13.5,38.1362,37.8089,-13.6443,-22.5891,1,0.6875,MISMATCH_expected_left
96300000000,drone1,3,0.945156,533,120,533,120,0,21.3,-12,38.1362,38.156,-12.1415,-21.4369,1,0.5,MISMATCH_expected_left
96300000000,drone1,3,0.94528,506,122,506,122,0,18.6,-11.8,38.1362,38.9393,-11.9354,-18.8551,1,0.4375,MISMATCH_expected_left
96376000000,drone1,3,0.945524,542,131,542,131,0,10.4471,-5.12941,17.9465,21.952,-5.35394,-5.19722,2.125,1.875,MISMATCH_expected_left
96500000000,drone1,3,0.945923,498,153,498,153,0,16.7529,-8.18824,35.8929,37.3113,-8.33057,-16.4491,1.0625,0.8125,MISMATCH_expected_left
96656000000,drone1,3,0.943185,533,155,533,155,0,16.2286,-6.47619,29.0562,30.9856,-6.65361,-13.9082,1.3125,0.6875,MISMATCH_expected_left
96724000000,drone1,3,0.94407,545,111,545,111,0,22.5,-12.9,38.1362,38.0005,-13.0443,-22.4445,1,0.6875,MISMATCH_expected_left
96764000000,drone1,3,0.944033,498,155,498,155,0,14.24,-6.8,30.509,33.0083,-6.96044,-12.3786,1.25,0.875,MISMATCH_expected_left
96988000000,drone1,3,0.945569,546,110,546,110,0,22.6,-13,38.1362,37.909,-13.1375,-22.6232,1,0.375,MISMATCH_expected_left
97000000000,drone1,3,0.944271,534,155,534,155,0,20.1412,-8,35.8929,36.4356,-8.14384,-19.6347,1.0625,0.875,MISMATCH_expected_left
97056000000,drone1,3,0.946838,547,110,547,110,0,21.3647,-12.2353,35.8929,36.0595,-12.3819,-20.8684,1.0625,0.4375,MISMATCH_expected_left
97364000000,drone1,3,0.949005,522,155,522,155,0,17.9556,-7.55556,33.8989,35.1664,-7.7085,-17.0246,1.125,0.375,MISMATCH_expected_left
97500000000,drone1,3,0.949347,523,158,523,158,0,20.3,-8.2,38.1362,38.5571,-8.33752,-20.4934,1,0.3125,MISMATCH_expected_left
97544000000,drone1,3,0.949349,502,159,502,159,0,15.3263,-6.82105,32.1147,34.2298,-6.98194,-14.0004,1.1875,0.8125,MISMATCH_expected_left
97648000000,drone1,3,0.949624,506,159,506,159,0,15.6632,-6.82105,32.1147,34.1102,-6.98239,-14.356,1.1875,0.9375,MISMATCH_expected_left
97700000000,drone1,3,0.949327,551,112,551,112,0,21.7412,-12.0471,35.8929,36.0785,-12.2049,-21.1798,1.0625,0.625,MISMATCH_expected_left
97812000000,drone1,3,0.948665,552,116,552,116,0,24.7467,-13.2267,40.6787,39.9471,-13.3657,-25.3173,0.9375,0.25,MISMATCH_expected_left
97916000000,drone1,3,0.948506,539,131,539,131,0,21.9,-10.9,38.1362,38.2839,-11.0435,-21.8945,1,0.3125,MISMATCH_expected_left
97948000000,drone1,3,0.949043,495,162,495,162,0,17.5,-7.8,38.1362,39.5175,-7.93379,-17.6971,1,0.375,MISMATCH_expected_left
97972000000,drone1,3,0.948552,541,130,541,130,0,22.1,-11,38.1362,38.1875,-11.1447,-22.1333,1,0.625,MISMATCH_expected_left
97988000000,drone1,3,0.94835,529,162,529,162,0,19.6706,-7.34118,35.8929,36.7039,-7.49305,-19.1799,1.0625,0.9375,MISMATCH_expected_left
98012000000,drone1,3,0.948394,554,141,554,141,0,11.0118,-4.65882,17.9465,22.0037,-4.88816,-5.71404,2.125,1.6875,MISMATCH_expected_left
98052000000,drone1,3,0.948562,540,142,540,142,0,4.88889,-2.17778,8.47472,14.6958,-2.44453,2.88439,4.5,3.8125,MISMATCH_expected_left
98136000000,drone1,3,0.94802,507,162,507,162,0,13.0087,-5.42609,26.5296,29.6413,-5.61375,-10.1266,1.4375,1.1875,MISMATCH_expected_left
98192000000,drone1,3,0.948284,531,142,531,142,0,3.70989,-1.72308,6.70527,13.3551,-1.99557,4.52326,5.6875,5.3125,MISMATCH_expected_left
98240000000,drone1,3,0.948247,507,139,507,139,0,3.11667,-1.68333,6.35604,13.195,-1.95618,5.19061,6,5.5625,MISMATCH_expected_left
98276000000,drone1,3,0.947537,497,164,497,164,0,14.9053,-6.4,32.1147,34.4394,-6.56181,-13.584,1.1875,0.625,MISMATCH_expected_left
98324000000,drone1,3,0.947875,553,143,553,143,0,10.3556,-4.31111,16.9494,21.2614,-4.5429,-4.80772,2.25,2,MISMATCH_expected_left
98376000000,drone1,3,0.947758,527,164,527,164,0,18.4,-6.75556,33.8989,35.1614,-6.91444,-17.4262,1.125,0.75,MISMATCH_expected_left
98408000000,drone1,3,0.948143,557,121,557,121,0,25.28,-12.6933,40.6787,39.6876,-12.8314,-25.9757,0.9375,0.25,MISMATCH_expected_left
98440000000,drone1,3,0.94872,557,143,557,143,0,9.72308,-3.97949,15.6456,20.2054,-4.21673,-3.82371,2.4375,2.1875,MISMATCH_expected_left
98540000000,drone1,3,0.948622,558,155,558,155,0,6.56552,-2.34483,10.5203,16.2117,-2.60191,0.684311,3.625,3,MISMATCH_expected_left
98572000000,drone1,3,0.949153,508,160,508,160,0,2.35,-1,4.76703,11.9307,-1.27744,6.38785,8,7.375,MISMATCH_expected_left
98572000000,drone1,3,0.949256,518,125,518,125,0,6.46531,-3.7551,12.4527,18.1046,-3.99976,0.214062,3.0625,2.75,MISMATCH_expected_left
98600000000,drone1,3,0.94877,506,165,506,165,0,2.50084,-1.0084,5.12756,12.2384,-1.28265,6.13662,7.4375,6.625,MISMATCH_expected_left
98608000000,drone1,3,0.949897,520,172,520,172,0,5.92593,-2.01482,11.2996,17.1537,-2.26281,1.0608,3.375,2.625,MISMATCH_expected_left
98652000000,drone1,3,0.949984,510,161,510,161,0,2.375,-0.9875,4.76703,11.938,-1.26208,6.3603,8,7.375,MISMATCH_expected_left
98736000000,drone1,3,0.949935,536,152,536,152,0,20.3294,-8.28235,35.8929,36.531,-8.43106,-19.8778,1.0625,0.375,MISMATCH_expected_left
98752000000,drone1,3,0.949962,508,164,508,164,0,2.29618,-0.928244,4.65786,11.8659,-1.2028,6.46649,8.1875,7.5625,MISMATCH_expected_left
98772000000,drone1,3,0.95054,515,163,515,163,0,2.4186,-0.955039,4.73008,11.9034,-1.22911,6.3275,8.0625,7.6875,MISMATCH_expected_left
98796000000,drone1,3,0.950854,528,165,528,165,0,2.4292,-0.875912,4.45387,11.6393,-1.15104,6.39671,8.5625,7.875,MISMATCH_expected_left
98872000000,drone1,3,0.95141,530,168,530,168,0,19.7647,-6.77647,35.8929,36.7128,-6.92158,-19.3381,1.0625,0.4375,MISMATCH_expected_left
98900000000,drone1,3,0.951309,501,169,501,169,0,15.2421,-5.97895,32.1147,34.4139,-6.13385,-13.9133,1.1875,1.0625,MISMATCH_expected_left
99092000000,drone1,3,0.952301,522,170,522,170,0,17.0105,-5.89474,32.1147,33.9274,-6.05442,-15.6035,1.1875,1.0625,MISMATCH_expected_left
99168000000,drone1,3,0.951992,550,138,550,138,0,20.4444,-9.06667,33.8989,34.663,-9.22478,-19.4066,1.125,0.75,MISMATCH_expected_left
99240000000,drone1,3,0.95159,515,172,515,172,0,18.3529,-6.4,35.8929,37.1514,-6.54855,-18.0122,1.0625,0.625,MISMATCH_expected_left
99340000000,drone1,3,0.951396,503,173,503,173,0,17.2235,-6.30588,35.8929,37.4846,-6.45393,-16.9306,1.0625,0.875,MISMATCH_expected_left
99364000000,drone1,3,0.951171,534,171,534,171,0,18.0211,-5.81053,32.1147,33.6397,-5.98285,-16.5916,1.1875,0.9375,MISMATCH_expected_left
99384000000,drone1,3,0.951555,547,139,547,139,0,22.7,-10.1,38.1362,38.0704,-10.2526,-22.8136,1,0.5625,MISMATCH_expected_left
99400000000,drone1,3,0.951384,510,158,510,158,0,3.04,-1.312,6.1018,13.1046,-1.59175,5.32017,6.25,5.3125,MISMATCH_expected_left
99432000000,drone1,3,0.951305,514,174,514,174,0,18.2588,-6.21177,35.8929,37.2212,-6.36847,-17.8931,1.0625,0.4375,MISMATCH_expected_left
99456000000,drone1,3,0.951089,562,141,562,141,0,1.01097,-0.413577,1.59316,9.38303,-0.716008,8.57383,23.9375,15.9375,MISMATCH_expected_left
99504000000,drone1,3,0.9524,531,158,531,158,0,4.22,-1.64,7.62725,14.2384,-1.92032,3.7519,5,4.375,MISMATCH_expected_left
99612000000,drone1,3,0.953641,538,158,538,158,0,4.30617,-1.61975,7.53309,14.1261,-1.90419,3.69299,5.0625,4.125,MISMATCH_expected_left
99664000000,drone1,3,0.956057,534,165,534,165,0,20.1412,-7.05882,35.8929,36.6864,-7.23036,-19.7038,1.0625,0.75,MISMATCH_expected_left
99760000000,drone1,3,0.956592,497,186,497,186,0,5.77959,-1.76327,12.4527,18.4195,-2.02527,0.86191,3.0625,2.25,MISMATCH_expected_left
99796000000,drone1,3,0.956589,515,172,515,172,0,2.4186,-0.843411,4.73008,12.0057,-1.13905,6.32254,8.0625,7.3125,MISMATCH_expected_left
99800000000,drone1,3,0.955012,489,161,489,161,0,5.2,-2.43077,11.7342,17.9204,-2.69467,1.63317,3.25,2.9375,MISMATCH_expected_left
99992000000,drone1,3,0.950111,517,178,517,178,0,18.5412,-5.83529,35.8929,37.1754,-5.9988,-18.1752,1.0625,0.875,MISMATCH_expected_left
100000000000,drone1,3,0.949372,540,174,540,174,0,22,-6.6,38.1362,38.3158,-6.75905,-22.1481,1,0.625,MISMATCH_expected_left
100060000000,drone1,3,0.949375,515,179,515,179,0,16.4211,-5.13684,32.1147,34.1822,-5.31401,-15.0575,1.1875,1.0625,MISMATCH_expected_left
100092000000,drone1,3,0.94856,505,180,505,180,0,15.5789,-5.05263,32.1147,34.4341,-5.22704,-14.249,1.1875,1.0625,MISMATCH_expected_left
100120000000,drone1,3,0.948245,504,181,504,181,0,17.3176,-5.55294,35.8929,37.5507,-5.71051,-17.0108,1.0625,1,MISMATCH_expected_left
100160000000,drone1,3,0.94834,505,181,505,181,0,17.4118,-5.55294,35.8929,37.522,-5.71135,-17.1064,1.0625,0.5,MISMATCH_expected_left
100244000000,drone1,3,0.948545,525,199,525,199,0,5.37705,-1.07541,10.0029,16.2358,-1.3456,1.94275,3.8125,2.9375,MISMATCH_expected_left
100256000000,drone1,3,0.948804,517,180,517,180,0,12.1231,-3.69231,23.4685,27.1683,-3.90606,-8.43396,1.625,1.4375,MISMATCH_expected_left
100336000000,drone1,3,0.949252,493,168,493,168,0,5.12593,-2.13333,11.2996,17.5747,-2.39616,1.81243,3.375,3.125,MISMATCH_expected_left
100356000000,drone1,3,0.94935,490,167,490,167,0,5.33333,-2.2902,11.9643,18.1539,-2.54987,1.42036,3.1875,2.9375,MISMATCH_expected_left
100524000000,drone1,3,0.948979,525,199,525,199,0,6.43137,-1.28627,11.9643,17.8363,-1.54865,0.367541,3.1875,2.5625,MISMATCH_expected_left
100560000000,drone1,3,0.949106,490,167,490,167,0,4.85714,-2.08571,10.8961,17.2817,-2.35068,2.18396,3.5,2.6875,MISMATCH_expected_left
100640000000,drone1,3,0.948896,525,150,525,150,0,20.5,-9,38.1362,38.8345,-9.15333,-20.7061,1,0.6875,MISMATCH_expected_left
100656000000,drone1,3,0.948371,493,201,493,201,0,13.181,-2.97143,29.0562,32.2475,-3.15642,-11.0632,1.3125,1.0625,MISMATCH_expected_left
100784000000,drone1,3,0.947667,505,186,505,186,0,17.4118,-5.08235,35.8929,37.5685,-5.23949,-17.1048,1.0625,0.875,MISMATCH_expected_left
100904000000,drone1,3,0.947736,517,187,517,187,0,16.5895,-4.46316,32.1147,34.3301,-4.63532,-15.0853,1.1875,1.125,MISMATCH_expected_left
100948000000,drone1,3,0.948208,490,174,490,174,0,5.66667,-2.2,12.7121,18.8444,-2.44403,0.902294,3,2.375,MISMATCH_expected_left
101000000000,drone1,3,0.948226,517,183,517,183,0,6.85217,-1.98261,13.2648,19.0263,-2.22521,-0.399895,2.875,2.125,MISMATCH_expected_left
101016000000,drone1,3,0.948407,489,173,489,173,0,5.408,-2.144,12.2036,18.4298,-2.38794,1.28334,3.125,2.4375,MISMATCH_expected_left
101116000000,drone1,3,0.948171,486,172,486,172,0,5.53333,-2.26667,12.7121,18.8815,-2.50702,1.01143,3,2.375,MISMATCH_expected_left
101156000000,drone1,3,0.948308,488,172,488,172,0,5.27059,-2.13333,11.9643,18.243,-2.37595,1.47643,3.1875,2.625,MISMATCH_expected_left
101180000000,drone1,3,0.948065,486,172,486,172,0,5.42041,-2.22041,12.4527,18.6681,-2.45947,1.18624,3.0625,2.75,MISMATCH_expected_left
101200000000,drone1,3,0.948229,529,124,529,124,0,22.2933,-12.3733,40.6787,40.8098,-12.499,-23.1787,0.9375,0.5625,MISMATCH_expected_left
101292000000,drone1,3,0.948065,524,198,524,198,0,5.72632,-1.17895,10.7049,16.9182,-1.42395,1.39789,3.5625,3.25,MISMATCH_expected_left
101344000000,drone1,3,0.948564,513,189,513,189,0,16.2526,-4.29474,32.1147,34.3528,-4.44857,-14.9103,1.1875,1.0625,MISMATCH_expected_left
101460000000,drone1,3,0.949205,574,125,574,125,0,25.4,-11.5,38.1362,37.5114,-11.642,-25.4019,1,0.625,MISMATCH_expected_left
101500000000,drone1,3,0.95108,532,187,532,187,0,21.2,-5.3,38.1362,38.7138,-5.43138,-21.3774,1,0.25,MISMATCH_expected_left
101532000000,drone1,3,0.949484,531,124,531,124,0,19.8588,-10.9176,35.8929,37.0056,-11.0571,-19.4279,1.0625,0.75,MISMATCH_expected_left
101576000000,drone1,3,0.950829,529,125,529,125,0,19.6706,-10.8235,35.8929,37.0634,-10.9612,-19.2503,1.0625,0.4375,MISMATCH_expected_left
101608000000,drone1,3,0.950168,533,183,533,183,0,21.3,-5.7,38.1362,38.7111,-5.82625,-21.473,1,0.5625,MISMATCH_expected_left
101644000000,drone1,3,0.950005,533,190,533,190,0,21.3,-5,38.1362,38.7101,-5.12673,-21.4757,1,0.625,MISMATCH_expected_left
101656000000,drone1,3,0.949901,555,169,555,169,0,10.7429,-3.24571,17.4337,21.9605,-3.46032,-5.36299,2.1875,1.9375,MISMATCH_expected_left
101760000000,drone1,3,0.948278,560,192,560,192,0,8.17021,-1.63404,12.9826,18.4609,-1.86634,-1.61044,2.9375,2.6875,MISMATCH_expected_left
101804000000,drone1,3,0.948365,548,193,548,193,0,8.10667,-1.67111,13.5596,19.0348,-1.90015,-1.7192,2.8125,2.6875,MISMATCH_expected_left
101816000000,drone1,3,0.948663,500,192,500,192,0,16.9412,-4.51765,35.8929,37.8535,-4.64642,-16.6655,1.0625,0.4375,MISMATCH_expected_left
101864000000,drone1,3,0.948644,513,189,513,189,0,6.43333,-1.7,12.7121,18.7148,-1.92995,0.123356,3,2.3125,MISMATCH_expected_left
102048000000,drone1,3,0.950321,497,202,497,202,0,5.77959,-1.24082,12.4527,18.6783,-1.46995,0.828431,3.0625,2.4375,MISMATCH_expected_left
102140000000,drone1,3,0.949116,500,125,500,125,0,6.26087,-4,13.2648,19.3432,-4.22541,0.135695,2.875,2.25,MISMATCH_expected_left
102188000000,drone1,3,0.949319,569,136,569,136,0,11.7176,-4.89412,17.9465,22.2589,-5.10718,-6.43698,2.125,1.875,MISMATCH_expected_left
102268000000,drone1,3,0.948415,523,132,523,132,0,20.3,-10.8,38.1362,39.1292,-10.9248,-20.5052,1,0.8125,MISMATCH_expected_left
102336000000,drone1,3,0.947442,561,175,561,175,0,11.6848,-3.15152,18.4903,22.7883,-3.36359,-6.56525,2.0625,1.9375,MISMATCH_expected_left
102336000000,drone1,3,0.947535,508,196,508,196,0,15.04,-3.52,30.509,33.3216,-3.67617,-13.2656,1.25,0.9375,MISMATCH_expected_left
102360000000,drone1,3,0.947583,522,133,522,133,0,20.2,-10.7,38.1362,39.177,-10.8277,-20.4026,1,0.8125,MISMATCH_expected_left
102404000000,drone1,3,0.947163,515,195,515,195,0,19.5,-4.5,38.1362,39.3615,-4.62663,-19.7231,1,0.875,MISMATCH_expected_left
102436000000,drone1,3,0.946819,497,196,497,196,0,15.7333,-3.91111,33.8989,36.4,-4.0517,-14.8881,1.125,0.875,MISMATCH_expected_left
102436000000,drone1,3,0.946958,540,179,540,179,0,5.33333,-1.47879,9.24515,15.8082,-1.72781,2.20948,4.125,3.8125,MISMATCH_expected_left
102440000000,drone1,3,0.947977,528,196,528,196,0,19.5765,-4.14118,35.8929,37.1951,-4.2792,-19.1516,1.0625,0.9375,MISMATCH_expected_left
102468000000,drone1,3,0.947465,495,127,495,127,0,6.08696,-3.93043,13.2648,19.4551,-4.15912,0.320802,2.875,2.125,MISMATCH_expected_left
102472000000,drone1,3,0.947699,540,196,540,196,0,16.7619,-3.35238,29.0562,31.4599,-3.52006,-14.4858,1.3125,1.1875,MISMATCH_expected_left
102652000000,drone1,3,0.945595,495,196,495,196,0,14.7368,-3.70526,32.1147,34.9714,-3.85364,-13.4599,1.1875,0.9375,MISMATCH_expected_left
102740000000,drone1,3,0.946524,539,139,539,139,0,3.07368,-1.41754,5.35246,12.7725,-1.68163,5.50732,7.125,6.375,MISMATCH_expected_left
102764000000,drone1,3,0.947296,506,199,506,199,0,15.6632,-3.45263,32.1147,34.8069,-3.60615,-14.2376,1.1875,1.0625,MISMATCH_expected_left
102804000000,drone1,3,0.946957,518,138,518,138,0,19.8,-10.2,38.1362,39.4519,-10.3312,-19.8998,1,0.375,MISMATCH_expected_left
102900000000,drone1,3,0.946771,515,139,515,139,0,20.8,-10.7733,40.6787,41.5978,-10.8899,-21.5978,0.9375,0.1875,MISMATCH_expected_left
103000000000,drone1,3,0.946164,537,199,537,199,0,18.2737,-3.45263,32.1147,34.0351,-3.60641,-16.7768,1.1875,1.125,MISMATCH_expected_left
103032000000,drone1,3,0.946429,504,199,504,199,0,16.3556,-3.64445,33.8989,36.2763,-3.78575,-15.485,1.125,1,MISMATCH_expected_left
103156000000,drone1,3,0.946175,491,183,491,183,0,17.1,-5.7,38.1362,40.1335,-5.81972,-17.4337,1,0.1875,MISMATCH_expected_left
103168000000,drone1,3,0.945718,524,199,524,199,0,19.2,-3.85882,35.8929,37.3726,-3.99601,-18.7904,1.0625,0.9375,MISMATCH_expected_left
103200000000,drone1,3,0.946828,538,190,538,190,0,8.72,-2,15.2545,20.6556,-2.22487,-2.77751,2.5,1.9375,MISMATCH_expected_left
103200000000,drone1,3,0.946754,560,180,560,180,0,5.81818,-1.45455,9.24515,15.7377,-1.7062,1.73485,4.125,3.5625,MISMATCH_expected_left
103228000000,drone1,3,0.946087,492,198,492,198,0,17.2,-4.2,38.1362,40.0357,-4.33229,-17.6171,1,0.8125,MISMATCH_expected_left
103240000000,drone1,3,0.9462,544,180,544,180,0,11.2,-3,19.0681,23.5611,-3.21737,-6.2944,2,1.625,MISMATCH_expected_left
