stamp_sec,method,N,MedErr,RMSE,P95,MeanLogDet
626.056,ci,3006,3.29855,3.50035,4.64056,-6.42667
626.056,ftci,3006,3.60224,3.54473,4.68648,-6.37148
626.1,ci,3008,3.29855,3.50048,4.64055,-6.42669
626.1,ftci,3008,3.60224,3.54485,4.68648,-6.37153
626.116,ci,3010,3.29855,3.50061,4.64055,-6.42671
626.116,ftci,3010,3.60224,3.54498,4.68648,-6.3716
626.168,ci,3012,3.29855,3.50074,4.64054,-6.42673
626.168,ftci,3012,3.60224,3.54509,4.68648,-6.37166
626.2,ci,3014,3.29855,3.50086,4.64053,-6.42675
626.2,ftci,3014,3.60224,3.54521,4.68648,-6.3717
626.252,ci,3016,3.29855,3.50099,4.64053,-6.42677
626.252,ftci,3016,3.60224,3.54533,4.68648,-6.37176
626.304,ci,3018,3.29855,3.50111,4.64052,-6.42679
626.304,ftci,3018,3.60224,3.54544,4.68648,-6.37182
626.356,ci,3020,3.29855,3.50123,4.64052,-6.42681
626.356,ftci,3020,3.60224,3.54555,4.68648,-6.37188
626.412,ci,3022,3.29855,3.50135,4.64051,-6.42682
626.412,ftci,3022,3.60224,3.54566,4.68647,-6.37193
626.476,ci,3024,3.29855,3.50146,4.64049,-6.42684
626.476,ftci,3024,3.60224,3.54576,4.68644,-6.37199
626.5,ci,3026,3.29855,3.50157,4.64047,-6.42685
626.5,ftci,3026,3.60224,3.54586,4.68642,-6.37204
626.564,ci,3028,3.29855,3.50168,4.64045,-6.42687
626.564,ftci,3028,3.60224,3.54597,4.68639,-6.3721
626.592,ci,3030,3.29855,3.50179,4.64043,-6.4269
626.592,ftci,3030,3.60224,3.54606,4.68637,-6.37216
626.636,ci,3032,3.29855,3.5019,4.64041,-6.42692
626.636,ftci,3032,3.60224,3.54616,4.68635,-6.37222
626.692,ci,3034,3.29855,3.502,4.64039,-6.42694
626.692,ftci,3034,3.60224,3.54626,4.68632,-6.37227
626.748,ci,3036,3.29855,3.5021,4.64037,-6.42696
626.748,ftci,3036,3.60224,3.54635,4.6863,-6.37234
626.788,ci,3038,3.29855,3.5022,4.64035,-6.42698
626.788,ftci,3038,3.60224,3.54644,4.68628,-6.37239
626.812,ci,3040,3.29855,3.5023,4.64033,-6.42701
626.812,ftci,3040,3.60224,3.54653,4.68625,-6.37245
626.868,ci,3042,3.29855,3.50239,4.64032,-6.42702
626.868,ftci,3042,3.60224,3.54661,4.68623,-6.3725
626.9,ci,3044,3.29855,3.50248,4.6403,-6.42704
626.9,ftci,3044,3.60224,3.5467,4.68622,-6.37255
626.964,ci,3046,3.29855,3.50257,4.64029,-6.42707
626.964,ftci,3046,3.60224,3.54678,4.6862,-6.37261
627.004,ci,3048,3.29855,3.50266,4.64027,-6.42708
627.004,ftci,3048,3.60224,3.54685,4.68619,-6.37266
627.08,ci,3050,3.29855,3.50274,4.64026,-6.4271
627.08,ftci,3050,3.60224,3.54693,4.68617,-6.37272
627.124,ci,3052,3.29855,3.50282,4.64024,-6.42712
627.124,ftci,3052,3.60224,3.54699,4.68616,-6.37278
627.168,ci,3054,3.29855,3.50289,4.64023,-6.42714
627.168,ftci,3054,3.60224,3.54706,4.68614,-6.37283
627.2,ci,3056,3.29855,3.50297,4.64021,-6.42716
627.2,ftci,3056,3.60224,3.54712,4.68612,-6.37288
627.264,ci,3058,3.29855,3.50304,4.64019,-6.42717
627.264,ftci,3058,3.60224,3.54718,4.68611,-6.37293
627.332,ci,3060,3.29855,3.5031,4.64018,-6.42719
627.332,ftci,3060,3.60224,3.54724,4.68609,-6.37298
627.432,ci,3062,3.29855,3.50316,4.64016,-6.4272
627.432,ftci,3062,3.60224,3.54729,4.68608,-6.37304
627.5,ci,3064,3.29855,3.50321,4.64013,-6.42722
627.5,ftci,3064,3.60224,3.54733,4.68608,-6.3731
627.588,ci,3066,3.29855,3.50325,4.64011,-6.42724
627.588,ftci,3066,3.60224,3.54737,4.68608,-6.37315
627.684,ci,3068,3.29855,3.50329,4.64008,-6.42726
627.684,ftci,3068,3.60224,3.5474,4.68607,-6.37321
627.708,ci,3070,3.29855,3.50332,4.64005,-6.42728
627.708,ftci,3070,3.60224,3.54743,4.68607,-6.37326
627.768,ci,3072,3.29855,3.50336,4.64002,-6.4273
627.768,ftci,3072,3.60224,3.54745,4.68606,-6.37332
627.804,ci,3074,3.29855,3.50338,4.64,-6.42732
627.804,ftci,3074,3.60224,3.54748,4.68606,-6.37337
627.868,ci,3076,3.29855,3.50341,4.63997,-6.42735
627.868,ftci,3076,3.60224,3.5475,4.68606,-6.37343
627.912,ci,3078,3.29855,3.50343,4.63994,-6.42737
627.912,ftci,3078,3.60224,3.54751,4.68605,-6.37348
628,ci,3080,3.29855,3.50344,4.63992,-6.42739
628,ftci,3080,3.60224,3.54752,4.68605,-6.37354
628.084,ci,3082,3.29855,3.50345,4.63989,-6.42741
628.084,ftci,3082,3.60224,3.54753,4.68604,-6.3736
628.156,ci,3084,3.29855,3.50345,4.63985,-6.42743
628.156,ftci,3084,3.60224,3.54753,4.68603,-6.37365
628.244,ci,3086,3.29855,3.50345,4.63982,-6.42745
628.244,ftci,3086,3.60224,3.54752,4.68602,-6.37371
628.3,ci,3088,3.29855,3.50344,4.63979,-6.42747
628.3,ftci,3088,3.60224,3.54752,4.68601,-6.37376
628.388,ci,3090,3.29855,3.50343,4.63976,-6.42749
628.388,ftci,3090,3.60224,3.54752,4.68601,-6.37381
628.488,ci,3092,3.29855,3.50342,4.63972,-6.42751
628.488,ftci,3092,3.60224,3.54751,4.686,-6.37387
628.588,ci,3094,3.29855,3.50341,4.63969,-6.42753
628.588,ftci,3094,3.60224,3.54751,4.68599,-6.37393
628.664,ci,3096,3.29855,3.50339,4.63966,-6.42756
628.664,ftci,3096,3.60224,3.5475,4.68598,-6.37399
628.712,ci,3098,3.29855,3.50338,4.63962,-6.42757
628.712,ftci,3098,3.60224,3.54749,4.68597,-6.37403
628.784,ci,3100,3.29855,3.50337,4.63959,-6.42759
628.784,ftci,3100,3.60224,3.54748,4.68596,-6.37408
628.856,ci,3102,3.29855,3.50336,4.63956,-6.42761
628.856,ftci,3102,3.60224,3.54748,4.68596,-6.37414
628.904,ci,3104,3.29855,3.50335,4.63953,-6.42763
628.904,ftci,3104,3.60224,3.54748,4.68595,-6.37419
629,ci,3106,3.29855,3.50335,4.6395,-6.42765
629,ftci,3106,3.60224,3.54748,4.68595,-6.37425
629.048,ci,3108,3.29855,3.50335,4.63948,-6.42767
629.048,ftci,3108,3.60224,3.54749,4.68595,-6.3743
629.096,ci,3110,3.29855,3.50335,4.63945,-6.42769
629.096,ftci,3110,3.60224,3.54749,4.68594,-6.37436
629.172,ci,3112,3.29855,3.50334,4.63942,-6.42771
629.172,ftci,3112,3.60224,3.54749,4.68594,-6.37441
629.228,ci,3114,3.29855,3.50334,4.63939,-6.42773
629.228,ftci,3114,3.60224,3.54749,4.68594,-6.37447
629.304,ci,3116,3.29855,3.50334,4.63936,-6.42775
629.304,ftci,3116,3.60224,3.54749,4.68593,-6.37452
629.372,ci,3118,3.29855,3.50334,4.63933,-6.42777
629.372,ftci,3118,3.60224,3.54749,4.68593,-6.37457
629.444,ci,3120,3.29855,3.50334,4.63931,-6.42779
629.444,ftci,3120,3.60224,3.5475,4.68593,-6.37462
629.508,ci,3122,3.29855,3.50333,4.63929,-6.42781
629.508,ftci,3122,3.60224,3.5475,4.68593,-6.37467
629.58,ci,3124,3.29855,3.50334,4.63929,-6.42781
629.58,ftci,3124,3.60224,3.54749,4.68593,-6.37467
629.668,ci,3126,3.29855,3.50334,4.63929,-6.42781
629.668,ftci,3126,3.60224,3.54748,4.68593,-6.37468
629.712,ci,3128,3.29855,3.50335,4.63929,-6.42781
629.712,ftci,3128,3.60224,3.54747,4.68592,-6.37469
629.788,ci,3130,3.29855,3.50335,4.63929,-6.42782
629.788,ftci,3130,3.60224,3.54747,4.68592,-6.37471
629.808,ci,3132,3.29855,3.50335,4.63929,-6.42783
629.808,ftci,3132,3.60224,3.54747,4.68592,-6.37474
629.88,ci,3134,3.29855,3.50336,4.63928,-6.42784
629.88,ftci,3134,3.60224,3.54747,4.68592,-6.37477
629.9,ci,3136,3.29855,3.50336,4.63928,-6.42785
629.9,ftci,3136,3.60224,3.54747,4.68592,-6.3748
629.904,ci,3138,3.29855,3.50337,4.63928,-6.42786
629.904,ftci,3138,3.60224,3.54747,4.68592,-6.37484
629.992,ci,3140,3.29855,3.50337,4.63928,-6.42788
629.992,ftci,3140,3.60224,3.54747,4.68592,-6.37488
630.056,ci,3142,3.29855,3.50338,4.63926,-6.4279
630.056,ftci,3142,3.60224,3.54748,4.68588,-6.37493
630.136,ci,3144,3.29855,3.50339,4.63922,-6.42791
630.136,ftci,3144,3.60224,3.54748,4.6858,-6.37497
630.2,ci,3146,3.29855,3.5034,4.63917,-6.42793
630.2,ftci,3146,3.60224,3.54749,4.68572,-6.37501
630.268,ci,3148,3.29855,3.50341,4.63913,-6.42794
630.268,ftci,3148,3.60224,3.5475,4.68563,-6.37506
630.336,ci,3150,3.29855,3.50342,4.63908,-6.42796
630.336,ftci,3150,3.60224,3.54751,4.68555,-6.37511
630.404,ci,3152,3.29855,3.50343,4.63904,-6.42798
630.404,ftci,3152,3.60224,3.54752,4.68547,-6.37516
630.476,ci,3154,3.29855,3.50345,4.639,-6.428
630.476,ftci,3154,3.60224,3.54754,4.68538,-6.37521
630.536,ci,3156,3.29855,3.50348,4.63895,-6.42801
630.536,ftci,3156,3.60224,3.54756,4.6853,-6.37526
630.584,ci,3158,3.29855,3.5035,4.63891,-6.42803
630.584,ftci,3158,3.60224,3.54759,4.68522,-6.37531
630.632,ci,3160,3.29855,3.50353,4.63887,-6.42805
630.632,ftci,3160,3.60224,3.54761,4.68513,-6.37536
630.7,ci,3162,3.29855,3.50357,4.63884,-6.42807
630.7,ftci,3162,3.60224,3.54764,4.68509,-6.37542
630.74,ci,3164,3.29855,3.5036,4.63884,-6.42809
630.74,ftci,3164,3.60224,3.54767,4.68509,-6.37546
630.8,ci,3166,3.29855,3.50364,4.63883,-6.42811
630.8,ftci,3166,3.60224,3.5477,4.68509,-6.37552
630.864,ci,3168,3.29855,3.50368,4.63883,-6.42813
630.864,ftci,3168,3.60224,3.54774,4.68508,-6.37557
630.904,ci,3170,3.29855,3.50372,4.63882,-6.42815
630.904,ftci,3170,3.60224,3.54777,4.68508,-6.37562
630.996,ci,3172,3.29855,3.50377,4.63882,-6.42818
630.996,ftci,3172,3.60224,3.54781,4.68508,-6.37567
631.064,ci,3174,3.29855,3.50382,4.63881,-6.4282
631.064,ftci,3174,3.60224,3.54786,4.68507,-6.37572
631.156,ci,3176,3.29855,3.50387,4.6388,-6.42822
631.156,ftci,3176,3.60224,3.54791,4.68507,-6.37577
631.228,ci,3178,3.29855,3.50394,4.63891,-6.42824
631.228,ftci,3178,3.60224,3.54797,4.68522,-6.37578
631.3,ci,3180,3.29855,3.50402,4.63928,-6.42826
631.3,ftci,3180,3.60224,3.54803,4.68592,-6.3758
631.364,ci,3182,3.29855,3.50409,4.63929,-6.42828
631.364,ftci,3182,3.60224,3.5481,4.68593,-6.37583
631.416,ci,3184,3.29855,3.50418,4.63953,-6.4283
631.416,ftci,3184,3.60224,3.54818,4.68595,-6.37586
631.492,ci,3186,3.29855,3.50426,4.63982,-6.42831
631.492,ftci,3186,3.60224,3.54825,4.68602,-6.37589
631.524,ci,3188,3.29855,3.50435,4.64008,-6.42833
631.524,ftci,3188,3.60224,3.54833,4.68607,-6.37593
631.6,ci,3190,3.29855,3.50445,4.64026,-6.42835
631.6,ftci,3190,3.60224,3.54841,4.68617,-6.37597
631.672,ci,3192,3.29855,3.50454,4.64041,-6.42837
631.672,ftci,3192,3.60224,3.5485,4.68635,-6.37601
631.72,ci,3194,3.29855,3.50463,4.64053,-6.42839
631.72,ftci,3194,3.60224,3.54858,4.68648,-6.37606
631.8,ci,3196,3.29855,3.50473,4.64076,-6.42841
631.8,ftci,3196,3.60224,3.54866,4.68651,-6.37611
631.9,ci,3198,3.29855,3.50482,4.64135,-6.42843
631.9,ftci,3198,3.60224,3.54875,4.68664,-6.37616
631.984,ci,3200,3.29855,3.50492,4.64155,-6.42845
631.984,ftci,3200,3.60224,3.54884,4.68691,-6.37621
632.016,ci,3202,3.29855,3.50502,4.64156,-6.42847
632.016,ftci,3202,3.60224,3.54892,4.68727,-6.37626
632.084,ci,3204,3.29855,3.50511,4.64164,-6.42849
632.084,ftci,3204,3.60224,3.54901,4.68732,-6.37632
632.116,ci,3206,3.29855,3.50521,4.64177,-6.42852
632.116,ftci,3206,3.60224,3.5491,4.68746,-6.37637
632.176,ci,3208,3.29855,3.50531,4.64203,-6.42853
632.176,ftci,3208,3.60224,3.54919,4.68767,-6.37642
632.2,ci,3210,3.29855,3.50541,4.64225,-6.42855
632.2,ftci,3210,3.60224,3.54928,4.68781,-6.37647
632.264,ci,3212,3.29855,3.50551,4.64253,-6.42857
632.264,ftci,3212,3.60224,3.54938,4.68816,-6.37652
632.304,ci,3214,3.29855,3.50565,4.64282,-6.42859
632.304,ftci,3214,3.60224,3.54948,4.68881,-6.37656
632.38,ci,3216,3.29855,3.50577,4.64294,-6.42861
632.38,ftci,3216,3.60224,3.54958,4.68937,-6.37662
632.412,ci,3218,3.29855,3.50589,4.64312,-6.42862
632.412,ftci,3218,3.60224,3.54969,4.68971,-6.37666
632.484,ci,3220,3.29855,3.50601,4.64359,-6.42864
632.484,ftci,3220,3.60224,3.5498,4.69013,-6.37671
632.58,ci,3222,3.29855,3.50613,4.64393,-6.42866
632.58,ftci,3222,3.60224,3.54992,4.69028,-6.37677
632.64,ci,3224,3.29855,3.50626,4.6442,-6.42868
632.64,ftci,3224,3.60224,3.55003,4.69051,-6.37682
632.724,ci,3226,3.29855,3.5064,4.64443,-6.42869
632.724,ftci,3226,3.60224,3.55016,4.69068,-6.37686
632.8,ci,3228,3.29855,3.50654,4.64473,-6.42871
632.8,ftci,3228,3.60224,3.55028,4.69089,-6.37691
632.876,ci,3230,3.29855,3.50668,4.64505,-6.42873
632.876,ftci,3230,3.60224,3.55041,4.69154,-6.37696
632.924,ci,3232,3.29855,3.50682,4.64538,-6.42875
632.924,ftci,3232,3.60224,3.55054,4.69206,-6.37701
632.968,ci,3234,3.29855,3.50697,4.6456,-6.42876
632.968,ftci,3234,3.60224,3.55067,4.69216,-6.37706
633,ci,3236,3.29855,3.50712,4.64567,-6.42878
633,ftci,3236,3.60224,3.5508,4.69219,-6.37711
633.04,ci,3238,3.29855,3.50726,4.64594,-6.4288
633.04,ftci,3238,3.60224,3.55093,4.69228,-6.37716
633.076,ci,3240,3.29855,3.50741,4.64668,-6.42881
633.076,ftci,3240,3.60224,3.55106,4.69278,-6.37721
633.108,ci,3242,3.29855,3.50756,4.64685,-6.42883
633.108,ftci,3242,3.60224,3.55119,4.69278,-6.37725
633.14,ci,3244,3.29855,3.50771,4.64718,-6.42885
633.14,ftci,3244,3.60224,3.55132,4.69292,-6.37731
633.172,ci,3246,3.29855,3.50785,4.64744,-6.42887
633.172,ftci,3246,3.60224,3.55145,4.6931,-6.37736
633.204,ci,3248,3.29855,3.508,4.64754,-6.42889
633.204,ftci,3248,3.60224,3.55158,4.69324,-6.3774
633.24,ci,3250,3.29855,3.50815,4.64762,-6.4289
633.24,ftci,3250,3.60224,3.55171,4.69349,-6.37745
633.272,ci,3252,3.29855,3.5083,4.64767,-6.42892
633.272,ftci,3252,3.60224,3.55185,4.69373,-6.3775
633.3,ci,3254,3.29855,3.50845,4.64783,-6.42894
633.3,ftci,3254,3.60224,3.55198,4.69393,-6.37755
633.3,ci,3256,3.29855,3.5086,4.64815,-6.42896
633.3,ftci,3256,3.60224,3.55211,4.69416,-6.37761
633.316,ci,3258,3.29855,3.50875,4.64829,-6.42897
633.316,ftci,3258,3.60224,3.55224,4.69432,-6.37766
633.34,ci,3260,3.29855,3.5089,4.64859,-6.42899
633.34,ftci,3260,3.60224,3.55237,4.69474,-6.3777
633.372,ci,3262,3.29855,3.50905,4.64878,-6.42901
633.372,ftci,3262,3.60224,3.5525,4.69475,-6.37775
633.384,ci,3264,3.29855,3.5092,4.64886,-6.42903
633.384,ftci,3264,3.60224,3.55263,4.69485,-6.3778
633.404,ci,3266,3.29855,3.50935,4.64966,-6.42905
633.404,ftci,3266,3.60224,3.55276,4.69508,-6.37785
633.432,ci,3268,3.29855,3.5095,4.65087,-6.42906
633.432,ftci,3268,3.60224,3.55289,4.69521,-6.3779
633.484,ci,3270,3.29855,3.50965,4.6514,-6.42908
633.484,ftci,3270,3.60224,3.55302,4.69531,-6.37795
633.548,ci,3272,3.29855,3.5098,4.65162,-6.42909
633.548,ftci,3272,3.60224,3.55315,4.69544,-6.37799
633.608,ci,3274,3.29855,3.50995,4.65205,-6.42911
633.608,ftci,3274,3.60224,3.55328,4.69555,-6.37804
633.696,ci,3276,3.29855,3.5101,4.65242,-6.42913
633.696,ftci,3276,3.60224,3.5534,4.69562,-6.37809
633.768,ci,3278,3.29855,3.51024,4.65247,-6.42915
633.768,ftci,3278,3.60224,3.55354,4.69565,-6.37815
633.832,ci,3280,3.29855,3.51039,4.65274,-6.42917
633.832,ftci,3280,3.60224,3.55367,4.6958,-6.3782
633.9,ci,3282,3.29855,3.51054,4.65309,-6.42918
633.9,ftci,3282,3.60224,3.5538,4.69592,-6.37824
633.932,ci,3284,3.29855,3.51069,4.65319,-6.4292
633.932,ftci,3284,3.60224,3.55393,4.69642,-6.37829
633.976,ci,3286,3.29855,3.51084,4.65354,-6.42922
633.976,ftci,3286,3.60224,3.55407,4.69677,-6.37834
634.032,ci,3288,3.29855,3.511,4.6541,-6.42924
634.032,ftci,3288,3.60224,3.55422,4.6969,-6.37839
634.096,ci,3290,3.29855,3.51116,4.65501,-6.42925
634.096,ftci,3290,3.60224,3.55436,4.69743,-6.37843
634.164,ci,3292,3.29855,3.51132,4.65557,-6.42927
634.164,ftci,3292,3.60224,3.55451,4.69793,-6.37847
634.212,ci,3294,3.29855,3.51148,4.65561,-6.42928
634.212,ftci,3294,3.60224,3.55466,4.69804,-6.37852
634.3,ci,3296,3.29855,3.51165,4.65563,-6.4293
634.3,ftci,3296,3.60224,3.5548,4.69809,-6.37858
634.396,ci,3298,3.29855,3.51181,4.65565,-6.42932
634.396,ftci,3298,3.60224,3.55495,4.6982,-6.37863
634.496,ci,3300,3.29855,3.51198,4.65568,-6.42934
634.496,ftci,3300,3.60224,3.55511,4.69839,-6.37868
634.572,ci,3302,3.29855,3.51215,4.65582,-6.42936
634.572,ftci,3302,3.60224,3.55525,4.69861,-6.37873
634.644,ci,3304,3.29855,3.51231,4.65583,-6.42937
634.644,ftci,3304,3.60224,3.55539,4.69882,-6.37877
634.708,ci,3306,3.29855,3.51245,4.65596,-6.42939
634.708,ftci,3306,3.60224,3.55551,4.69905,-6.37882
634.808,ci,3308,3.29855,3.51259,4.65606,-6.42941
634.808,ftci,3308,3.60224,3.55562,4.69903,-6.37887
634.9,ci,3310,3.29855,3.51272,4.6562,-6.42942
634.9,ftci,3310,3.60224,3.55573,4.699,-6.37891
634.972,ci,3312,3.29855,3.51285,4.65642,-6.42943
634.972,ftci,3312,3.60224,3.55583,4.69897,-6.37894
635.048,ci,3314,3.29855,3.51297,4.65639,-6.42945
635.048,ftci,3314,3.60224,3.55593,4.69895,-6.37897
635.116,ci,3316,3.29855,3.51308,4.65636,-6.42947
635.116,ftci,3316,3.60224,3.55602,4.69892,-6.37901
635.2,ci,3318,3.29855,3.51319,4.65633,-6.4295
635.2,ftci,3318,3.60224,3.55611,4.69889,-6.37905
635.3,ci,3320,3.29855,3.51328,4.6563,-6.42951
635.3,ftci,3320,3.60224,3.55621,4.69887,-6.37908
635.384,ci,3322,3.29855,3.51337,4.65627,-6.42953
635.384,ftci,3322,3.60224,3.55629,4.69884,-6.37911
635.456,ci,3324,3.29855,3.51345,4.65625,-6.42955
635.456,ftci,3324,3.60224,3.55638,4.69882,-6.37915
635.544,ci,3326,3.29855,3.51351,4.65624,-6.42957
635.544,ftci,3326,3.60224,3.55646,4.6988,-6.37918
635.616,ci,3328,3.29855,3.51357,4.65622,-6.42958
635.616,ftci,3328,3.60224,3.55653,4.69877,-6.3792
635.704,ci,3330,3.29855,3.51362,4.6562,-6.4296
635.704,ftci,3330,3.60224,3.55658,4.69875,-6.37924
635.804,ci,3332,3.29855,3.51365,4.65618,-6.42961
635.804,ftci,3332,3.60224,3.55664,4.69873,-6.37927
635.9,ci,3334,3.29855,3.51367,4.65616,-6.42963
635.9,ftci,3334,3.60224,3.55668,4.69871,-6.3793
635.98,ci,3336,3.29855,3.51369,4.65614,-6.42965
635.98,ftci,3336,3.60224,3.55672,4.69868,-6.37934
636.048,ci,3338,3.29855,3.51369,4.65612,-6.42967
636.048,ftci,3338,3.60224,3.55675,4.69866,-6.37937
636.108,ci,3340,3.29855,3.51369,4.6561,-6.42969
636.108,ftci,3340,3.60224,3.55678,4.69864,-6.37941
636.204,ci,3342,3.29855,3.51368,4.65609,-6.42971
636.204,ftci,3342,3.60224,3.5568,4.69861,-6.37944
636.3,ci,3344,3.29855,3.51366,4.65608,-6.42973
636.3,ftci,3344,3.60224,3.55682,4.69859,-6.37947
636.4,ci,3346,3.29855,3.51363,4.65607,-6.42975
636.4,ftci,3346,3.60224,3.55683,4.69856,-6.37951
636.472,ci,3348,3.29855,3.51359,4.65606,-6.42977
636.472,ftci,3348,3.60224,3.55683,4.69854,-6.37954
636.516,ci,3350,3.29855,3.51356,4.65605,-6.42978
636.516,ftci,3350,3.60224,3.55683,4.69851,-6.37956
636.6,ci,3352,3.29855,3.51351,4.65604,-6.42979
636.6,ftci,3352,3.60224,3.55682,4.69849,-6.3796
636.672,ci,3354,3.29855,3.51346,4.65603,-6.42981
636.672,ftci,3354,3.60224,3.55681,4.69846,-6.37964
636.748,ci,3356,3.29855,3.51341,4.65603,-6.42983
636.748,ftci,3356,3.60224,3.5568,4.69844,-6.37967
636.84,ci,3358,3.29855,3.51337,4.65602,-6.42984
636.84,ftci,3358,3.60224,3.55679,4.69841,-6.37969
636.936,ci,3360,3.29855,3.51331,4.65601,-6.42986
636.936,ftci,3360,3.60224,3.55679,4.69839,-6.37973
637.036,ci,3362,3.29855,3.51326,4.65599,-6.42988
637.036,ftci,3362,3.60224,3.55677,4.69837,-6.37976
637.12,ci,3364,3.29855,3.51321,4.65598,-6.42989
637.12,ftci,3364,3.60224,3.55676,4.69835,-6.37978
637.172,ci,3366,3.29855,3.51315,4.65596,-6.42991
637.172,ftci,3366,3.60224,3.55675,4.69833,-6.37981
637.264,ci,3368,3.29855,3.5131,4.65594,-6.42993
637.264,ftci,3368,3.60224,3.55673,4.69831,-6.37985
637.34,ci,3370,3.29855,3.51305,4.65593,-6.42994
637.34,ftci,3370,3.60224,3.55672,4.69829,-6.37987
637.388,ci,3372,3.29855,3.513,4.65591,-6.42996
637.388,ftci,3372,3.60224,3.5567,4.69827,-6.37991
637.448,ci,3374,3.29855,3.51295,4.65589,-6.42997
637.448,ftci,3374,3.60224,3.55669,4.69824,-6.37993
637.5,ci,3376,3.29855,3.51289,4.65587,-6.42999
637.5,ftci,3376,3.60224,3.55667,4.69822,-6.37996
637.564,ci,3378,3.29855,3.51284,4.65586,-6.43001
637.564,ftci,3378,3.60224,3.55666,4.6982,-6.38
637.6,ci,3380,3.29855,3.51279,4.65584,-6.43002
637.6,ftci,3380,3.60224,3.55664,4.69818,-6.38003
637.66,ci,3382,3.29855,3.51274,4.65583,-6.43004
637.66,ftci,3382,3.60224,3.55662,4.69817,-6.38006
637.696,ci,3384,3.29855,3.51269,4.65583,-6.43005
637.696,ftci,3384,3.60224,3.5566,4.69816,-6.38008
637.728,ci,3386,3.29855,3.51264,4.65583,-6.43006
637.728,ftci,3386,3.60224,3.55659,4.69815,-6.38011
637.776,ci,3388,3.29855,3.51259,4.65583,-6.43008
637.776,ftci,3388,3.60224,3.55657,4.69814,-6.38014
637.804,ci,3390,3.29855,3.51254,4.65583,-6.43009
637.804,ftci,3390,3.60224,3.55655,4.69813,-6.38016
637.876,ci,3392,3.29855,3.51249,4.65583,-6.4301
637.876,ftci,3392,3.60224,3.55653,4.69812,-6.38019
637.92,ci,3394,3.29855,3.51244,4.65583,-6.43012
637.92,ftci,3394,3.60224,3.5565,4.69811,-6.38022
637.992,ci,3396,3.29855,3.51238,4.65583,-6.43013
637.992,ftci,3396,3.60224,3.55648,4.69809,-6.38025
638.032,ci,3398,3.29855,3.51232,4.65583,-6.43015
638.032,ftci,3398,3.60224,3.55645,4.69808,-6.38028
638.088,ci,3400,3.29855,3.51227,4.65583,-6.43016
638.088,ftci,3400,3.60224,3.55642,4.69807,-6.38031
638.124,ci,3402,3.29855,3.51221,4.65582,-6.43018
638.124,ftci,3402,3.60224,3.55639,4.69807,-6.38034
638.188,ci,3404,3.29855,3.51215,4.6558,-6.4302
638.188,ftci,3404,3.60224,3.55635,4.69806,-6.38037
638.288,ci,3406,3.29855,3.51208,4.65579,-6.43021
638.288,ftci,3406,3.60224,3.55631,4.69806,-6.3804
638.388,ci,3408,3.29855,3.51201,4.65577,-6.43023
638.388,ftci,3408,3.60224,3.55627,4.69805,-6.38043
638.46,ci,3410,3.29855,3.51195,4.65576,-6.43024
638.46,ftci,3410,3.60224,3.55622,4.69805,-6.38046
638.5,ci,3412,3.29855,3.51188,4.65574,-6.43025
638.5,ftci,3412,3.60224,3.55618,4.69804,-6.38048
638.564,ci,3414,3.29855,3.51181,4.65573,-6.43026
638.564,ftci,3414,3.60224,3.55614,4.69804,-6.38051
638.6,ci,3416,3.29855,3.51174,4.65571,-6.43027
638.6,ftci,3416,3.60224,3.55609,4.69804,-6.38054
638.66,ci,3418,3.29855,3.51167,4.65569,-6.43029
638.66,ftci,3418,3.60224,3.55605,4.69803,-6.38057
638.704,ci,3420,3.29855,3.5116,4.65568,-6.43031
638.704,ftci,3420,3.60224,3.556,4.69803,-6.3806
638.78,ci,3422,3.29855,3.51153,4.65567,-6.43032
638.78,ftci,3422,3.60224,3.55595,4.69802,-6.38063
638.808,ci,3424,3.29855,3.51146,4.65567,-6.43034
638.808,ftci,3424,3.60224,3.5559,4.698,-6.38066
638.876,ci,3426,3.29855,3.51139,4.65567,-6.43035
638.876,ftci,3426,3.60224,3.55585,4.69798,-6.38068
638.912,ci,3428,3.29855,3.51132,4.65566,-6.43036
638.912,ftci,3428,3.60224,3.5558,4.69797,-6.38071
638.952,ci,3430,3.29855,3.51124,4.65566,-6.43038
638.952,ftci,3430,3.60224,3.55574,4.69795,-6.38074
638.988,ci,3432,3.29855,3.51116,4.65566,-6.43039
638.988,ftci,3432,3.60224,3.55568,4.69793,-6.38078
639.036,ci,3434,3.29855,3.51108,4.65566,-6.43041
639.036,ftci,3434,3.60224,3.55561,4.69792,-6.3808
639.1,ci,3436,3.29855,3.511,4.65565,-6.43043
639.1,ftci,3436,3.60224,3.55555,4.6979,-6.38083
639.152,ci,3438,3.29855,3.51092,4.65565,-6.43044
639.152,ftci,3438,3.60224,3.55548,4.69788,-6.38087
639.2,ci,3440,3.29855,3.51083,4.65565,-6.43046
639.2,ftci,3440,3.60224,3.55541,4.69787,-6.3809
639.244,ci,3442,3.29855,3.51075,4.65565,-6.43047
639.244,ftci,3442,3.60224,3.55533,4.69781,-6.38093
639.296,ci,3444,3.29855,3.51066,4.65564,-6.43049
639.296,ftci,3444,3.60224,3.55526,4.69772,-6.38095
639.336,ci,3446,3.29855,3.51057,4.65564,-6.4305
639.336,ftci,3446,3.60224,3.55518,4.69762,-6.38098
639.392,ci,3448,3.29855,3.51048,4.65564,-6.43052
639.392,ftci,3448,3.60224,3.55511,4.69753,-6.38102
