seq,t_sec,stamp_sec,stamp_nsec,drone_idx,drone_ns,mode,latched_surveillance,last_done_target_id,num_targets,primary_track_idx,primary_track_id,primary_class_id,drone_x,drone_y,drone_z,drone_yaw,target_x,target_y,target_z,target_logdetP,qstar_valid,qstar_x,qstar_y,qstar_z,dopt_gain,dist,cost,sep_penalty,ring_z,r_xy,z_err,at_circle,term,cond_logdet,cond_dj,cond_stale,dJ_cur,post_logdetP,has_gt,gt_age_s,gt_x,gt_y,gt_z,err_x,err_y,err_z,err_norm
0,528.696,528,696000000,0,/drone1,SURVEILLANCE,0,-1,0,-1,-1,-1,29.865,-6.156,10.031,0.034,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
1,528.696,528,696000000,1,/drone2,SURVEILLANCE,0,-1,0,-1,-1,-1,29.432,2.769,10.063,0.046,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
2,528.696,528,696000000,2,/drone3,SURVEILLANCE,0,-1,0,-1,-1,-1,26.957,10.177,10.038,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
3,528.992,528,992000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.890,-6.158,10.023,0.034,30.448,-2.507,0.000,-4.778,1,30.448,-4.007,10.000,2.859,10.682,-0.722,0.000,10.000,3.693,0.023,0,1,1,1,0,2.863,-7.641,1,0.008,31.808,-3.264,-1.540,-1.360,0.757,1.540,2.190
4,528.992,528,992000000,1,/drone2,TRACKING,0,-1,2,0,0,3,29.463,2.772,10.056,0.046,27.732,5.462,0.000,-4.778,1,28.482,4.163,10.000,2.884,10.552,-0.774,0.000,10.000,3.198,0.056,0,1,1,1,0,2.895,-7.673,1,0.008,31.790,4.730,-1.540,-4.059,0.732,1.540,4.402
5,528.992,528,992000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,26.990,10.183,10.041,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
6,529.376,529,376000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.914,-6.159,10.019,0.034,30.419,-2.516,0.000,-5.633,1,30.419,-4.016,10.000,2.358,10.673,-0.423,0.000,10.000,3.678,0.019,0,1,1,1,0,2.361,-7.994,1,0.032,31.808,-3.264,-1.492,-1.389,0.748,1.492,2.171
7,529.376,529,376000000,1,/drone2,TRACKING,0,-1,2,0,0,3,29.509,2.779,10.054,0.046,27.675,5.495,0.000,-5.633,1,28.425,4.195,10.000,2.375,10.574,-0.460,0.000,10.000,3.277,0.054,0,1,1,1,0,2.384,-8.018,1,0.032,31.790,4.730,-1.489,-4.115,0.765,1.489,4.443
8,529.376,529,376000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.039,10.182,10.047,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
9,529.808,529,808000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.963,-6.170,10.035,0.034,30.770,-2.474,0.000,-5.819,1,30.770,-3.974,10.000,2.252,10.724,-0.307,0.000,10.000,3.783,0.035,0,1,1,1,0,2.257,-8.076,1,0.032,31.809,-3.263,-1.453,-1.039,0.790,1.453,1.952
10,529.808,529,808000000,1,/drone2,TRACKING,0,-1,2,0,0,3,29.557,2.790,10.042,0.046,27.921,4.584,0.000,-2.985,1,28.671,3.285,10.000,4.128,10.331,-2.261,0.000,10.000,2.429,0.042,0,1,1,1,0,4.138,-7.122,1,0.032,31.791,4.730,-1.447,-3.871,-0.146,1.447,4.135
11,529.808,529,808000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.099,10.180,10.042,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
12,530.300,530,300000000,0,/drone1,TRACKING,0,-1,2,1,1,4,30.002,-6.181,10.040,0.034,30.852,-2.467,0.000,-5.997,1,30.852,-3.967,10.000,2.169,10.739,-0.221,0.000,10.000,3.810,0.040,0,1,1,1,0,2.175,-8.172,1,0.020,31.810,-3.263,-1.437,-0.958,0.797,1.437,1.902
13,530.300,530,300000000,1,/drone2,TRACKING,0,-1,2,0,0,3,29.622,2.791,10.032,0.046,27.896,4.699,0.000,-5.708,1,28.646,3.400,10.000,2.380,10.357,-0.508,0.000,10.000,2.573,0.032,0,1,1,1,0,2.385,-8.093,1,0.020,31.793,4.730,-1.428,-3.897,-0.031,1.428,4.150
14,530.300,530,300000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.157,10.177,10.034,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
15,530.776,530,776000000,0,/drone1,TRACKING,0,-1,2,1,1,4,30.011,-6.183,10.029,0.034,30.872,-2.463,0.000,-6.244,1,30.872,-3.963,10.000,2.052,10.731,-0.106,0.000,10.000,3.818,0.029,0,1,1,1,0,2.056,-8.300,1,0.028,31.812,-3.263,-1.451,-0.940,0.800,1.451,1.905
16,530.776,530,776000000,1,/drone2,TRACKING,0,-1,2,0,0,3,29.680,2.788,10.034,0.046,27.908,4.668,0.000,-6.147,1,28.658,3.368,10.000,2.159,10.361,-0.287,0.000,10.000,2.583,0.034,0,1,1,1,0,2.165,-8.311,1,0.028,31.794,4.730,-1.441,-3.887,-0.063,1.441,4.145
17,530.776,530,776000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.207,10.179,10.026,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
18,531.200,531,200000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.995,-6.170,10.016,0.034,30.878,-2.479,0.000,-6.382,1,30.878,-3.979,10.000,1.986,10.711,-0.043,0.000,10.000,3.795,0.016,0,1,1,1,0,1.988,-8.370,1,0.020,31.813,-3.264,-1.488,-0.935,0.785,1.488,1.925
19,531.200,531,200000000,1,/drone2,TRACKING,0,-1,2,0,0,3,29.741,2.789,10.036,0.046,27.898,4.684,0.000,-6.318,1,28.648,3.384,10.000,2.072,10.378,-0.196,0.000,10.000,2.643,0.036,0,1,1,1,0,2.078,-8.395,1,0.020,31.796,4.730,-1.477,-3.898,-0.046,1.477,4.169
20,531.200,531,200000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.268,10.197,10.035,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
21,531.600,531,600000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.986,-6.160,10.015,0.034,30.859,-2.501,0.000,-6.428,1,30.859,-4.001,10.000,1.963,10.698,-0.024,0.000,10.000,3.762,0.015,0,1,1,1,0,1.966,-8.394,1,0.024,31.813,-3.264,-1.540,-0.954,0.764,1.540,1.966
22,531.600,531,600000000,1,/drone2,TRACKING,0,-1,2,0,0,3,29.795,2.792,10.044,0.045,27.889,4.715,0.000,-6.409,1,28.639,3.416,10.000,2.021,10.402,-0.140,0.000,10.000,2.708,0.044,0,1,1,1,0,2.027,-8.436,1,0.024,31.796,4.730,-1.530,-3.908,-0.015,1.530,4.197
23,531.600,531,600000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.312,10.204,10.042,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
24,531.996,531,996000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.973,-6.148,10.017,0.034,30.793,-2.541,0.000,-6.433,1,30.793,-4.041,10.000,1.962,10.678,-0.027,0.000,10.000,3.698,0.017,0,1,1,1,0,1.965,-8.398,1,0.024,31.813,-3.265,-1.604,-1.020,0.724,1.604,2.034
25,531.996,531,996000000,1,/drone2,TRACKING,0,-1,2,0,0,3,29.871,2.792,10.056,0.045,27.851,4.781,0.000,-6.352,1,29.150,4.031,10.000,2.038,10.448,-0.148,0.000,10.000,2.835,0.056,0,1,1,1,0,2.047,-8.398,1,0.024,31.796,4.729,-1.596,-3.945,0.052,1.596,4.256
26,531.996,531,996000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.369,10.209,10.048,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
27,532.400,532,400000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.953,-6.147,10.020,0.034,30.778,-2.578,0.000,-6.462,1,30.778,-4.078,10.000,1.950,10.669,-0.016,0.000,10.000,3.663,0.020,0,1,1,1,0,1.953,-8.415,1,0.032,31.811,-3.266,-1.678,-1.033,0.688,1.678,2.087
28,532.400,532,400000000,1,/drone2,TRACKING,0,-1,2,0,0,3,29.946,2.780,10.054,0.045,27.856,4.731,0.000,-6.450,1,29.155,3.981,10.000,1.990,10.452,-0.099,0.000,10.000,2.859,0.054,0,1,1,1,0,1.998,-8.448,1,0.032,31.795,4.728,-1.672,-3.939,0.002,1.672,4.279
29,532.400,532,400000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.413,10.216,10.043,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
30,532.796,532,796000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.933,-6.162,10.027,0.034,30.770,-2.634,0.000,-6.468,1,30.770,-4.134,10.000,1.947,10.663,-0.015,0.000,10.000,3.626,0.027,0,1,1,1,0,1.951,-8.420,1,0.032,31.809,-3.267,-1.755,-1.039,0.633,1.755,2.136
31,532.796,532,796000000,1,/drone2,TRACKING,0,-1,2,0,0,3,30.022,2.765,10.059,0.044,27.864,4.719,0.000,-6.466,1,29.163,3.969,10.000,1.978,10.472,-0.084,0.000,10.000,2.911,0.059,0,1,1,1,0,1.987,-8.454,1,0.032,31.793,4.728,-1.754,-3.928,-0.008,1.754,4.302
32,532.796,532,796000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.446,10.221,10.030,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
33,533.172,533,172000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.921,-6.171,10.035,0.034,30.789,-2.672,0.000,-6.454,1,30.789,-4.172,10.000,1.954,10.663,-0.021,0.000,10.000,3.605,0.035,0,1,1,1,0,1.959,-8.413,1,0.012,31.805,-3.268,-1.832,-1.017,0.596,1.832,2.178
34,533.172,533,172000000,1,/drone2,TRACKING,0,-1,2,0,0,3,30.094,2.754,10.055,0.045,27.848,4.722,0.000,-6.454,1,29.147,3.972,10.000,1.981,10.489,-0.083,0.000,10.000,2.987,0.055,0,1,1,1,0,1.990,-8.443,1,0.012,31.789,4.727,-1.835,-3.941,-0.005,1.835,4.347
35,533.172,533,172000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.486,10.210,10.032,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
36,533.580,533,580000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.914,-6.172,10.034,0.034,30.792,-2.729,0.000,-6.425,1,30.792,-4.229,10.000,1.971,10.645,-0.042,0.000,10.000,3.553,0.034,0,1,1,1,0,1.976,-8.400,1,0.024,31.801,-3.269,-1.904,-1.009,0.540,1.904,2.221
37,533.580,533,580000000,1,/drone2,TRACKING,0,-1,2,0,0,3,30.162,2.751,10.046,0.046,27.852,4.675,0.000,-6.428,1,29.151,3.925,10.000,1.994,10.486,-0.097,0.000,10.000,3.006,0.046,0,1,1,1,0,2.001,-8.429,1,0.024,31.784,4.726,-1.910,-3.932,-0.051,1.910,4.372
38,533.580,533,580000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.530,10.194,10.035,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
39,534.000,534,0,0,/drone1,TRACKING,0,-1,2,1,1,4,29.913,-6.160,10.032,0.034,30.800,-2.760,0.000,-6.449,1,30.800,-4.260,10.000,1.962,10.629,-0.036,0.000,10.000,3.514,0.032,0,1,1,1,0,1.966,-8.416,1,0.012,31.795,-3.270,-1.971,-0.995,0.509,1.971,2.266
40,534.000,534,0,1,/drone2,TRACKING,0,-1,2,0,0,3,30.233,2.752,10.045,0.047,27.901,4.625,0.000,-6.450,1,29.200,3.875,10.000,1.985,10.481,-0.088,0.000,10.000,2.991,0.045,0,1,1,1,0,1.991,-8.442,1,0.012,31.778,4.725,-1.982,-3.877,-0.100,1.982,4.355
41,534.000,534,0,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.580,10.197,10.045,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
42,534.400,534,400000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.895,-6.148,10.027,0.034,30.817,-2.781,0.000,-6.457,1,30.067,-4.080,10.000,1.960,10.617,-0.036,0.000,10.000,3.491,0.027,0,1,1,1,0,1.964,-8.421,1,0.016,31.789,-3.270,-2.018,-0.972,0.489,2.018,2.293
43,534.400,534,400000000,1,/drone2,TRACKING,0,-1,2,0,0,3,30.299,2.752,10.040,0.048,27.970,4.576,0.000,-6.457,1,29.269,3.826,10.000,1.983,10.467,-0.090,0.000,10.000,2.959,0.040,0,1,1,1,0,1.989,-8.447,1,0.016,31.772,4.724,-2.033,-3.803,-0.148,2.033,4.314
44,534.400,534,400000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.636,10.210,10.045,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
45,534.780,534,780000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.883,-6.146,10.022,0.034,30.814,-2.789,0.000,-6.425,1,30.064,-4.088,10.000,1.976,10.611,-0.054,0.000,10.000,3.484,0.022,0,1,1,1,0,1.979,-8.404,1,0.036,31.783,-3.271,-2.048,-0.970,0.482,2.048,2.317
46,534.780,534,780000000,1,/drone2,TRACKING,0,-1,2,0,0,3,30.358,2.750,10.030,0.049,28.001,4.560,0.000,-6.452,1,29.300,3.810,10.000,1.986,10.461,-0.094,0.000,10.000,2.971,0.030,0,1,1,1,0,1.991,-8.443,1,0.036,31.766,4.723,-2.064,-3.765,-0.164,2.064,4.297
47,534.780,534,780000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.684,10.216,10.042,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
48,535.196,535,196000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.862,-6.152,10.018,0.034,30.809,-2.803,0.000,-6.447,1,30.059,-4.102,10.000,1.966,10.606,-0.045,0.000,10.000,3.481,0.018,0,1,1,1,0,1.969,-8.416,1,0.020,31.777,-3.271,-2.064,-0.967,0.469,2.064,2.327
49,535.196,535,196000000,1,/drone2,TRACKING,0,-1,2,0,0,3,30.405,2.752,10.024,0.049,28.005,4.561,0.000,-6.452,1,29.304,3.811,10.000,1.986,10.464,-0.093,0.000,10.000,3.006,0.024,0,1,1,1,0,1.990,-8.442,1,0.020,31.759,4.723,-2.082,-3.754,-0.161,2.082,4.296
50,535.196,535,196000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.731,10.224,10.048,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
51,535.580,535,580000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.855,-6.159,10.020,0.034,30.816,-2.808,0.000,-6.452,1,30.066,-4.107,10.000,1.963,10.609,-0.041,0.000,10.000,3.486,0.020,0,1,1,1,0,1.966,-8.418,1,0.008,31.771,-3.271,-2.059,-0.955,0.463,2.059,2.317
52,535.580,535,580000000,1,/drone2,TRACKING,0,-1,2,0,0,3,30.449,2.750,10.023,0.050,27.997,4.560,0.000,-6.452,1,29.296,3.810,10.000,1.984,10.476,-0.089,0.000,10.000,3.047,0.023,0,1,1,1,0,1.988,-8.439,1,0.008,31.752,4.723,-2.078,-3.755,-0.162,2.078,4.295
53,535.580,535,580000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.775,10.224,10.058,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
54,535.988,535,988000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.843,-6.174,10.030,0.034,30.817,-2.809,0.000,-6.456,1,30.067,-4.108,10.000,1.959,10.624,-0.034,0.000,10.000,3.503,0.030,0,1,1,1,0,1.964,-8.419,1,0.020,31.765,-3.271,-2.038,-0.948,0.462,2.038,2.295
55,535.988,535,988000000,1,/drone2,TRACKING,0,-1,2,0,0,3,30.474,2.750,10.028,0.050,27.998,4.532,0.000,-6.456,1,29.297,3.782,10.000,1.981,10.482,-0.085,0.000,10.000,3.050,0.028,0,1,1,1,0,1.986,-8.442,1,0.020,31.746,4.723,-2.055,-3.748,-0.191,2.055,4.279
56,535.988,535,988000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.812,10.222,10.054,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
57,536.352,536,352000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.837,-6.183,10.023,0.034,30.820,-2.808,0.000,-6.458,1,30.070,-4.107,10.000,1.958,10.621,-0.034,0.000,10.000,3.515,0.023,0,1,1,1,0,1.962,-8.420,1,0.024,31.760,-3.271,-2.005,-0.940,0.463,2.005,2.262
58,536.352,536,352000000,1,/drone2,TRACKING,0,-1,2,0,0,3,30.491,2.751,10.031,0.051,28.009,4.504,0.000,-6.455,1,29.308,3.754,10.000,1.982,10.481,-0.086,0.000,10.000,3.038,0.031,0,1,1,1,0,1.987,-8.441,1,0.024,31.741,4.723,-2.019,-3.732,-0.219,2.019,4.249
59,536.352,536,352000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.848,10.218,10.043,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
60,536.768,536,768000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.825,-6.180,10.021,0.034,30.823,-2.817,0.000,-6.293,1,30.073,-4.116,10.000,2.038,10.617,-0.114,0.000,10.000,3.508,0.021,0,1,1,1,0,2.041,-8.334,1,0.008,31.755,-3.270,-1.951,-0.932,0.453,1.951,2.209
61,536.768,536,768000000,1,/drone2,TRACKING,0,-1,2,0,0,3,30.505,2.747,10.028,0.051,28.057,4.500,0.000,-6.452,1,29.356,3.750,10.000,1.985,10.470,-0.091,0.000,10.000,3.010,0.028,0,1,1,1,0,1.989,-8.441,1,0.008,31.736,4.723,-1.961,-3.679,-0.223,1.961,4.175
62,536.768,536,768000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.900,10.221,10.036,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
63,537.144,537,144000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.811,-6.174,10.022,0.034,30.807,-2.802,0.000,-6.429,1,30.057,-4.101,10.000,1.973,10.621,-0.049,0.000,10.000,3.516,0.022,0,1,1,1,0,1.976,-8.405,1,0.024,31.752,-3.269,-1.898,-0.945,0.467,1.898,2.171
64,537.144,537,144000000,1,/drone2,TRACKING,0,-1,2,0,0,3,30.505,2.756,10.025,0.050,28.064,4.501,0.000,-6.452,1,29.363,3.751,10.000,1.986,10.464,-0.093,0.000,10.000,3.001,0.025,0,1,1,1,0,1.990,-8.442,1,0.024,31.732,4.724,-1.903,-3.668,-0.223,1.903,4.139
65,537.144,537,144000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.947,10.228,10.033,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
66,537.500,537,500000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.800,-6.168,10.019,0.034,30.801,-2.742,0.000,-6.463,1,30.051,-4.041,10.000,1.954,10.636,-0.027,0.000,10.000,3.570,0.019,0,1,1,1,0,1.957,-8.420,1,0.020,31.749,-3.268,-1.839,-0.948,0.527,1.839,2.135
67,537.500,537,500000000,1,/drone2,TRACKING,0,-1,2,0,0,3,30.554,2.778,10.018,0.050,28.036,4.494,0.000,-6.464,1,29.335,3.744,10.000,1.979,10.471,-0.085,0.000,10.000,3.047,0.018,0,1,1,1,0,1.982,-8.446,1,0.024,31.729,4.724,-1.839,-3.693,-0.230,1.839,4.132
68,537.500,537,500000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,27.996,10.229,10.034,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
69,537.880,537,880000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.794,-6.170,10.024,0.034,30.794,-2.697,0.000,-6.462,1,30.044,-3.996,10.000,1.952,10.655,-0.020,0.000,10.000,3.614,0.024,0,1,1,1,0,1.955,-8.417,1,0.040,31.747,-3.268,-1.779,-0.953,0.571,1.779,2.097
70,537.880,537,880000000,1,/drone2,TRACKING,0,-1,2,0,0,3,30.591,2.784,10.013,0.050,28.062,4.503,0.000,-6.455,1,29.361,3.753,10.000,1.984,10.469,-0.090,0.000,10.000,3.058,0.013,0,1,1,1,0,1.986,-8.441,1,0.040,31.727,4.725,-1.773,-3.664,-0.221,1.773,4.077
71,537.880,537,880000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,28.034,10.227,10.043,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
72,538.264,538,264000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.785,-6.166,10.030,0.034,30.793,-2.682,0.000,-6.448,1,30.043,-3.981,10.000,1.956,10.666,-0.023,0.000,10.000,3.627,0.030,0,1,1,1,0,1.960,-8.409,1,0.028,31.745,-3.267,-1.714,-0.952,0.585,1.714,2.046
73,538.264,538,264000000,1,/drone2,TRACKING,0,-1,2,0,0,3,30.612,2.791,10.016,0.050,28.009,4.485,0.000,-6.457,1,29.308,3.735,10.000,1.980,10.487,-0.083,0.000,10.000,3.105,0.016,0,1,1,1,0,1.983,-8.439,1,0.028,31.725,4.725,-1.702,-3.716,-0.241,1.702,4.095
74,538.264,538,264000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,28.077,10.233,10.049,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
75,538.496,538,496000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.785,-6.164,10.034,0.034,30.809,-2.675,0.000,-6.453,1,30.059,-3.974,10.000,1.953,10.673,-0.018,0.000,10.000,3.636,0.034,0,1,1,1,0,1.958,-8.411,1,0.008,31.745,-3.266,-1.675,-0.936,0.591,1.675,2.007
76,538.496,538,496000000,1,/drone2,TRACKING,0,-1,2,0,0,3,30.618,2.794,10.019,0.050,27.965,4.472,0.000,-6.453,1,29.264,3.722,10.000,1.980,10.499,-0.080,0.000,10.000,3.139,0.019,0,1,1,1,0,1.983,-8.436,1,0.008,31.724,4.726,-1.660,-3.759,-0.254,1.660,4.117
77,538.496,538,496000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,28.096,10.236,10.048,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
78,538.684,538,684000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.777,-6.165,10.039,0.034,30.810,-2.670,0.000,-6.453,1,30.060,-3.969,10.000,1.952,10.680,-0.016,0.000,10.000,3.645,0.039,0,1,1,1,0,1.957,-8.411,1,0.016,31.744,-3.266,-1.648,-0.935,0.596,1.648,1.987
79,538.684,538,684000000,1,/drone2,TRACKING,0,-1,2,0,0,3,30.620,2.794,10.018,0.050,27.960,4.470,0.000,-6.454,1,29.259,3.720,10.000,1.979,10.499,-0.079,0.000,10.000,3.144,0.018,0,1,1,1,0,1.982,-8.436,1,0.016,31.724,4.726,-1.631,-3.763,-0.256,1.631,4.110
80,538.684,538,684000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,28.118,10.235,10.044,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
81,538.900,538,900000000,0,/drone1,TRACKING,0,-1,2,1,1,4,29.772,-6.165,10.044,0.034,30.813,-2.662,0.000,-6.461,1,30.063,-3.961,10.000,1.947,10.688,-0.009,0.000,10.000,3.655,0.044,0,1,1,1,0,1.953,-8.414,1,0.016,31.744,-3.265,-1.619,-0.931,0.604,1.619,1.963
82,538.900,538,900000000,1,/drone2,TRACKING,0,-1,2,0,0,3,30.609,2.792,10.015,0.050,27.986,4.480,0.000,-6.461,1,29.285,3.730,10.000,1.978,10.489,-0.080,0.000,10.000,3.120,0.015,0,1,1,1,0,1.980,-8.441,1,0.016,31.723,4.727,-1.600,-3.737,-0.247,1.600,4.073
83,538.900,538,900000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,28.147,10.235,10.042,0.063,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
