seq,t_sec,stamp_sec,stamp_nsec,drone_idx,drone_ns,mode,latched_surveillance,last_done_target_id,num_targets,primary_track_idx,primary_track_id,primary_class_id,drone_x,drone_y,drone_z,drone_yaw,target_x,target_y,target_z,target_logdetP,qstar_valid,qstar_x,qstar_y,qstar_z,dopt_gain,dist,cost,sep_penalty,ring_z,r_xy,z_err,at_circle,term,cond_logdet,cond_dj,cond_stale,dJ_cur,post_logdetP,has_gt,gt_age_s,gt_x,gt_y,gt_z,err_x,err_y,err_z,err_norm
0,0.456,110,428000000,0,/drone1,SURVEILLANCE,0,-1,0,-1,-1,-1,6.080,-5.939,10.033,0.007,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
1,0.456,110,428000000,1,/drone2,SURVEILLANCE,0,-1,0,-1,-1,-1,7.258,0.005,10.036,0.009,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
2,0.456,110,428000000,2,/drone3,SURVEILLANCE,0,-1,0,-1,-1,-1,4.631,4.542,10.054,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
3,0.828,110,800000000,0,/drone1,SURVEILLANCE,0,-1,0,-1,-1,-1,6.115,-5.970,10.039,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
4,0.828,110,800000000,1,/drone2,SURVEILLANCE,0,-1,0,-1,-1,-1,7.305,0.006,10.036,0.009,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
5,0.828,110,800000000,2,/drone3,SURVEILLANCE,0,-1,0,-1,-1,-1,4.667,4.576,10.053,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
6,1.412,111,384000000,0,/drone1,SURVEILLANCE,0,-1,0,-1,-1,-1,6.161,-6.015,10.028,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
7,1.412,111,384000000,1,/drone2,SURVEILLANCE,0,-1,0,-1,-1,-1,7.374,-0.003,10.032,0.009,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
8,1.412,111,384000000,2,/drone3,SURVEILLANCE,0,-1,0,-1,-1,-1,4.724,4.625,10.057,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
9,2.020,111,992000000,0,/drone1,SURVEILLANCE,0,-1,0,-1,-1,-1,6.207,-6.059,10.014,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
10,2.020,111,992000000,1,/drone2,SURVEILLANCE,0,-1,0,-1,-1,-1,7.440,-0.002,10.035,0.009,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
11,2.020,111,992000000,2,/drone3,SURVEILLANCE,0,-1,0,-1,-1,-1,4.785,4.667,10.043,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
12,2.632,112,604000000,0,/drone1,SURVEILLANCE,0,-1,0,-1,-1,-1,6.265,-6.114,10.008,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
13,2.632,112,604000000,1,/drone2,SURVEILLANCE,0,-1,0,-1,-1,-1,7.512,0.002,10.030,0.009,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
14,2.632,112,604000000,2,/drone3,SURVEILLANCE,0,-1,0,-1,-1,-1,4.836,4.726,10.034,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
15,3.220,113,192000000,0,/drone1,SURVEILLANCE,0,-1,0,-1,-1,-1,6.311,-6.166,10.013,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
16,3.220,113,192000000,1,/drone2,SURVEILLANCE,0,-1,0,-1,-1,-1,7.574,0.001,10.027,0.009,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
17,3.220,113,192000000,2,/drone3,SURVEILLANCE,0,-1,0,-1,-1,-1,4.870,4.778,10.032,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
18,3.800,113,772000000,0,/drone1,SURVEILLANCE,0,-1,0,-1,-1,-1,6.350,-6.207,10.028,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
19,3.800,113,772000000,1,/drone2,SURVEILLANCE,0,-1,0,-1,-1,-1,7.647,-0.003,10.022,0.009,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
20,3.800,113,772000000,2,/drone3,SURVEILLANCE,0,-1,0,-1,-1,-1,4.918,4.832,10.044,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
21,4.400,114,372000000,0,/drone1,SURVEILLANCE,0,-1,0,-1,-1,-1,6.386,-6.259,10.036,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
22,4.400,114,372000000,1,/drone2,SURVEILLANCE,0,-1,0,-1,-1,-1,7.728,-0.009,10.029,0.009,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
23,4.400,114,372000000,2,/drone3,SURVEILLANCE,0,-1,0,-1,-1,-1,4.977,4.874,10.058,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
24,4.988,114,960000000,0,/drone1,SURVEILLANCE,0,-1,0,-1,-1,-1,6.442,-6.315,10.025,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
25,4.988,114,960000000,1,/drone2,SURVEILLANCE,0,-1,0,-1,-1,-1,7.809,-0.003,10.045,0.009,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
26,4.988,114,960000000,2,/drone3,SURVEILLANCE,0,-1,0,-1,-1,-1,5.040,4.918,10.058,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
27,5.592,115,564000000,0,/drone1,SURVEILLANCE,0,-1,0,-1,-1,-1,6.495,-6.377,10.018,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
28,5.592,115,564000000,1,/drone2,SURVEILLANCE,0,-1,0,-1,-1,-1,7.864,-0.002,10.044,0.009,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
29,5.592,115,564000000,2,/drone3,SURVEILLANCE,0,-1,0,-1,-1,-1,5.082,4.971,10.055,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
30,6.172,116,144000000,0,/drone1,SURVEILLANCE,0,-1,0,-1,-1,-1,6.538,-6.427,10.019,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
31,6.172,116,144000000,1,/drone2,SURVEILLANCE,0,-1,0,-1,-1,-1,7.935,-0.002,10.034,0.009,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
32,6.172,116,144000000,2,/drone3,SURVEILLANCE,0,-1,0,-1,-1,-1,5.120,5.022,10.053,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
33,6.728,116,700000000,0,/drone1,SURVEILLANCE,0,-1,0,-1,-1,-1,6.591,-6.456,10.012,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
34,6.728,116,700000000,1,/drone2,SURVEILLANCE,0,-1,0,-1,-1,-1,8.020,-0.003,10.040,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
35,6.728,116,700000000,2,/drone3,SURVEILLANCE,0,-1,0,-1,-1,-1,5.175,5.078,10.063,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
36,7.328,117,300000000,0,/drone1,SURVEILLANCE,0,-1,0,-1,-1,-1,6.651,-6.482,10.012,0.007,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
37,7.328,117,300000000,1,/drone2,SURVEILLANCE,0,-1,0,-1,-1,-1,8.109,-0.001,10.051,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
38,7.328,117,300000000,2,/drone3,SURVEILLANCE,0,-1,0,-1,-1,-1,5.227,5.109,10.050,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
39,7.928,117,900000000,0,/drone1,SURVEILLANCE,0,-1,0,-1,-1,-1,6.703,-6.542,10.017,0.007,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
40,7.928,117,900000000,1,/drone2,SURVEILLANCE,0,-1,0,-1,-1,-1,8.214,0.009,10.047,0.007,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
41,7.928,117,900000000,2,/drone3,SURVEILLANCE,0,-1,0,-1,-1,-1,5.272,5.148,10.056,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
42,8.532,118,504000000,0,/drone1,SURVEILLANCE,0,-1,0,-1,-1,-1,6.743,-6.600,10.025,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
43,8.532,118,504000000,1,/drone2,SURVEILLANCE,0,-1,0,-1,-1,-1,8.304,0.016,10.035,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
44,8.532,118,504000000,2,/drone3,SURVEILLANCE,0,-1,0,-1,-1,-1,5.323,5.199,10.050,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
45,9.072,119,44000000,0,/drone1,SURVEILLANCE,0,-1,0,-1,-1,-1,6.779,-6.642,10.032,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
46,9.072,119,44000000,1,/drone2,SURVEILLANCE,0,-1,0,-1,-1,-1,8.389,0.013,10.039,0.009,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
47,9.072,119,44000000,2,/drone3,SURVEILLANCE,0,-1,0,-1,-1,-1,5.361,5.247,10.042,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
48,9.628,119,600000000,0,/drone1,TRACKING,0,-1,1,0,0,0,6.845,-6.696,10.036,0.008,11.503,-5.618,0.000,-0.871,1,10.003,-5.618,10.000,5.583,11.117,-3.359,0.000,10.000,4.781,0.036,0,1,0,1,0,5.592,-6.463,1,0.008,14.423,-5.045,-1.484,-2.920,-0.573,1.484,3.326
49,9.628,119,600000000,1,/drone2,SURVEILLANCE,0,-1,1,-1,-1,-1,8.487,0.001,10.028,0.010,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
50,9.628,119,600000000,2,/drone3,SURVEILLANCE,0,-1,1,-1,-1,-1,5.396,5.312,10.038,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
51,10.208,120,180000000,0,/drone1,TRACKING,0,-1,1,0,0,0,6.885,-6.736,10.032,0.008,11.518,-5.631,0.000,-1.525,1,10.018,-5.631,10.000,5.051,11.105,-3.030,0.000,10.000,4.763,0.032,0,1,0,1,0,5.058,-6.583,1,0.012,14.422,-5.044,-1.439,-2.904,-0.587,1.439,3.294
52,10.208,120,180000000,1,/drone2,SURVEILLANCE,0,-1,1,-1,-1,-1,8.575,-0.003,10.038,0.010,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
53,10.208,120,180000000,2,/drone3,SURVEILLANCE,0,-1,1,-1,-1,-1,5.444,5.350,10.043,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
54,10.728,120,700000000,0,/drone1,TRACKING,0,-1,1,0,0,0,6.915,-6.777,10.017,0.008,11.564,-5.674,0.000,-2.237,1,10.064,-5.674,10.000,4.493,11.099,-2.473,0.000,10.000,4.778,0.017,0,1,1,1,0,4.497,-6.734,1,0.028,14.423,-5.044,-1.436,-2.858,-0.630,1.436,3.260
55,10.728,120,700000000,1,/drone2,SURVEILLANCE,0,-1,1,-1,-1,-1,8.652,-0.006,10.039,0.011,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
56,10.728,120,700000000,2,/drone3,SURVEILLANCE,0,-1,1,-1,-1,-1,5.496,5.393,10.057,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
57,11.300,121,272000000,0,/drone1,TRACKING,0,-1,1,0,0,0,6.956,-6.819,10.007,0.008,11.637,-5.742,0.000,-3.120,1,10.137,-5.742,10.000,3.844,11.100,-1.824,0.000,10.000,4.803,0.007,0,1,1,1,0,3.845,-6.966,1,0.024,14.422,-5.044,-1.471,-2.785,-0.698,1.471,3.226
58,11.300,121,272000000,1,/drone2,SURVEILLANCE,0,-1,1,-1,-1,-1,8.717,-0.014,10.029,0.011,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
59,11.300,121,272000000,2,/drone3,SURVEILLANCE,0,-1,1,-1,-1,-1,5.543,5.446,10.053,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
60,11.828,121,800000000,0,/drone1,TRACKING,0,-1,1,0,0,0,6.999,-6.867,10.007,0.007,11.717,-5.834,0.000,-4.385,1,10.217,-5.834,10.000,3.002,11.112,-0.979,0.000,10.000,4.830,0.007,0,1,1,1,0,3.003,-7.388,1,0.012,14.421,-5.046,-1.536,-2.704,-0.788,1.536,3.208
61,11.828,121,800000000,1,/drone2,SURVEILLANCE,0,-1,1,-1,-1,-1,8.784,-0.017,10.006,0.011,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
62,11.828,121,800000000,2,/drone3,SURVEILLANCE,0,-1,1,-1,-1,-1,5.580,5.496,10.052,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
63,12.360,122,332000000,0,/drone1,TRACKING,0,-1,1,0,0,0,7.053,-6.898,10.014,0.007,11.831,-5.850,0.000,-5.951,1,10.331,-5.850,10.000,2.122,11.145,-0.093,0.000,10.000,4.892,0.014,0,1,1,1,0,2.124,-8.075,1,0.004,14.418,-5.047,-1.624,-2.587,-0.802,1.624,3.158
64,12.360,122,332000000,1,/drone2,SURVEILLANCE,0,-1,1,-1,-1,-1,8.833,-0.023,10.002,0.011,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
65,12.360,122,332000000,2,/drone3,SURVEILLANCE,0,-1,1,-1,-1,-1,5.612,5.543,10.054,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
66,12.916,122,888000000,0,/drone1,TRACKING,0,-1,1,0,0,0,7.109,-6.940,10.027,0.007,11.922,-5.756,0.000,-6.430,1,10.422,-5.756,10.000,1.886,11.185,0.151,0.000,10.000,4.957,0.027,0,1,1,1,0,1.890,-8.320,1,0.020,14.414,-5.049,-1.722,-2.492,-0.706,1.722,3.110
67,12.916,122,888000000,1,/drone2,SURVEILLANCE,0,-1,1,-1,-1,-1,8.851,-0.027,10.009,0.011,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
68,12.916,122,888000000,2,/drone3,SURVEILLANCE,0,-1,1,-1,-1,-1,5.655,5.587,10.047,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
69,13.428,123,400000000,0,/drone1,TRACKING,0,-1,2,0,0,0,7.155,-6.997,10.025,0.008,11.893,-5.680,0.000,-6.457,1,10.594,-6.430,10.000,1.877,11.167,0.157,0.000,10.000,4.918,0.025,0,1,1,1,0,1.880,-8.337,1,0.028,14.408,-5.052,-1.814,-2.514,-0.629,1.814,3.163
70,13.428,123,400000000,1,/drone2,TRACKING,0,-1,2,1,14,1,8.838,-0.021,10.020,0.011,13.408,3.495,0.000,-2.496,1,12.109,2.745,10.000,4.207,11.561,-1.895,0.000,10.000,5.765,0.020,0,1,1,1,0,4.211,-6.707,1,0.028,14.353,2.934,-1.821,-0.945,0.561,1.821,2.127
71,13.428,123,400000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,5.705,5.622,10.046,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
72,13.956,123,928000000,0,/drone1,TRACKING,0,-1,2,0,0,0,7.203,-7.035,10.021,0.007,11.847,-5.624,0.000,-6.460,1,10.548,-6.374,10.000,1.880,11.135,0.147,0.000,10.000,4.854,0.021,0,1,1,1,0,1.883,-8.343,1,0.016,14.400,-5.054,-1.901,-2.552,-0.571,1.901,3.233
73,13.956,123,928000000,1,/drone2,TRACKING,0,-1,2,1,14,1,8.801,-0.018,10.013,0.011,13.397,3.466,0.000,-3.963,1,12.098,2.716,10.000,3.181,11.556,-1.070,0.000,10.000,5.768,0.013,0,1,1,1,0,3.184,-7.147,1,0.016,14.344,2.932,-1.919,-0.947,0.535,1.919,2.206
74,13.956,123,928000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,5.753,5.658,10.050,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
75,14.536,124,508000000,0,/drone1,TRACKING,0,-1,2,0,0,0,7.253,-7.076,10.018,0.008,11.674,-5.538,0.000,-6.450,1,10.375,-6.288,10.000,1.896,11.058,0.115,0.000,10.000,4.681,0.018,0,1,1,1,0,1.899,-8.348,1,0.020,14.390,-5.055,-1.971,-2.716,-0.483,1.971,3.391
76,14.536,124,508000000,1,/drone2,TRACKING,0,-1,2,1,14,1,8.764,-0.011,10.014,0.011,13.328,3.409,0.000,-4.481,1,12.029,2.659,10.000,2.868,11.524,-0.763,0.000,10.000,5.703,0.014,0,1,1,1,0,2.870,-7.351,1,0.020,14.334,2.930,-1.999,-1.006,0.479,1.999,2.289
77,14.536,124,508000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,5.810,5.706,10.056,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
78,14.832,124,804000000,0,/drone1,TRACKING,0,-1,2,0,0,0,7.278,-7.094,10.023,0.008,11.566,-5.466,0.000,-6.457,1,10.267,-6.216,10.000,1.898,11.022,0.106,0.000,10.000,4.586,0.023,0,1,1,1,0,1.901,-8.358,1,0.028,14.386,-5.056,-1.995,-2.820,-0.410,1.995,3.479
79,14.832,124,804000000,1,/drone2,TRACKING,0,-1,2,1,14,1,8.740,-0.011,10.015,0.011,13.242,3.368,0.000,-5.961,1,11.943,2.618,10.000,2.071,11.488,0.027,0.000,10.000,5.630,0.015,0,1,1,1,0,2.073,-8.033,1,0.028,14.328,2.929,-2.027,-1.086,0.439,2.027,2.341
80,14.832,124,804000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,5.831,5.737,10.056,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
81,15.032,125,4000000,0,/drone1,TRACKING,0,-1,2,0,0,0,7.296,-7.103,10.025,0.007,11.561,-5.459,0.000,-6.461,1,10.262,-6.209,10.000,1.897,11.018,0.107,0.000,10.000,4.571,0.025,0,1,1,1,0,1.900,-8.361,1,0.012,14.382,-5.056,-2.008,-2.821,-0.403,2.008,3.486
82,15.032,125,4000000,1,/drone2,TRACKING,0,-1,2,1,14,1,8.730,-0.012,10.012,0.011,13.188,3.361,0.000,-6.374,1,11.889,2.611,10.000,1.876,11.467,0.218,0.000,10.000,5.590,0.012,0,1,1,1,0,1.877,-8.251,1,0.012,14.324,2.929,-2.042,-1.136,0.433,2.042,2.376
83,15.032,125,4000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,5.845,5.758,10.054,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
84,15.236,125,208000000,0,/drone1,TRACKING,0,-1,2,0,0,0,7.315,-7.120,10.024,0.007,11.572,-5.467,0.000,-6.459,1,10.273,-6.217,10.000,1.898,11.015,0.105,0.000,10.000,4.567,0.024,0,1,1,1,0,1.901,-8.361,1,0.036,14.379,-5.056,-2.015,-2.807,-0.411,2.015,3.480
85,15.236,125,208000000,1,/drone2,TRACKING,0,-1,2,1,14,1,8.724,-0.013,10.012,0.011,13.158,3.365,0.000,-6.410,1,11.859,2.615,10.000,1.858,11.459,0.234,0.000,10.000,5.574,0.012,0,1,1,1,0,1.859,-8.270,1,0.036,14.321,2.929,-2.050,-1.163,0.436,2.050,2.397
86,15.236,125,208000000,2,/drone3,SURVEILLANCE,0,-1,2,-1,-1,-1,5.859,5.778,10.051,0.008,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
87,15.464,125,436000000,0,/drone1,TRACKING,0,-1,2,0,0,0,7.329,-7.137,10.025,0.007,11.561,-5.471,0.000,-6.462,1,10.262,-6.221,10.000,1.898,11.008,0.104,0.000,10.000,4.548,0.025,0,1,1,1,0,1.901,-8.363,1,0.012,14.375,-5.056,-2.020,-2.814,-0.415,2.020,3.489
88,15.464,125,436000000,1,/drone2,TRACKING,0,-1,2,1,14,1,8.717,-0.013,10.013,0.011,13.125,3.353,0.000,-6.423,1,11.826,2.603,10.000,1.853,11.447,0.236,0.000,10.000,5.546,0.013,0,1,1,1,0,1.855,-8.277,1,0.012,14.316,2.928,-2.055,-1.191,0.425,2.055,2.413
