stamp,track_id,class,ns,est_x,est_y,est_z,gt_name,gt_x,gt_y,gt_z,err_x,err_y,err_z,err_norm,aq_range_est,aq_range_gt,aq_range_err
625.384000,0,-1,drone3,4.186591,-4.812247,0.000000,container1,7.310091,-5.272962,-1.804362,-3.123499,0.460716,1.804362,3.636513,8.007505,11.071682,-3.064176
625.452000,1,-1,drone3,15.156352,-14.584923,0.000000,container5,16.820051,-15.272562,-1.890509,-1.663699,0.687639,1.890509,2.610511,22.662954,24.464585,-1.801631
625.452000,0,-1,drone3,4.185968,-4.805156,0.000000,container1,7.309849,-5.273000,-1.797479,-3.123881,0.467844,1.797479,3.634342,8.003053,11.070497,-3.067444
625.484000,1,-1,drone3,15.153626,-14.581917,0.000000,container5,16.819424,-15.272630,-1.878118,-1.665797,0.690713,1.878118,2.603707,22.659153,24.463397,-1.804244
625.484000,0,-1,drone3,4.185750,-4.800989,0.000000,container1,7.309387,-5.273071,-1.783663,-3.123637,0.472082,1.783663,3.627868,8.000723,11.068147,-3.067424
625.552000,1,-1,drone3,15.150751,-14.579703,0.000000,container5,16.818822,-15.272692,-1.865495,-1.668071,0.692988,1.865495,2.596684,22.655685,24.462160,-1.806475
625.552000,0,-1,drone3,4.184530,-4.794253,0.000000,container1,7.308953,-5.273137,-1.769804,-3.124423,0.478883,1.769804,3.622645,7.996047,11.065764,-3.069718
625.616000,1,-1,drone3,15.149339,-14.578015,0.000000,container5,16.818531,-15.272721,-1.859105,-1.669192,0.694706,1.859105,2.593278,22.653681,24.461624,-1.807943
625.616000,0,-1,drone3,4.183414,-4.787890,0.000000,container1,7.308746,-5.273168,-1.762868,-3.125331,0.485277,1.762868,3.620896,7.991672,11.064682,-3.073010
625.684000,1,-1,drone3,15.147017,-14.577036,0.000000,container5,16.817968,-15.272775,-1.846186,-1.670951,0.695740,1.846186,2.585446,22.651369,24.460345,-1.808976
625.684000,0,-1,drone3,4.182775,-4.781589,0.000000,container1,7.308353,-5.273226,-1.749000,-3.125577,0.491637,1.749000,3.615237,7.987668,11.062290,-3.074623
625.716000,1,-1,drone3,15.144620,-14.576232,0.000000,container5,16.817697,-15.272801,-1.839663,-1.673076,0.696569,1.839663,2.582393,22.649162,24.459817,-1.810655
625.716000,0,-1,drone3,4.182733,-4.778433,0.000000,container1,7.308167,-5.273253,-1.742076,-3.125433,0.494820,1.742076,3.612203,7.986006,11.061238,-3.075231
625.780000,1,-1,drone3,15.144628,-14.577297,0.000000,container5,16.817173,-15.272848,-1.826509,-1.672546,0.695551,1.826509,2.572418,22.649947,24.458556,-1.808609
625.780000,0,-1,drone3,4.181897,-4.772616,0.000000,container1,7.307815,-5.273304,-1.728266,-3.125919,0.500687,1.728266,3.606793,7.982120,11.058913,-3.076793
625.812000,1,-1,drone3,15.146072,-14.578656,0.000000,container5,16.816922,-15.272869,-1.819884,-1.670850,0.694213,1.819884,2.566252,22.652081,24.458037,-1.805956
625.812000,0,-1,drone3,4.181449,-4.769007,0.000000,container1,7.307650,-5.273327,-1.721388,-3.126201,0.504320,1.721388,3.604254,7.979868,11.057895,-3.078027
625.880000,1,-1,drone3,15.148072,-14.581650,0.000000,container5,16.816438,-15.272909,-1.806559,-1.668366,0.691259,1.806559,2.554396,22.655680,24.456852,-1.801172
625.880000,0,-1,drone3,4.180580,-4.763277,0.000000,container1,7.307340,-5.273370,-1.707703,-3.126760,0.510093,1.707703,3.599038,7.976064,11.055709,-3.079645
625.948000,1,-1,drone3,15.149898,-14.584923,0.000000,container5,16.816206,-15.272927,-1.799865,-1.666308,0.688004,1.799865,2.547439,22.659269,24.456293,-1.797024
625.948000,0,-1,drone3,4.179872,-4.757928,0.000000,container1,7.307196,-5.273390,-1.700904,-3.127324,0.515462,1.700904,3.597072,7.972554,11.054668,-3.082115
625.980000,1,-1,drone3,15.151534,-14.586328,0.000000,container5,16.815762,-15.272959,-1.786432,-1.664228,0.686631,1.786432,2.536229,22.661578,24.455136,-1.793558
625.980000,0,-1,drone3,4.179729,-4.756010,0.000000,container1,7.306927,-5.273426,-1.687410,-3.127198,0.517416,1.687410,3.590883,7.971514,11.052568,-3.081053
626.044000,1,-1,drone3,15.154118,-14.587734,0.000000,container5,16.815551,-15.272974,-1.779700,-1.661433,0.685239,1.779700,2.529278,22.664620,24.454644,-1.790023
626.044000,0,-1,drone3,4.178506,-4.751894,0.000000,container1,7.306803,-5.273443,-1.680723,-3.128298,0.521549,1.680723,3.589302,7.968337,11.051632,-3.083296
626.112000,1,-1,drone3,15.157888,-14.589395,0.000000,container5,16.815147,-15.272999,-1.766224,-1.657259,0.683604,1.766224,2.516619,22.668741,24.453520,-1.784779
626.112000,0,-1,drone3,4.177480,-4.747222,0.000000,container1,7.306576,-5.273472,-1.667484,-3.129096,0.526250,1.667484,3.584506,7.965007,11.049624,-3.084618
626.176000,1,-1,drone3,15.162834,-14.589821,0.000000,container5,16.814955,-15.273010,-1.759487,-1.652121,0.683189,1.759487,2.508395,22.672987,24.453044,-1.780056
626.176000,0,-1,drone3,4.176342,-4.742488,0.000000,container1,7.306473,-5.273485,-1.660941,-3.130130,0.530997,1.660941,3.583071,7.961550,11.048736,-3.087186
626.208000,1,-1,drone3,15.167004,-14.590357,0.000000,container5,16.814592,-15.273029,-1.746032,-1.647588,0.682672,1.746032,2.495840,22.676702,24.451957,-1.775255
626.208000,0,-1,drone3,4.175523,-4.740604,0.000000,container1,7.306286,-5.273508,-1.648022,-3.130763,0.532905,1.648022,3.577938,7.959969,11.046829,-3.086859
626.276000,0,-1,drone3,4.174464,-4.735479,0.000000,container1,7.306126,-5.273527,-1.635351,-3.131661,0.538049,1.635351,3.573678,7.956301,11.044933,-3.088632
626.276000,1,-1,drone3,15.173441,-14.593021,0.000000,container5,16.814255,-15.273043,-1.732628,-1.640814,0.680022,1.732628,2.481270,22.683470,24.450849,-1.767379
626.344000,0,-1,drone3,4.173968,-4.730083,0.000000,container1,7.306056,-5.273535,-1.629116,-3.132087,0.543452,1.629116,3.572021,7.952998,11.044132,-3.091134
626.344000,1,-1,drone3,15.179646,-14.595105,0.000000,container5,16.814097,-15.273049,-1.725953,-1.634451,0.677943,1.725953,2.471832,22.689737,24.450405,-1.760668
626.376000,0,-1,drone3,4.174308,-4.727689,0.000000,container1,7.305935,-5.273548,-1.616866,-3.131627,0.545859,1.616866,3.566414,7.952082,11.042408,-3.090326
626.376000,1,-1,drone3,15.183953,-14.596732,0.000000,container5,16.813800,-15.273057,-1.712677,-1.629848,0.676325,1.712677,2.459081,22.694246,24.449392,-1.755146
626.440000,1,-1,drone3,15.189802,-14.599642,0.000000,container5,16.813662,-15.273059,-1.706082,-1.623860,0.673418,1.706082,2.449720,22.700711,24.448922,-1.748210
626.440000,0,-1,drone3,4.174297,-4.721977,0.000000,container1,7.305885,-5.273553,-1.610858,-3.131588,0.551577,1.610858,3.564539,7.948948,11.041604,-3.092657
626.476000,0,-1,drone3,4.175173,-4.718147,0.000000,container1,7.305803,-5.273561,-1.599088,-3.130630,0.555414,1.599088,3.558990,7.947715,11.040055,-3.092341
626.476000,1,-1,drone3,15.195181,-14.602154,0.000000,container5,16.813405,-15.273062,-1.692997,-1.618224,0.670908,1.692997,2.436186,22.706655,24.448005,-1.741351
626.572000,1,-1,drone3,15.202665,-14.602877,0.000000,container5,16.813286,-15.273062,-1.686513,-1.610621,0.670185,1.686513,2.426432,22.713000,24.447559,-1.734559
626.572000,0,-1,drone3,4.176685,-4.709431,0.000000,container1,7.305772,-5.273564,-1.593334,-3.129087,0.564132,1.593334,3.556423,7.944146,11.039311,-3.095165
626.604000,1,-1,drone3,15.207352,-14.603839,0.000000,container5,16.813068,-15.273059,-1.673681,-1.605716,0.669220,1.673681,2.413998,22.717376,24.446646,-1.729270
626.604000,0,-1,drone3,4.178697,-4.705718,0.000000,container1,7.305728,-5.273566,-1.582101,-3.127031,0.567848,1.582101,3.550185,7.943868,11.037827,-3.093959
626.672000,1,-1,drone3,15.212947,-14.603857,0.000000,container5,16.812969,-15.273056,-1.667339,-1.600023,0.669199,1.667339,2.405810,22.721857,24.446274,-1.724416
626.672000,0,-1,drone3,4.180524,-4.699928,0.000000,container1,7.305715,-5.273566,-1.576628,-3.125191,0.573638,1.576628,3.547060,7.942267,11.037200,-3.094933
626.740000,1,-1,drone3,15.218824,-14.604738,0.000000,container5,16.812790,-15.273048,-1.654821,-1.593966,0.668310,1.654821,2.392864,22.727102,24.445416,-1.718314
626.740000,0,-1,drone3,4.183216,-4.692071,0.000000,container1,7.305707,-5.273565,-1.565985,-3.122491,0.581494,1.565985,3.541242,7.940223,11.035842,-3.095619
626.804000,0,-1,drone3,4.185175,-4.683697,0.000000,container1,7.305723,-5.273560,-1.555764,-3.120549,0.589863,1.555764,3.536405,7.937288,11.034571,-3.097283
626.804000,1,-1,drone3,15.229027,-14.606288,0.000000,container5,16.812636,-15.273037,-1.642545,-1.583609,0.666749,1.642545,2.377041,22.736120,24.444597,-1.708477
626.836000,0,-1,drone3,4.186648,-4.679063,0.000000,container1,7.305763,-5.273553,-1.545986,-3.119115,0.594490,1.545986,3.531624,7.936053,11.033389,-3.097336
626.836000,1,-1,drone3,15.236007,-14.607197,0.000000,container5,16.812508,-15.273023,-1.630537,-1.576501,0.665826,1.630537,2.363754,22.742233,24.443818,-1.701585
626.904000,0,-1,drone3,4.188046,-4.672814,0.000000,container1,7.305791,-5.273549,-1.541269,-3.117745,0.600735,1.541269,3.529409,7.933805,11.032857,-3.099052
626.904000,1,-1,drone3,15.245676,-14.608286,0.000000,container5,16.812453,-15.273015,-1.624642,-1.566776,0.664729,1.624642,2.352895,22.750501,24.443466,-1.692965
626.936000,0,-1,drone3,4.188836,-4.670961,0.000000,container1,7.305824,-5.273544,-1.536671,-3.116988,0.602583,1.536671,3.527050,7.933564,11.032400,-3.098836
626.936000,1,-1,drone3,15.252535,-14.608607,0.000000,container5,16.812404,-15.273007,-1.618822,-1.559869,0.664400,1.618822,2.344185,22.756148,24.443168,-1.687020
627.000000,0,-1,drone3,4.189226,-4.666321,0.000000,container1,7.305907,-5.273532,-1.527840,-3.116681,0.607211,1.527840,3.523734,7.931432,11.031396,-3.099964
627.000000,1,-1,drone3,15.262050,-14.610037,0.000000,container5,16.812324,-15.272988,-1.607424,-1.550274,0.662950,1.607424,2.329521,22.764554,24.442471,-1.677917
627.068000,0,-1,drone3,4.189121,-4.662391,0.000000,container1,7.305957,-5.273526,-1.523612,-3.116836,0.611135,1.523612,3.522718,7.929240,11.030954,-3.101714
627.068000,1,-1,drone3,15.270854,-14.612451,0.000000,container5,16.812293,-15.272978,-1.601852,-1.541439,0.660526,1.601852,2.319107,22.772988,24.442161,-1.669172
627.100000,0,-1,drone3,4.188434,-4.659801,0.000000,container1,7.306071,-5.273512,-1.515540,-3.117637,0.613711,1.515540,3.520392,7.927405,11.030138,-3.102732
627.100000,1,-1,drone3,15.276014,-14.614257,0.000000,container5,16.812249,-15.272956,-1.590974,-1.536236,0.658698,1.590974,2.307618,22.778294,24.441571,-1.663277
627.168000,0,-1,drone3,4.187929,-4.653473,0.000000,container1,7.306205,-5.273497,-1.507996,-3.118275,0.620025,1.507996,3.518824,7.923541,11.029313,-3.105772
627.168000,1,-1,drone3,15.283021,-14.616937,0.000000,container5,16.812228,-15.272932,-1.580471,-1.529207,0.655995,1.580471,2.294927,22.785502,24.440941,-1.655439
627.232000,0,-1,drone3,4.187450,-4.647780,0.000000,container1,7.306278,-5.273489,-1.504426,-3.118829,0.625709,1.504426,3.518793,7.920100,11.029035,-3.108934
627.232000,1,-1,drone3,15.288940,-14.620260,0.000000,container5,16.812226,-15.272919,-1.575367,-1.523286,0.652660,1.575367,2.286514,22.792310,24.440726,-1.648416
627.300000,0,-1,drone3,4.187052,-4.641933,0.000000,container1,7.306439,-5.273472,-1.497702,-3.119388,0.631539,1.497702,3.517461,7.916686,11.028447,-3.111761
627.300000,1,-1,drone3,15.293804,-14.624349,0.000000,container5,16.812239,-15.272893,-1.565466,-1.518435,0.648544,1.565466,2.275289,22.798822,24.440245,-1.641423
627.364000,0,-1,drone3,4.186734,-4.636828,0.000000,container1,7.306526,-5.273464,-1.494551,-3.119792,0.636635,1.494551,3.517398,7.913665,11.028188,-3.114522
627.364000,1,-1,drone3,15.297170,-14.627901,0.000000,container5,16.812253,-15.272880,-1.560675,-1.515083,0.644978,1.560675,2.268740,22.803754,24.440022,-1.636268
627.400000,0,-1,drone3,4.186463,-4.634709,0.000000,container1,7.306713,-5.273446,-1.488678,-3.120250,0.638737,1.488678,3.515694,7.912389,11.027691,-3.115302
627.400000,1,-1,drone3,15.297663,-14.630049,0.000000,container5,16.812298,-15.272852,-1.551423,-1.514635,0.642803,1.551423,2.261466,22.805609,24.439570,-1.633961
627.464000,0,-1,drone3,4.186357,-4.631467,0.000000,container1,7.306915,-5.273428,-1.483388,-3.120558,0.641961,1.483388,3.514319,7.910624,11.027288,-3.116664
627.464000,1,-1,drone3,15.300703,-14.633417,0.000000,container5,16.812363,-15.272824,-1.542627,-1.511660,0.639407,1.542627,2.252477,22.810208,24.439164,-1.628956
627.528000,0,-1,drone3,4.186415,-4.629124,0.000000,container1,7.307021,-5.273419,-1.480965,-3.120605,0.644295,1.480965,3.513766,7.909496,11.027191,-3.117695
627.528000,1,-1,drone3,15.302884,-14.635075,0.000000,container5,16.812403,-15.272809,-1.538405,-1.509519,0.637735,1.538405,2.247675,22.813059,24.439037,-1.625978
627.596000,0,-1,drone3,4.186736,-4.626338,0.000000,container1,7.307244,-5.273401,-1.476569,-3.120508,0.647063,1.476569,3.512338,7.908339,11.026927,-3.118588
627.596000,1,-1,drone3,15.304580,-14.636564,0.000000,container5,16.812497,-15.272780,-1.530326,-1.507917,0.636217,1.530326,2.240644,22.815427,24.438701,-1.623274
627.664000,0,-1,drone3,4.187376,-4.624486,0.000000,container1,7.307479,-5.273384,-1.472781,-3.120103,0.648898,1.472781,3.510726,7.907965,11.026755,-3.118790
627.664000,1,-1,drone3,15.306892,-14.637510,0.000000,container5,16.812610,-15.272751,-1.522745,-1.505718,0.635241,1.522745,2.233712,22.817929,24.438412,-1.620483
627.696000,0,-1,drone3,4.188044,-4.625219,0.000000,container1,7.307726,-5.273367,-1.469607,-3.119681,0.648148,1.469607,3.508882,7.909052,11.026677,-3.117625
627.696000,1,-1,drone3,15.306934,-14.637365,0.000000,container5,16.812741,-15.272722,-1.515678,-1.505807,0.635357,1.515678,2.228994,22.817981,24.438171,-1.620190
627.760000,0,-1,drone3,4.189059,-4.624781,0.000000,container1,7.307853,-5.273359,-1.468252,-3.118793,0.648578,1.468252,3.507605,7.909775,11.026739,-3.116964
627.760000,1,-1,drone3,15.309377,-14.638911,0.000000,container5,16.812812,-15.272708,-1.512341,-1.503435,0.633797,1.512341,2.224678,22.820963,24.438124,-1.617162
627.828000,0,-1,drone3,4.190233,-4.624202,0.000000,container1,7.308113,-5.273344,-1.466012,-3.117880,0.649142,1.466012,3.505960,7.910552,11.026798,-3.116246
627.828000,1,-1,drone3,15.310638,-14.639495,0.000000,container5,16.812967,-15.272680,-1.506070,-1.502330,0.633186,1.506070,2.219497,22.822418,24.437954,-1.615536
627.892000,0,-1,drone3,4.191499,-4.623440,0.000000,container1,7.308382,-5.273330,-1.464399,-3.116883,0.649890,1.464399,3.504537,7.911344,11.026992,-3.115648
627.892000,1,-1,drone3,15.311008,-14.641381,0.000000,container5,16.813138,-15.272653,-1.500346,-1.502129,0.631272,1.500346,2.214934,22.824043,24.437869,-1.613825
627.960000,0,-1,drone3,4.192925,-4.623080,0.000000,container1,7.308657,-5.273319,-1.463416,-3.115733,0.650239,1.463416,3.503168,7.912452,11.027232,-3.114781
627.960000,1,-1,drone3,15.311982,-14.643896,0.000000,container5,16.813322,-15.272628,-1.495179,-1.501340,0.628732,1.495179,2.210178,22.826495,24.437793,-1.611298
628.024000,0,-1,drone3,4.196153,-4.622930,0.000000,container1,7.308797,-5.273313,-1.463162,-3.112644,0.650384,1.463162,3.500342,7.915176,11.027453,-3.112277
628.024000,1,-1,drone3,15.313669,-14.645964,0.000000,container5,16.813419,-15.272615,-1.492807,-1.499750,0.626652,1.492807,2.206902,22.829219,24.437829,-1.608609
628.092000,0,-1,drone3,4.197925,-4.623351,0.000000,container1,7.309078,-5.273305,-1.463127,-3.111153,0.649953,1.463127,3.498922,7.917007,11.027826,-3.110820
628.092000,1,-1,drone3,15.316421,-14.651669,0.000000,container5,16.813623,-15.272592,-1.488494,-1.497201,0.620923,1.488494,2.200630,22.835066,24.437824,-1.602758
628.124000,0,-1,drone3,4.199271,-4.625490,0.000000,container1,7.309220,-5.273301,-1.463346,-3.109949,0.647811,1.463346,3.497545,7.919437,11.028114,-3.108677
628.124000,1,-1,drone3,15.319006,-14.655391,0.000000,container5,16.813729,-15.272581,-1.486555,-1.494723,0.617190,1.486555,2.196580,22.839531,24.437895,-1.598364
628.192000,0,-1,drone3,4.201193,-4.625601,0.000000,container1,7.309506,-5.273296,-1.464257,-3.108313,0.647696,1.464257,3.496451,7.921221,11.028620,-3.107398
628.192000,1,-1,drone3,15.323215,-14.659711,0.000000,container5,16.813949,-15.272561,-1.483114,-1.490734,0.612850,1.483114,2.190320,22.845634,24.437961,-1.592327
628.256000,0,-1,drone3,4.203138,-4.626669,0.000000,container1,7.309791,-5.273294,-1.465797,-3.106653,0.646626,1.465797,3.495423,7.923557,11.029211,-3.105655
628.256000,1,-1,drone3,15.325527,-14.665016,0.000000,container5,16.814178,-15.272543,-1.480262,-1.488651,0.607528,1.480262,2.185486,22.850891,24.438072,-1.587182
628.320000,0,-1,drone3,4.204983,-4.627181,0.000000,container1,7.309933,-5.273294,-1.466801,-3.104950,0.646113,1.466801,3.494236,7.925503,11.029609,-3.104105
628.320000,1,-1,drone3,15.330869,-14.670244,0.000000,container5,16.814296,-15.272535,-1.479059,-1.483427,0.602292,1.479059,2.179662,22.858448,24.438203,-1.579756
628.388000,0,-1,drone3,4.206737,-4.628069,0.000000,container1,7.310357,-5.273300,-1.470742,-3.103620,0.645231,1.470742,3.494547,7.927626,11.030696,-3.103069
628.388000,1,-1,drone3,15.336482,-14.673759,0.000000,container5,16.814660,-15.272516,-1.476346,-1.478178,0.598758,1.476346,2.173273,22.865174,24.438471,-1.573297
628.456000,0,-1,drone3,4.208259,-4.629076,0.000000,container1,7.310496,-5.273303,-1.472362,-3.102237,0.644227,1.472362,3.493816,7.929538,11.031131,-3.101592
628.456000,1,-1,drone3,15.340166,-14.677711,0.000000,container5,16.814785,-15.272511,-1.475741,-1.474618,0.594801,1.475741,2.169354,22.870604,24.438609,-1.568005
628.520000,0,-1,drone3,4.209308,-4.630415,0.000000,container1,7.310769,-5.273313,-1.476059,-3.101461,0.642898,1.476059,3.494443,7.931331,11.032063,-3.100732
628.520000,1,-1,drone3,15.349627,-14.680544,0.000000,container5,16.815037,-15.272504,-1.474982,-1.465409,0.591961,1.474982,2.161808,22.879888,24.438920,-1.559032
628.588000,0,-1,drone3,4.209992,-4.631510,0.000000,container1,7.311036,-5.273327,-1.480355,-3.101045,0.641817,1.480355,3.495691,7.932643,11.033028,-3.100385
628.588000,1,-1,drone3,15.354399,-14.682171,0.000000,container5,16.815292,-15.272501,-1.474823,-1.460893,0.590330,1.474823,2.158194,22.884738,24.439234,-1.554496
628.620000,0,-1,drone3,4.209917,-4.632363,0.000000,container1,7.311167,-5.273335,-1.482725,-3.101250,0.640972,1.482725,3.496723,7.933146,11.033565,-3.100419
628.620000,1,-1,drone3,15.355567,-14.681635,0.000000,container5,16.815421,-15.272501,-1.474970,-1.459854,0.590866,1.474970,2.157738,22.885387,24.439428,-1.554041
628.684000,0,-1,drone3,4.211335,-4.632732,0.000000,container1,7.311420,-5.273355,-1.487902,-3.100085,0.640623,1.487902,3.497825,7.934717,11.034698,-3.099981
628.684000,1,-1,drone3,15.358801,-14.680409,0.000000,container5,16.815679,-15.272503,-1.475711,-1.456879,0.592094,1.475711,2.156570,22.887290,24.439849,-1.552560
628.784000,0,-1,drone3,4.212412,-4.631863,0.000000,container1,7.311662,-5.273380,-1.493651,-3.099250,0.641517,1.493651,3.499698,7.935276,11.035857,-3.100580
628.784000,1,-1,drone3,15.364992,-14.679907,0.000000,container5,16.815937,-15.272510,-1.477048,-1.450945,0.592603,1.477048,2.153623,22.891904,24.440270,-1.548366
628.816000,0,-1,drone3,4.212472,-4.631827,0.000000,container1,7.311891,-5.273409,-1.499960,-3.099419,0.641582,1.499960,3.502557,7.935454,11.037088,-3.101634
628.816000,1,-1,drone3,15.366887,-14.676259,0.000000,container5,16.816193,-15.272521,-1.478978,-1.449306,0.596262,1.478978,2.154853,22.891206,24.440731,-1.549525
628.884000,0,-1,drone3,4.212934,-4.630850,0.000000,container1,7.312001,-5.273425,-1.503320,-3.099067,0.642576,1.503320,3.503868,7.935448,11.037814,-3.102366
628.884000,1,-1,drone3,15.370170,-14.674698,0.000000,container5,16.816320,-15.272528,-1.480163,-1.446150,0.597831,1.480163,2.153981,22.892904,24.441047,-1.548143
628.948000,0,-1,drone3,4.212636,-4.630171,0.000000,container1,7.312208,-5.273462,-1.510442,-3.099572,0.643291,1.510442,3.507507,7.934927,11.039097,-3.104171
628.948000,1,-1,drone3,15.371471,-14.673753,0.000000,container5,16.816571,-15.272547,-1.482970,-1.445100,0.598794,1.482970,2.155474,22.893411,24.441521,-1.548110
628.984000,0,-1,drone3,4.211793,-4.629968,0.000000,container1,7.312306,-5.273482,-1.514199,-3.100512,0.643514,1.514199,3.509998,7.934325,11.039937,-3.105613
628.984000,1,-1,drone3,15.373263,-14.672467,0.000000,container5,16.816695,-15.272558,-1.484591,-1.443432,0.600091,1.484591,2.155833,22.894182,24.441918,-1.547736
629.048000,0,-1,drone3,4.210983,-4.629713,0.000000,container1,7.312487,-5.273526,-1.522098,-3.101505,0.643813,1.522098,3.514343,7.933617,11.041322,-3.107704
629.048000,1,-1,drone3,15.375513,-14.670404,0.000000,container5,16.816937,-15.272584,-1.488260,-1.441424,0.602179,1.488260,2.157601,22.894725,24.442448,-1.547723
629.112000,0,-1,drone3,4.209222,-4.630748,0.000000,container1,7.312650,-5.273575,-1.530494,-3.103428,0.642827,1.530494,3.519503,7.932950,11.042890,-3.109940
629.112000,1,-1,drone3,15.377784,-14.668739,0.000000,container5,16.817171,-15.272615,-1.492492,-1.439387,0.603876,1.492492,2.159638,22.895640,24.443116,-1.547476
629.180000,0,-1,drone3,4.207629,-4.632700,0.000000,container1,7.312724,-5.273601,-1.534872,-3.105095,0.640901,1.534872,3.522527,7.932881,11.043763,-3.110882
629.180000,1,-1,drone3,15.379459,-14.667859,0.000000,container5,16.817285,-15.272632,-1.494817,-1.437826,0.604773,1.494817,2.160456,22.896543,24.443518,-1.546975
629.248000,0,-1,drone3,4.205677,-4.635546,0.000000,container1,7.312855,-5.273658,-1.543977,-3.107178,0.638112,1.543977,3.527833,7.933016,11.045367,-3.112351
629.248000,1,-1,drone3,15.379970,-14.669347,0.000000,container5,16.817505,-15.272671,-1.499875,-1.437535,0.603324,1.499875,2.163361,22.898039,24.444190,-1.546151
629.280000,0,-1,drone3,4.203949,-4.638775,0.000000,container1,7.312964,-5.273721,-1.553531,-3.109015,0.634945,1.553531,3.533071,7.933555,11.047029,-3.113474
629.280000,1,-1,drone3,15.378356,-14.669992,0.000000,container5,16.817714,-15.272716,-1.505469,-1.439358,0.602724,1.505469,2.168286,22.897359,24.444894,-1.547535
629.380000,0,-1,drone3,4.202116,-4.642208,0.000000,container1,7.313049,-5.273788,-1.563513,-3.110933,0.631581,1.563513,3.538555,7.934127,11.048746,-3.114619
629.380000,1,-1,drone3,15.380725,-14.672667,0.000000,container5,16.817910,-15.272766,-1.511586,-1.437185,0.600100,1.511586,2.170371,22.901056,24.445631,-1.544575
629.412000,0,-1,drone3,4.200676,-4.645129,0.000000,container1,7.313082,-5.273824,-1.568658,-3.112406,0.628695,1.568658,3.541612,7.934748,11.049730,-3.114982
629.412000,1,-1,drone3,15.378403,-14.674664,0.000000,container5,16.818003,-15.272794,-1.514836,-1.439600,0.598130,1.514836,2.173692,22.900689,24.446101,-1.545412
629.476000,0,-1,drone3,4.199420,-4.648922,0.000000,container1,7.313128,-5.273900,-1.579241,-3.113708,0.624979,1.579241,3.546798,7.936014,11.051529,-3.115514
629.476000,1,-1,drone3,15.377487,-14.677602,0.000000,container5,16.818177,-15.272853,-1.521711,-1.440690,0.595251,1.521711,2.178420,22.902012,24.446885,-1.544873
629.544000,0,-1,drone3,4.198419,-4.653047,0.000000,container1,7.313148,-5.273982,-1.590196,-3.114728,0.620935,1.590196,3.551875,7.937685,11.053375,-3.115690
629.544000,1,-1,drone3,15.376078,-14.679937,0.000000,container5,16.818334,-15.272918,-1.529072,-1.442257,0.592981,1.529072,2.183985,22.902578,24.447697,-1.545120
629.608000,0,-1,drone3,4.197716,-4.657497,0.000000,container1,7.313139,-5.274068,-1.601499,-3.115423,0.616572,1.601499,3.556800,7.939861,11.055342,-3.115481
629.608000,1,-1,drone3,15.373823,-14.680001,0.000000,container5,16.818474,-15.272989,-1.536902,-1.444650,0.592988,1.536902,2.191054,22.901126,24.448603,-1.547477
629.676000,0,-1,drone3,4.197256,-4.662367,0.000000,container1,7.313124,-5.274114,-1.607274,-3.115868,0.611747,1.607274,3.558960,7.942413,11.056423,-3.114010
629.676000,1,-1,drone3,15.371286,-14.677964,0.000000,container5,16.818536,-15.273026,-1.540987,-1.447251,0.595062,1.540987,2.196195,22.898070,24.449134,-1.551064
629.740000,0,-1,drone3,4.197045,-4.667367,0.000000,container1,7.313071,-5.274208,-1.619054,-3.116026,0.606842,1.619054,3.563595,7.945251,11.058379,-3.113128
629.740000,1,-1,drone3,15.368513,-14.674699,0.000000,container5,16.818647,-15.273106,-1.549488,-1.450134,0.598407,1.549488,2.204970,22.894062,24.450014,-1.555952
629.808000,0,-1,drone3,4.196962,-4.672694,0.000000,container1,7.312987,-5.274308,-1.631121,-3.116025,0.601614,1.631121,3.568208,7.948464,11.060455,-3.111991
629.808000,1,-1,drone3,15.365803,-14.672740,0.000000,container5,16.818736,-15.273191,-1.558412,-1.452933,0.600452,1.558412,2.213641,22.891004,24.450989,-1.559985
629.872000,0,-1,drone3,4.197044,-4.677728,0.000000,container1,7.312872,-5.274413,-1.643449,-3.115828,0.596686,1.643449,3.572862,7.951502,11.062396,-3.110894
629.872000,1,-1,drone3,15.362463,-14.671959,0.000000,container5,16.818803,-15.273283,-1.567741,-1.456340,0.601324,1.567741,2.222685,22.888063,24.451840,-1.563777
629.940000,0,-1,drone3,4.197933,-4.683513,0.000000,container1,7.312725,-5.274524,-1.656010,-3.114791,0.591011,1.656010,3.576813,7.955796,11.064537,-3.108741
629.940000,1,-1,drone3,15.358664,-14.671344,0.000000,container5,16.818847,-15.273380,-1.577453,-1.460183,0.602036,1.577453,2.232250,22.885021,24.452858,-1.567836
630.004000,1,-1,drone3,15.354161,-14.669780,0.000000,container5,16.818866,-15.273482,-1.587528,-1.464704,0.603702,1.587528,2.242780,22.880769,24.453818,-1.573050
630.004000,0,-1,drone3,4.200227,-4.689719,0.000000,container1,7.312545,-5.274638,-1.668779,-3.112318,0.584919,1.668779,3.579592,7.961418,11.066616,-3.105199
630.072000,1,-1,drone3,15.349377,-14.666970,0.000000,container5,16.818866,-15.273536,-1.592694,-1.469489,0.606566,1.592694,2.250332,22.875516,24.454423,-1.578907
630.072000,0,-1,drone3,4.202896,-4.695966,0.000000,container1,7.312442,-5.274698,-1.675233,-3.109546,0.578732,1.675233,3.579191,7.967381,11.067801,-3.100420
