stamp_ns,node_ns,src_drone_ns,fused_id,class_id,class_name,frame,x,y,z,cov00,cov01,cov02,cov10,cov11,cov12,cov20,cov21,cov22
259864000000,/,drone1,29,0,"container1",world,10.6019,-4.91965,0,0.0882201,0,0,0,0.0882201,0,0,0,0.203161
259864000000,/,drone2,30,0,"container1",world,10.8411,-4.83919,0,0.0888232,0,0,0,0.0888232,0,0,0,0.206532
259864000000,/,drone2,31,1,"container2",world,12.5079,3.05582,0,0.0892303,0,0,0,0.0892303,0,0,0,0.209317
259932000000,/,drone2,26,2,"container3",world,10.4004,9.4942,0,0.0918376,0,0,0,0.0918376,0,0,0,0.211654
259932000000,/,drone2,28,1,"container2",world,11.5212,1.55524,0,0.0982945,0,0,0,0.0982945,0,0,0,0.234845
259932000000,/,drone1,29,0,"container1",world,10.6044,-4.91743,0,0.0880661,0,0,0,0.0880661,0,0,0,0.202895
259932000000,/,drone2,30,0,"container1",world,10.8418,-4.84059,0,0.0884763,0,0,0,0.0884763,0,0,0,0.205501
259932000000,/,drone2,31,1,"container2",world,12.5037,3.05512,0,0.0887945,0,0,0,0.0887945,0,0,0,0.207839
260000000000,/,drone2,26,2,"container3",world,10.4143,9.49037,0,0.0911126,0,0,0,0.0911126,0,0,0,0.210414
260000000000,/,drone2,28,1,"container2",world,11.4585,1.46558,0,0.0954037,0,0,0,0.0954037,0,0,0,0.225174
260000000000,/,drone1,29,0,"container1",world,10.608,-4.91571,0,0.0880955,0,0,0,0.0880955,0,0,0,0.202954
260000000000,/,drone2,30,0,"container1",world,10.8425,-4.8414,0,0.0884888,0,0,0,0.0884888,0,0,0,0.205158
260000000000,/,drone2,31,1,"container2",world,12.4989,3.0547,0,0.0887065,0,0,0,0.0887065,0,0,0,0.207008
260064000000,/,drone2,26,2,"container3",world,10.4147,9.49112,0,0.0906995,0,0,0,0.0906995,0,0,0,0.209711
260064000000,/,drone2,28,1,"container2",world,11.4234,1.41533,0,0.0937836,0,0,0,0.0937836,0,0,0,0.219855
260064000000,/,drone1,29,0,"container1",world,10.6117,-4.91429,0,0.0878824,0,0,0,0.0878824,0,0,0,0.202577
260064000000,/,drone2,30,0,"container1",world,10.8457,-4.84149,0,0.0882177,0,0,0,0.0882177,0,0,0,0.204368
260064000000,/,drone2,31,1,"container2",world,12.4944,3.05493,0,0.0883559,0,0,0,0.0883559,0,0,0,0.20578
260100000000,/,drone2,26,2,"container3",world,10.4107,9.4929,0,0.090725,0,0,0,0.090725,0,0,0,0.209738
260100000000,/,drone2,28,1,"container2",world,11.4047,1.38856,0,0.0929204,0,0,0,0.0929204,0,0,0,0.217051
260100000000,/,drone1,29,0,"container1",world,10.6152,-4.91305,0,0.0880347,0,0,0,0.0880347,0,0,0,0.202837
260100000000,/,drone2,30,0,"container1",world,10.8502,-4.84083,0,0.0882135,0,0,0,0.0882135,0,0,0,0.204023
260100000000,/,drone2,31,1,"container2",world,12.4884,3.05546,0,0.0882919,0,0,0,0.0882919,0,0,0,0.205003
260168000000,/,drone2,26,2,"container3",world,10.4097,9.49335,0,0.0907314,0,0,0,0.0907314,0,0,0,0.209745
260168000000,/,drone2,28,1,"container2",world,11.395,1.37471,0,0.092474,0,0,0,0.092474,0,0,0,0.215609
260168000000,/,drone1,29,0,"container1",world,10.6178,-4.91222,0,0.087989,0,0,0,0.087989,0,0,0,0.202752
260168000000,/,drone2,30,0,"container1",world,10.8525,-4.8405,0,0.0882113,0,0,0,0.0882113,0,0,0,0.20385
260168000000,/,drone2,31,1,"container2",world,12.4854,3.05572,0,0.0882598,0,0,0,0.0882598,0,0,0,0.204613
260208000000,/,drone2,26,2,"container3",world,10.4338,9.49364,0,0.089435,0,0,0,0.089435,0,0,0,0.206953
260208000000,/,drone2,28,1,"container2",world,11.396,1.37838,0,0.0917522,0,0,0,0.0917522,0,0,0,0.211754
260208000000,/,drone1,29,0,"container1",world,10.6207,-4.91131,0,0.0882042,0,0,0,0.0882042,0,0,0,0.203131
