stamp_ns,node_ns,raw_total_cum,pruned_total_cum,active_tracks,raw_classes_cum,pruned_classes_cum,raw_total_cum_drone1,pruned_total_cum_drone1,raw_classes_cum_drone1,pruned_classes_cum_drone1,raw_total_cum_drone2,pruned_total_cum_drone2,raw_classes_cum_drone2,pruned_classes_cum_drone2,raw_total_cum_drone3,pruned_total_cum_drone3,raw_classes_cum_drone3,pruned_classes_cum_drone3
183260000000,/,3715,26,3,"0:container1=1803;1:container2=1450;2:container3=462","0:container1=10;1:container2=15;2:container3=1",747,10,"0:container1=747","0:container1=10",2093,25,"0:container1=1056;1:container2=1037","0:container1=10;1:container2=15",875,3,"1:container2=413;2:container3=462","1:container2=2;2:container3=1"
183664000000,/,3740,26,3,"0:container1=1813;1:container2=1460;2:container3=467","0:container1=10;1:container2=15;2:container3=1",752,10,"0:container1=752","0:container1=10",2103,25,"0:container1=1061;1:container2=1042","0:container1=10;1:container2=15",885,3,"1:container2=418;2:container3=467","1:container2=2;2:container3=1"
184060000000,/,3765,26,3,"0:container1=1823;1:container2=1470;2:container3=472","0:container1=10;1:container2=15;2:container3=1",757,10,"0:container1=757","0:container1=10",2113,25,"0:container1=1066;1:container2=1047","0:container1=10;1:container2=15",895,3,"1:container2=423;2:container3=472","1:container2=2;2:container3=1"
184472000000,/,3790,26,3,"0:container1=1833;1:container2=1480;2:container3=477","0:container1=10;1:container2=15;2:container3=1",762,10,"0:container1=762","0:container1=10",2123,25,"0:container1=1071;1:container2=1052","0:container1=10;1:container2=15",905,3,"1:container2=428;2:container3=477","1:container2=2;2:container3=1"
184884000000,/,3815,26,3,"0:container1=1843;1:container2=1490;2:container3=482","0:container1=10;1:container2=15;2:container3=1",767,10,"0:container1=767","0:container1=10",2133,25,"0:container1=1076;1:container2=1057","0:container1=10;1:container2=15",915,3,"1:container2=433;2:container3=482","1:container2=2;2:container3=1"
185300000000,/,3840,26,3,"0:container1=1853;1:container2=1500;2:container3=487","0:container1=10;1:container2=15;2:container3=1",772,10,"0:container1=772","0:container1=10",2143,25,"0:container1=1081;1:container2=1062","0:container1=10;1:container2=15",925,3,"1:container2=438;2:container3=487","1:container2=2;2:container3=1"
185692000000,/,3865,26,3,"0:container1=1863;1:container2=1510;2:container3=492","0:container1=10;1:container2=15;2:container3=1",777,10,"0:container1=777","0:container1=10",2153,25,"0:container1=1086;1:container2=1067","0:container1=10;1:container2=15",935,3,"1:container2=443;2:container3=492","1:container2=2;2:container3=1"
185960000000,/,3890,26,3,"0:container1=1873;1:container2=1520;2:container3=497","0:container1=10;1:container2=15;2:container3=1",782,10,"0:container1=782","0:container1=10",2163,25,"0:container1=1091;1:container2=1072","0:container1=10;1:container2=15",945,3,"1:container2=448;2:container3=497","1:container2=2;2:container3=1"
186188000000,/,3915,26,3,"0:container1=1883;1:container2=1530;2:container3=502","0:container1=10;1:container2=15;2:container3=1",787,10,"0:container1=787","0:container1=10",2173,25,"0:container1=1096;1:container2=1077","0:container1=10;1:container2=15",955,3,"1:container2=453;2:container3=502","1:container2=2;2:container3=1"
186400000000,/,3940,26,3,"0:container1=1893;1:container2=1540;2:container3=507","0:container1=10;1:container2=15;2:container3=1",792,10,"0:container1=792","0:container1=10",2183,25,"0:container1=1101;1:container2=1082","0:container1=10;1:container2=15",965,3,"1:container2=458;2:container3=507","1:container2=2;2:container3=1"
186632000000,/,3965,26,3,"0:container1=1903;1:container2=1550;2:container3=512","0:container1=10;1:container2=15;2:container3=1",797,10,"0:container1=797","0:container1=10",2193,25,"0:container1=1106;1:container2=1087","0:container1=10;1:container2=15",975,3,"1:container2=463;2:container3=512","1:container2=2;2:container3=1"
186876000000,/,3990,26,3,"0:container1=1913;1:container2=1560;2:container3=517","0:container1=10;1:container2=15;2:container3=1",802,10,"0:container1=802","0:container1=10",2203,25,"0:container1=1111;1:container2=1092","0:container1=10;1:container2=15",985,3,"1:container2=468;2:container3=517","1:container2=2;2:container3=1"
187100000000,/,4015,26,3,"0:container1=1923;1:container2=1570;2:container3=522","0:container1=10;1:container2=15;2:container3=1",807,10,"0:container1=807","0:container1=10",2213,25,"0:container1=1116;1:container2=1097","0:container1=10;1:container2=15",995,3,"1:container2=473;2:container3=522","1:container2=2;2:container3=1"
187344000000,/,4040,26,3,"0:container1=1933;1:container2=1580;2:container3=527","0:container1=10;1:container2=15;2:container3=1",812,10,"0:container1=812","0:container1=10",2223,25,"0:container1=1121;1:container2=1102","0:container1=10;1:container2=15",1005,3,"1:container2=478;2:container3=527","1:container2=2;2:container3=1"
187700000000,/,4065,27,3,"0:container1=1943;1:container2=1590;2:container3=532","0:container1=11;1:container2=15;2:container3=1",817,11,"0:container1=817","0:container1=11",2233,26,"0:container1=1126;1:container2=1107","0:container1=11;1:container2=15",1015,3,"1:container2=483;2:container3=532","1:container2=2;2:container3=1"
188100000000,/,4090,27,3,"0:container1=1953;1:container2=1600;2:container3=537","0:container1=11;1:container2=15;2:container3=1",822,11,"0:container1=822","0:container1=11",2243,26,"0:container1=1131;1:container2=1112","0:container1=11;1:container2=15",1025,3,"1:container2=488;2:container3=537","1:container2=2;2:container3=1"
188524000000,/,4115,27,3,"0:container1=1963;1:container2=1610;2:container3=542","0:container1=11;1:container2=15;2:container3=1",827,11,"0:container1=827","0:container1=11",2253,26,"0:container1=1136;1:container2=1117","0:container1=11;1:container2=15",1035,3,"1:container2=493;2:container3=542","1:container2=2;2:container3=1"
188900000000,/,4140,27,3,"0:container1=1973;1:container2=1620;2:container3=547","0:container1=11;1:container2=15;2:container3=1",832,11,"0:container1=832","0:container1=11",2263,26,"0:container1=1141;1:container2=1122","0:container1=11;1:container2=15",1045,3,"1:container2=498;2:container3=547","1:container2=2;2:container3=1"
189300000000,/,4165,27,3,"0:container1=1983;1:container2=1630;2:container3=552","0:container1=11;1:container2=15;2:container3=1",837,11,"0:container1=837","0:container1=11",2273,26,"0:container1=1146;1:container2=1127","0:container1=11;1:container2=15",1055,3,"1:container2=503;2:container3=552","1:container2=2;2:container3=1"
189700000000,/,4190,27,3,"0:container1=1993;1:container2=1640;2:container3=557","0:container1=11;1:container2=15;2:container3=1",842,11,"0:container1=842","0:container1=11",2283,26,"0:container1=1151;1:container2=1132","0:container1=11;1:container2=15",1065,3,"1:container2=508;2:container3=557","1:container2=2;2:container3=1"
190008000000,/,4215,27,3,"0:container1=2003;1:container2=1650;2:container3=562","0:container1=11;1:container2=15;2:container3=1",847,11,"0:container1=847","0:container1=11",2293,26,"0:container1=1156;1:container2=1137","0:container1=11;1:container2=15",1075,3,"1:container2=513;2:container3=562","1:container2=2;2:container3=1"
190264000000,/,4240,27,3,"0:container1=2013;1:container2=1660;2:container3=567","0:container1=11;1:container2=15;2:container3=1",852,11,"0:container1=852","0:container1=11",2303,26,"0:container1=1161;1:container2=1142","0:container1=11;1:container2=15",1085,3,"1:container2=518;2:container3=567","1:container2=2;2:container3=1"
190480000000,/,4265,27,3,"0:container1=2023;1:container2=1670;2:container3=572","0:container1=11;1:container2=15;2:container3=1",857,11,"0:container1=857","0:container1=11",2313,26,"0:container1=1166;1:container2=1147","0:container1=11;1:container2=15",1095,3,"1:container2=523;2:container3=572","1:container2=2;2:container3=1"
190700000000,/,4290,27,3,"0:container1=2033;1:container2=1680;2:container3=577","0:container1=11;1:container2=15;2:container3=1",862,11,"0:container1=862","0:container1=11",2323,26,"0:container1=1171;1:container2=1152","0:container1=11;1:container2=15",1105,3,"1:container2=528;2:container3=577","1:container2=2;2:container3=1"
191080000000,/,4315,27,3,"0:container1=2043;1:container2=1690;2:container3=582","0:container1=11;1:container2=15;2:container3=1",867,11,"0:container1=867","0:container1=11",2333,26,"0:container1=1176;1:container2=1157","0:container1=11;1:container2=15",1115,3,"1:container2=533;2:container3=582","1:container2=2;2:container3=1"
191464000000,/,4340,27,3,"0:container1=2053;1:container2=1700;2:container3=587","0:container1=11;1:container2=15;2:container3=1",872,11,"0:container1=872","0:container1=11",2343,26,"0:container1=1181;1:container2=1162","0:container1=11;1:container2=15",1125,3,"1:container2=538;2:container3=587","1:container2=2;2:container3=1"
191860000000,/,4365,27,3,"0:container1=2063;1:container2=1710;2:container3=592","0:container1=11;1:container2=15;2:container3=1",877,11,"0:container1=877","0:container1=11",2353,26,"0:container1=1186;1:container2=1167","0:container1=11;1:container2=15",1135,3,"1:container2=543;2:container3=592","1:container2=2;2:container3=1"
192256000000,/,4390,27,3,"0:container1=2073;1:container2=1720;2:container3=597","0:container1=11;1:container2=15;2:container3=1",882,11,"0:container1=882","0:container1=11",2363,26,"0:container1=1191;1:container2=1172","0:container1=11;1:container2=15",1145,3,"1:container2=548;2:container3=597","1:container2=2;2:container3=1"
192656000000,/,4415,27,3,"0:container1=2083;1:container2=1730;2:container3=602","0:container1=11;1:container2=15;2:container3=1",887,11,"0:container1=887","0:container1=11",2373,26,"0:container1=1196;1:container2=1177","0:container1=11;1:container2=15",1155,3,"1:container2=553;2:container3=602","1:container2=2;2:container3=1"
192972000000,/,4440,27,3,"0:container1=2093;1:container2=1740;2:container3=607","0:container1=11;1:container2=15;2:container3=1",892,11,"0:container1=892","0:container1=11",2383,26,"0:container1=1201;1:container2=1182","0:container1=11;1:container2=15",1165,3,"1:container2=558;2:container3=607","1:container2=2;2:container3=1"
193200000000,/,4465,27,3,"0:container1=2103;1:container2=1750;2:container3=612","0:container1=11;1:container2=15;2:container3=1",897,11,"0:container1=897","0:container1=11",2393,26,"0:container1=1206;1:container2=1187","0:container1=11;1:container2=15",1175,3,"1:container2=563;2:container3=612","1:container2=2;2:container3=1"
193424000000,/,4490,27,3,"0:container1=2113;1:container2=1760;2:container3=617","0:container1=11;1:container2=15;2:container3=1",902,11,"0:container1=902","0:container1=11",2403,26,"0:container1=1211;1:container2=1192","0:container1=11;1:container2=15",1185,3,"1:container2=568;2:container3=617","1:container2=2;2:container3=1"
193656000000,/,4515,27,3,"0:container1=2123;1:container2=1770;2:container3=622","0:container1=11;1:container2=15;2:container3=1",907,11,"0:container1=907","0:container1=11",2413,26,"0:container1=1216;1:container2=1197","0:container1=11;1:container2=15",1195,3,"1:container2=573;2:container3=622","1:container2=2;2:container3=1"
193888000000,/,4540,27,3,"0:container1=2133;1:container2=1780;2:container3=627","0:container1=11;1:container2=15;2:container3=1",912,11,"0:container1=912","0:container1=11",2423,26,"0:container1=1221;1:container2=1202","0:container1=11;1:container2=15",1205,3,"1:container2=578;2:container3=627","1:container2=2;2:container3=1"
194120000000,/,4565,27,3,"0:container1=2143;1:container2=1790;2:container3=632","0:container1=11;1:container2=15;2:container3=1",917,11,"0:container1=917","0:container1=11",2433,26,"0:container1=1226;1:container2=1207","0:container1=11;1:container2=15",1215,3,"1:container2=583;2:container3=632","1:container2=2;2:container3=1"
194372000000,/,4590,27,3,"0:container1=2153;1:container2=1800;2:container3=637","0:container1=11;1:container2=15;2:container3=1",922,11,"0:container1=922","0:container1=11",2443,26,"0:container1=1231;1:container2=1212","0:container1=11;1:container2=15",1225,3,"1:container2=588;2:container3=637","1:container2=2;2:container3=1"
194600000000,/,4615,27,3,"0:container1=2163;1:container2=1810;2:container3=642","0:container1=11;1:container2=15;2:container3=1",927,11,"0:container1=927","0:container1=11",2453,26,"0:container1=1236;1:container2=1217","0:container1=11;1:container2=15",1235,3,"1:container2=593;2:container3=642","1:container2=2;2:container3=1"
194932000000,/,4640,27,3,"0:container1=2173;1:container2=1820;2:container3=647","0:container1=11;1:container2=15;2:container3=1",932,11,"0:container1=932","0:container1=11",2463,26,"0:container1=1241;1:container2=1222","0:container1=11;1:container2=15",1245,3,"1:container2=598;2:container3=647","1:container2=2;2:container3=1"
195332000000,/,4665,27,3,"0:container1=2183;1:container2=1830;2:container3=652","0:container1=11;1:container2=15;2:container3=1",937,11,"0:container1=937","0:container1=11",2473,26,"0:container1=1246;1:container2=1227","0:container1=11;1:container2=15",1255,3,"1:container2=603;2:container3=652","1:container2=2;2:container3=1"
195724000000,/,4690,27,3,"0:container1=2193;1:container2=1840;2:container3=657","0:container1=11;1:container2=15;2:container3=1",942,11,"0:container1=942","0:container1=11",2483,26,"0:container1=1251;1:container2=1232","0:container1=11;1:container2=15",1265,3,"1:container2=608;2:container3=657","1:container2=2;2:container3=1"
196116000000,/,4715,27,3,"0:container1=2203;1:container2=1850;2:container3=662","0:container1=11;1:container2=15;2:container3=1",947,11,"0:container1=947","0:container1=11",2493,26,"0:container1=1256;1:container2=1237","0:container1=11;1:container2=15",1275,3,"1:container2=613;2:container3=662","1:container2=2;2:container3=1"
196500000000,/,4740,27,3,"0:container1=2213;1:container2=1860;2:container3=667","0:container1=11;1:container2=15;2:container3=1",952,11,"0:container1=952","0:container1=11",2503,26,"0:container1=1261;1:container2=1242","0:container1=11;1:container2=15",1285,3,"1:container2=618;2:container3=667","1:container2=2;2:container3=1"
196912000000,/,4765,27,3,"0:container1=2223;1:container2=1870;2:container3=672","0:container1=11;1:container2=15;2:container3=1",957,11,"0:container1=957","0:container1=11",2513,26,"0:container1=1266;1:container2=1247","0:container1=11;1:container2=15",1295,3,"1:container2=623;2:container3=672","1:container2=2;2:container3=1"
197336000000,/,4790,27,3,"0:container1=2233;1:container2=1880;2:container3=677","0:container1=11;1:container2=15;2:container3=1",962,11,"0:container1=962","0:container1=11",2523,26,"0:container1=1271;1:container2=1252","0:container1=11;1:container2=15",1305,3,"1:container2=628;2:container3=677","1:container2=2;2:container3=1"
197740000000,/,4815,27,3,"0:container1=2243;1:container2=1890;2:container3=682","0:container1=11;1:container2=15;2:container3=1",967,11,"0:container1=967","0:container1=11",2533,26,"0:container1=1276;1:container2=1257","0:container1=11;1:container2=15",1315,3,"1:container2=633;2:container3=682","1:container2=2;2:container3=1"
198072000000,/,4840,27,3,"0:container1=2253;1:container2=1900;2:container3=687","0:container1=11;1:container2=15;2:container3=1",972,11,"0:container1=972","0:container1=11",2543,26,"0:container1=1281;1:container2=1262","0:container1=11;1:container2=15",1325,3,"1:container2=638;2:container3=687","1:container2=2;2:container3=1"
198328000000,/,4865,27,3,"0:container1=2263;1:container2=1910;2:container3=692","0:container1=11;1:container2=15;2:container3=1",977,11,"0:container1=977","0:container1=11",2553,26,"0:container1=1286;1:container2=1267","0:container1=11;1:container2=15",1335,3,"1:container2=643;2:container3=692","1:container2=2;2:container3=1"
198564000000,/,4890,27,3,"0:container1=2273;1:container2=1920;2:container3=697","0:container1=11;1:container2=15;2:container3=1",982,11,"0:container1=982","0:container1=11",2563,26,"0:container1=1291;1:container2=1272","0:container1=11;1:container2=15",1345,3,"1:container2=648;2:container3=697","1:container2=2;2:container3=1"
198860000000,/,4915,27,3,"0:container1=2283;1:container2=1930;2:container3=702","0:container1=11;1:container2=15;2:container3=1",987,11,"0:container1=987","0:container1=11",2573,26,"0:container1=1296;1:container2=1277","0:container1=11;1:container2=15",1355,3,"1:container2=653;2:container3=702","1:container2=2;2:container3=1"
199192000000,/,4940,27,3,"0:container1=2293;1:container2=1940;2:container3=707","0:container1=11;1:container2=15;2:container3=1",992,11,"0:container1=992","0:container1=11",2583,26,"0:container1=1301;1:container2=1282","0:container1=11;1:container2=15",1365,3,"1:container2=658;2:container3=707","1:container2=2;2:container3=1"
199452000000,/,4965,27,3,"0:container1=2303;1:container2=1950;2:container3=712","0:container1=11;1:container2=15;2:container3=1",997,11,"0:container1=997","0:container1=11",2593,26,"0:container1=1306;1:container2=1287","0:container1=11;1:container2=15",1375,3,"1:container2=663;2:container3=712","1:container2=2;2:container3=1"
199664000000,/,4990,27,3,"0:container1=2313;1:container2=1960;2:container3=717","0:container1=11;1:container2=15;2:container3=1",1002,11,"0:container1=1002","0:container1=11",2603,26,"0:container1=1311;1:container2=1292","0:container1=11;1:container2=15",1385,3,"1:container2=668;2:container3=717","1:container2=2;2:container3=1"
199988000000,/,5015,27,3,"0:container1=2323;1:container2=1970;2:container3=722","0:container1=11;1:container2=15;2:container3=1",1007,11,"0:container1=1007","0:container1=11",2613,26,"0:container1=1316;1:container2=1297","0:container1=11;1:container2=15",1395,3,"1:container2=673;2:container3=722","1:container2=2;2:container3=1"
200380000000,/,5040,27,3,"0:container1=2333;1:container2=1980;2:container3=727","0:container1=11;1:container2=15;2:container3=1",1012,11,"0:container1=1012","0:container1=11",2623,26,"0:container1=1321;1:container2=1302","0:container1=11;1:container2=15",1405,3,"1:container2=678;2:container3=727","1:container2=2;2:container3=1"
200800000000,/,5065,27,3,"0:container1=2343;1:container2=1990;2:container3=732","0:container1=11;1:container2=15;2:container3=1",1017,11,"0:container1=1017","0:container1=11",2633,26,"0:container1=1326;1:container2=1307","0:container1=11;1:container2=15",1415,3,"1:container2=683;2:container3=732","1:container2=2;2:container3=1"
201200000000,/,5090,27,3,"0:container1=2353;1:container2=2000;2:container3=737","0:container1=11;1:container2=15;2:container3=1",1022,11,"0:container1=1022","0:container1=11",2643,26,"0:container1=1331;1:container2=1312","0:container1=11;1:container2=15",1425,3,"1:container2=688;2:container3=737","1:container2=2;2:container3=1"
201600000000,/,5115,27,3,"0:container1=2363;1:container2=2010;2:container3=742","0:container1=11;1:container2=15;2:container3=1",1027,11,"0:container1=1027","0:container1=11",2653,26,"0:container1=1336;1:container2=1317","0:container1=11;1:container2=15",1435,3,"1:container2=693;2:container3=742","1:container2=2;2:container3=1"
201996000000,/,5140,27,3,"0:container1=2373;1:container2=2020;2:container3=747","0:container1=11;1:container2=15;2:container3=1",1032,11,"0:container1=1032","0:container1=11",2663,26,"0:container1=1341;1:container2=1322","0:container1=11;1:container2=15",1445,3,"1:container2=698;2:container3=747","1:container2=2;2:container3=1"
202300000000,/,5165,27,3,"0:container1=2383;1:container2=2030;2:container3=752","0:container1=11;1:container2=15;2:container3=1",1037,11,"0:container1=1037","0:container1=11",2673,26,"0:container1=1346;1:container2=1327","0:container1=11;1:container2=15",1455,3,"1:container2=703;2:container3=752","1:container2=2;2:container3=1"
202588000000,/,5190,27,3,"0:container1=2393;1:container2=2040;2:container3=757","0:container1=11;1:container2=15;2:container3=1",1042,11,"0:container1=1042","0:container1=11",2683,26,"0:container1=1351;1:container2=1332","0:container1=11;1:container2=15",1465,3,"1:container2=708;2:container3=757","1:container2=2;2:container3=1"
202800000000,/,5215,27,3,"0:container1=2403;1:container2=2050;2:container3=762","0:container1=11;1:container2=15;2:container3=1",1047,11,"0:container1=1047","0:container1=11",2693,26,"0:container1=1356;1:container2=1337","0:container1=11;1:container2=15",1475,3,"1:container2=713;2:container3=762","1:container2=2;2:container3=1"
203016000000,/,5240,27,3,"0:container1=2413;1:container2=2060;2:container3=767","0:container1=11;1:container2=15;2:container3=1",1052,11,"0:container1=1052","0:container1=11",2703,26,"0:container1=1361;1:container2=1342","0:container1=11;1:container2=15",1485,3,"1:container2=718;2:container3=767","1:container2=2;2:container3=1"
203316000000,/,5265,27,3,"0:container1=2423;1:container2=2070;2:container3=772","0:container1=11;1:container2=15;2:container3=1",1057,11,"0:container1=1057","0:container1=11",2713,26,"0:container1=1366;1:container2=1347","0:container1=11;1:container2=15",1495,3,"1:container2=723;2:container3=772","1:container2=2;2:container3=1"
203680000000,/,5290,27,3,"0:container1=2433;1:container2=2080;2:container3=777","0:container1=11;1:container2=15;2:container3=1",1062,11,"0:container1=1062","0:container1=11",2723,26,"0:container1=1371;1:container2=1352","0:container1=11;1:container2=15",1505,3,"1:container2=728;2:container3=777","1:container2=2;2:container3=1"
203908000000,/,5315,27,3,"0:container1=2443;1:container2=2090;2:container3=782","0:container1=11;1:container2=15;2:container3=1",1067,11,"0:container1=1067","0:container1=11",2733,26,"0:container1=1376;1:container2=1357","0:container1=11;1:container2=15",1515,3,"1:container2=733;2:container3=782","1:container2=2;2:container3=1"
204192000000,/,5340,27,3,"0:container1=2453;1:container2=2100;2:container3=787","0:container1=11;1:container2=15;2:container3=1",1072,11,"0:container1=1072","0:container1=11",2743,26,"0:container1=1381;1:container2=1362","0:container1=11;1:container2=15",1525,3,"1:container2=738;2:container3=787","1:container2=2;2:container3=1"
204580000000,/,5365,27,3,"0:container1=2463;1:container2=2110;2:container3=792","0:container1=11;1:container2=15;2:container3=1",1077,11,"0:container1=1077","0:container1=11",2753,26,"0:container1=1386;1:container2=1367","0:container1=11;1:container2=15",1535,3,"1:container2=743;2:container3=792","1:container2=2;2:container3=1"
204924000000,/,5390,27,3,"0:container1=2473;1:container2=2120;2:container3=797","0:container1=11;1:container2=15;2:container3=1",1082,11,"0:container1=1082","0:container1=11",2763,26,"0:container1=1391;1:container2=1372","0:container1=11;1:container2=15",1545,3,"1:container2=748;2:container3=797","1:container2=2;2:container3=1"
205200000000,/,5415,27,3,"0:container1=2483;1:container2=2130;2:container3=802","0:container1=11;1:container2=15;2:container3=1",1087,11,"0:container1=1087","0:container1=11",2773,26,"0:container1=1396;1:container2=1377","0:container1=11;1:container2=15",1555,3,"1:container2=753;2:container3=802","1:container2=2;2:container3=1"
205576000000,/,5440,27,3,"0:container1=2493;1:container2=2140;2:container3=807","0:container1=11;1:container2=15;2:container3=1",1092,11,"0:container1=1092","0:container1=11",2783,26,"0:container1=1401;1:container2=1382","0:container1=11;1:container2=15",1565,3,"1:container2=758;2:container3=807","1:container2=2;2:container3=1"
205856000000,/,5465,27,3,"0:container1=2503;1:container2=2150;2:container3=812","0:container1=11;1:container2=15;2:container3=1",1097,11,"0:container1=1097","0:container1=11",2793,26,"0:container1=1406;1:container2=1387","0:container1=11;1:container2=15",1575,3,"1:container2=763;2:container3=812","1:container2=2;2:container3=1"
206056000000,/,5490,27,3,"0:container1=2513;1:container2=2160;2:container3=817","0:container1=11;1:container2=15;2:container3=1",1102,11,"0:container1=1102","0:container1=11",2803,26,"0:container1=1411;1:container2=1392","0:container1=11;1:container2=15",1585,3,"1:container2=768;2:container3=817","1:container2=2;2:container3=1"
206372000000,/,5515,27,3,"0:container1=2523;1:container2=2170;2:container3=822","0:container1=11;1:container2=15;2:container3=1",1107,11,"0:container1=1107","0:container1=11",2813,26,"0:container1=1416;1:container2=1397","0:container1=11;1:container2=15",1595,3,"1:container2=773;2:container3=822","1:container2=2;2:container3=1"
206700000000,/,5540,27,3,"0:container1=2533;1:container2=2180;2:container3=827","0:container1=11;1:container2=15;2:container3=1",1112,11,"0:container1=1112","0:container1=11",2823,26,"0:container1=1421;1:container2=1402","0:container1=11;1:container2=15",1605,3,"1:container2=778;2:container3=827","1:container2=2;2:container3=1"
207088000000,/,5565,27,3,"0:container1=2543;1:container2=2190;2:container3=832","0:container1=11;1:container2=15;2:container3=1",1117,11,"0:container1=1117","0:container1=11",2833,26,"0:container1=1426;1:container2=1407","0:container1=11;1:container2=15",1615,3,"1:container2=783;2:container3=832","1:container2=2;2:container3=1"
207500000000,/,5590,27,3,"0:container1=2553;1:container2=2200;2:container3=837","0:container1=11;1:container2=15;2:container3=1",1122,11,"0:container1=1122","0:container1=11",2843,26,"0:container1=1431;1:container2=1412","0:container1=11;1:container2=15",1625,3,"1:container2=788;2:container3=837","1:container2=2;2:container3=1"
207872000000,/,5615,27,3,"0:container1=2563;1:container2=2210;2:container3=842","0:container1=11;1:container2=15;2:container3=1",1127,11,"0:container1=1127","0:container1=11",2853,26,"0:container1=1436;1:container2=1417","0:container1=11;1:container2=15",1635,3,"1:container2=793;2:container3=842","1:container2=2;2:container3=1"
208112000000,/,5640,27,3,"0:container1=2573;1:container2=2220;2:container3=847","0:container1=11;1:container2=15;2:container3=1",1132,11,"0:container1=1132","0:container1=11",2863,26,"0:container1=1441;1:container2=1422","0:container1=11;1:container2=15",1645,3,"1:container2=798;2:container3=847","1:container2=2;2:container3=1"
208336000000,/,5665,27,3,"0:container1=2583;1:container2=2230;2:container3=852","0:container1=11;1:container2=15;2:container3=1",1137,11,"0:container1=1137","0:container1=11",2873,26,"0:container1=1446;1:container2=1427","0:container1=11;1:container2=15",1655,3,"1:container2=803;2:container3=852","1:container2=2;2:container3=1"
208564000000,/,5690,27,3,"0:container1=2593;1:container2=2240;2:container3=857","0:container1=11;1:container2=15;2:container3=1",1142,11,"0:container1=1142","0:container1=11",2883,26,"0:container1=1451;1:container2=1432","0:container1=11;1:container2=15",1665,3,"1:container2=808;2:container3=857","1:container2=2;2:container3=1"
208792000000,/,5715,27,3,"0:container1=2603;1:container2=2250;2:container3=862","0:container1=11;1:container2=15;2:container3=1",1147,11,"0:container1=1147","0:container1=11",2893,26,"0:container1=1456;1:container2=1437","0:container1=11;1:container2=15",1675,3,"1:container2=813;2:container3=862","1:container2=2;2:container3=1"
209052000000,/,5740,27,3,"0:container1=2613;1:container2=2260;2:container3=867","0:container1=11;1:container2=15;2:container3=1",1152,11,"0:container1=1152","0:container1=11",2903,26,"0:container1=1461;1:container2=1442","0:container1=11;1:container2=15",1685,3,"1:container2=818;2:container3=867","1:container2=2;2:container3=1"
209388000000,/,5765,27,3,"0:container1=2623;1:container2=2270;2:container3=872","0:container1=11;1:container2=15;2:container3=1",1157,11,"0:container1=1157","0:container1=11",2913,26,"0:container1=1466;1:container2=1447","0:container1=11;1:container2=15",1695,3,"1:container2=823;2:container3=872","1:container2=2;2:container3=1"
209684000000,/,5790,27,4,"0:container1=2633;1:container2=2280;2:container3=877","0:container1=11;1:container2=15;2:container3=1",1162,11,"0:container1=1162","0:container1=11",2923,26,"0:container1=1471;1:container2=1452","0:container1=11;1:container2=15",1705,3,"1:container2=828;2:container3=877","1:container2=2;2:container3=1"
210068000000,/,5815,27,4,"0:container1=2643;1:container2=2290;2:container3=882","0:container1=11;1:container2=15;2:container3=1",1167,11,"0:container1=1167","0:container1=11",2933,26,"0:container1=1476;1:container2=1457","0:container1=11;1:container2=15",1715,3,"1:container2=833;2:container3=882","1:container2=2;2:container3=1"
210464000000,/,5840,27,4,"0:container1=2653;1:container2=2300;2:container3=887","0:container1=11;1:container2=15;2:container3=1",1172,11,"0:container1=1172","0:container1=11",2943,26,"0:container1=1481;1:container2=1462","0:container1=11;1:container2=15",1725,3,"1:container2=838;2:container3=887","1:container2=2;2:container3=1"
210880000000,/,5865,27,4,"0:container1=2663;1:container2=2310;2:container3=892","0:container1=11;1:container2=15;2:container3=1",1177,11,"0:container1=1177","0:container1=11",2953,26,"0:container1=1486;1:container2=1467","0:container1=11;1:container2=15",1735,3,"1:container2=843;2:container3=892","1:container2=2;2:container3=1"
211280000000,/,5890,27,4,"0:container1=2673;1:container2=2320;2:container3=897","0:container1=11;1:container2=15;2:container3=1",1182,11,"0:container1=1182","0:container1=11",2963,26,"0:container1=1491;1:container2=1472","0:container1=11;1:container2=15",1745,3,"1:container2=848;2:container3=897","1:container2=2;2:container3=1"
211700000000,/,5915,27,4,"0:container1=2683;1:container2=2330;2:container3=902","0:container1=11;1:container2=15;2:container3=1",1187,11,"0:container1=1187","0:container1=11",2973,26,"0:container1=1496;1:container2=1477","0:container1=11;1:container2=15",1755,3,"1:container2=853;2:container3=902","1:container2=2;2:container3=1"
212060000000,/,5940,27,4,"0:container1=2693;1:container2=2340;2:container3=907","0:container1=11;1:container2=15;2:container3=1",1192,11,"0:container1=1192","0:container1=11",2983,26,"0:container1=1501;1:container2=1482","0:container1=11;1:container2=15",1765,3,"1:container2=858;2:container3=907","1:container2=2;2:container3=1"
212300000000,/,5965,27,4,"0:container1=2703;1:container2=2350;2:container3=912","0:container1=11;1:container2=15;2:container3=1",1197,11,"0:container1=1197","0:container1=11",2993,26,"0:container1=1506;1:container2=1487","0:container1=11;1:container2=15",1775,3,"1:container2=863;2:container3=912","1:container2=2;2:container3=1"
212584000000,/,5990,27,4,"0:container1=2713;1:container2=2360;2:container3=917","0:container1=11;1:container2=15;2:container3=1",1202,11,"0:container1=1202","0:container1=11",3003,26,"0:container1=1511;1:container2=1492","0:container1=11;1:container2=15",1785,3,"1:container2=868;2:container3=917","1:container2=2;2:container3=1"
