stamp_ns,node_ns,src_drone_ns,src_track_id,class_id,class_name,associated_track_id,is_new_track,mahalanobis_d2,association_threshold,pre_x,pre_y,pre_z,meas_x,meas_y,meas_z,post_x,post_y,post_z,pre_cov_det,meas_cov_det,post_cov_det,omega_used
124700000000,/,drone2,0,0,"container1",0,0,0.00572148,8,11.585,-5.48277,0,11.5603,-5.46299,0,11.5727,-5.4729,0,0.0015645,0.00155405,0.00155928,0.498325
124700000000,/,drone2,1,1,"container2",14,0,0.0143264,8,13.279,3.38174,0,13.2281,3.36115,0,13.2608,3.37436,0,0.00430394,0.0017978,0.0032379,0.294638
124776000000,/,drone2,0,0,"container1",0,0,0.00201479,8,11.5727,-5.4729,0,11.5593,-5.45963,0,11.566,-5.46624,0,0.00155928,0.00157946,0.0015694,0.503215
124776000000,/,drone2,1,1,"container2",14,0,0.0117099,8,13.2608,3.37436,0,13.2149,3.35922,0,13.2424,3.36831,0,0.0032379,0.00176751,0.00257782,0.35312
124800000000,/,drone2,0,0,"container1",0,0,0.00106012,8,11.566,-5.46624,0,11.5556,-5.4573,0,11.5608,-5.46177,0,0.0015694,0.00156748,0.00156844,0.499695
124800000000,/,drone2,1,1,"container2",14,0,0.00622494,8,13.2424,3.36831,0,13.2094,3.35824,0,13.2281,3.36395,0,0.00257782,0.00173241,0.00218325,0.401931
124856000000,/,drone2,0,0,"container1",0,0,0.000332222,8,11.5608,-5.46177,0,11.5553,-5.45642,0,11.5581,-5.45908,0,0.00156844,0.00159098,0.00157974,0.503567
124856000000,/,drone2,1,1,"container2",14,0,0.00524232,8,13.2281,3.36395,0,13.1974,3.35841,0,13.214,3.3614,0,0.00218325,0.00172466,0.00196294,0.441325
124900000000,/,drone2,0,0,"container1",0,0,2.20564e-05,8,11.5581,-5.45908,0,11.5569,-5.45746,0,11.5575,-5.45827,0,0.00157974,0.00157792,0.00157883,0.499712
124900000000,/,drone2,1,1,"container2",14,0,0.00275728,8,13.214,3.3614,0,13.1917,3.35976,0,13.2034,3.36062,0,0.00196294,0.00169825,0.00183377,0.463852
124940000000,/,drone2,0,0,"container1",0,0,2.47487e-05,8,11.5575,-5.45827,0,11.5596,-5.45836,0,11.5585,-5.45832,0,0.00157883,0.001566,0.00157242,0.497961
124940000000,/,drone2,1,1,"container2",14,0,0.00170521,8,13.2034,3.36062,0,13.1859,3.36091,0,13.1949,3.36076,0,0.00183377,0.0016754,0.00175577,0.477435
124972000000,/,drone2,0,0,"container1",0,0,0.000131803,8,11.5585,-5.45832,0,11.5631,-5.45989,0,11.5608,-5.4591,0,0.00157242,0.00155515,0.0015638,0.497239
124972000000,/,drone2,1,1,"container2",14,0,0.00118164,8,13.1949,3.36076,0,13.1804,3.36197,0,13.1878,3.36135,0,0.00175577,0.00165559,0.00170616,0.485317
125004000000,/,drone2,0,0,"container1",0,0,0.000447169,8,11.5608,-5.4591,0,11.569,-5.46241,0,11.5649,-5.46076,0,0.0015638,0.00157662,0.00157022,0.50204
125004000000,/,drone2,1,1,"container2",14,0,0.00174877,8,13.1878,3.36135,0,13.1705,3.36495,0,13.1793,3.36314,0,0.00170616,0.001666,0.00168614,0.494045
125064000000,/,drone2,0,0,"container1",0,0,0.00031214,8,11.5649,-5.46076,0,11.5716,-5.46405,0,11.5682,-5.46241,0,0.00157022,0.00156478,0.0015675,0.499133
125064000000,/,drone2,1,1,"container2",14,0,0.00102695,8,13.1793,3.36314,0,13.166,3.36559,0,13.1727,3.36435,0,0.00168614,0.00164879,0.00166753,0.4944
125100000000,/,drone2,0,0,"container1",0,0,0.000164349,8,11.5682,-5.46241,0,11.5726,-5.4655,0,11.5704,-5.46395,0,0.0015675,0.00155401,0.00156077,0.49784
125100000000,/,drone2,1,1,"container2",14,0,0.000687449,8,13.1727,3.36435,0,13.1617,3.3659,0,13.1672,3.36512,0,0.00166753,0.00163352,0.00165058,0.49485
125140000000,/,drone2,0,0,"container1",0,0,0.000107395,8,11.5704,-5.46395,0,11.5731,-5.46735,0,11.5718,-5.46564,0,0.00156077,0.00154424,0.00155252,0.497339
125140000000,/,drone2,1,1,"container2",14,0,0.000524317,8,13.1672,3.36512,0,13.1576,3.36564,0,13.1625,3.36538,0,0.00165058,0.00161995,0.00163531,0.495318
125196000000,/,drone2,0,0,"container1",0,0,4.65119e-05,8,11.5718,-5.46564,0,11.5718,-5.4685,0,11.5718,-5.46708,0,0.00155252,0.00157943,0.00156601,0.504296
125196000000,/,drone2,1,1,"container2",14,0,0.00051341,8,13.1625,3.36538,0,13.1531,3.36365,0,13.1577,3.36451,0,0.00163531,0.0016543,0.00164482,0.502886
125204000000,/,drone2,0,0,"container1",0,0,4.77231e-05,8,11.5718,-5.46708,0,11.5712,-5.46991,0,11.5715,-5.46849,0,0.00156601,0.00156745,0.00156673,0.500229
125204000000,/,drone2,1,1,"container2",14,0,0.00053813,8,13.1577,3.36451,0,13.1485,3.36146,0,13.1531,3.36299,0,0.00164482,0.00163915,0.00164198,0.499136
125260000000,/,drone2,0,0,"container1",0,0,0.000306959,8,11.5715,-5.46849,0,11.5643,-5.47023,0,11.5679,-5.46937,0,0.00156673,0.00159095,0.00157887,0.503835
125260000000,/,drone2,1,1,"container2",14,0,0.00149189,8,13.1531,3.36299,0,13.1378,3.35731,0,13.1454,3.36014,0,0.00164198,0.00165954,0.00165077,0.50266
125288000000,/,drone2,0,0,"container1",0,0,0.000182316,8,11.5679,-5.46937,0,11.5624,-5.47072,0,11.5651,-5.47004,0,0.00157887,0.0015779,0.00157838,0.499845
125288000000,/,drone2,1,1,"container2",14,0,0.00118844,8,13.1454,3.36014,0,13.1317,3.35521,0,13.1386,3.35768,0,0.00165077,0.00164381,0.0016473,0.498944
125336000000,/,drone2,0,0,"container1",0,0,0.000205791,8,11.5651,-5.47004,0,11.5592,-5.47127,0,11.5622,-5.47065,0,0.00157838,0.00155513,0.00156679,0.49629
125336000000,/,drone2,1,1,"container2",14,0,0.00212292,8,13.1386,3.35768,0,13.1202,3.35144,0,13.1295,3.35458,0,0.0016473,0.0016162,0.0016318,0.495236
125392000000,/,drone2,0,0,"container1",0,0,5.20059e-05,8,11.5622,-5.47065,0,11.5592,-5.47127,0,11.5607,-5.47096,0,0.00156679,0.00155513,0.00156097,0.498134
125392000000,/,drone2,1,1,"container2",14,0,0.000538581,8,13.1295,3.35458,0,13.1202,3.35144,0,13.1249,3.35302,0,0.0016318,0.0016162,0.00162401,0.497599
125436000000,/,drone2,0,0,"container1",0,0,0.000141968,8,11.5607,-5.47096,0,11.5602,-5.47593,0,11.5605,-5.47345,0,0.00156097,0.0015766,0.0015688,0.502491
125436000000,/,drone2,1,1,"container2",14,0,0.00176705,8,13.1249,3.35302,0,13.1083,3.34681,0,13.1165,3.34991,0,0.00162401,0.00163494,0.00162948,0.501677
