epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,222.092,0.39446,0.33587,0.87979,0.9977,0.98976,0.99489,0.94783,0.36821,0.27163,0.7006,0.00102301,0.00102301,0.00102301
42,227.301,0.3863,0.33207,0.87405,0.99662,0.99084,0.99489,0.9518,0.35307,0.27877,0.69718,0.00102081,0.00102081,0.00102081
43,232.803,0.37833,0.31662,0.86781,0.99701,0.98953,0.9935,0.95162,0.32647,0.23187,0.68689,0.00101861,0.00101861,0.00101861
44,238.229,0.38791,0.31829,0.8781,0.99305,0.99557,0.995,0.95761,0.33363,0.24526,0.68565,0.00101641,0.00101641,0.00101641
45,243.565,0.39265,0.33063,0.88023,0.9972,0.99334,0.995,0.9464,0.34389,0.27633,0.69062,0.00101421,0.00101421,0.00101421
46,249.014,0.38592,0.31818,0.88846,0.99756,0.99472,0.995,0.93084,0.36954,0.26503,0.70647,0.00101201,0.00101201,0.00101201
47,254.438,0.37778,0.30765,0.87599,0.997,0.99465,0.995,0.9567,0.33885,0.24666,0.69358,0.00100981,0.00100981,0.00100981
48,259.903,0.38391,0.33789,0.86381,0.9982,0.98946,0.99489,0.9599,0.33039,0.24965,0.68806,0.00100761,0.00100761,0.00100761
49,265.367,0.36306,0.30849,0.87283,0.99673,0.98978,0.995,0.96226,0.32827,0.22178,0.69326,0.00100541,0.00100541,0.00100541
50,270.815,0.36269,0.31288,0.86734,0.99755,0.99003,0.995,0.96515,0.32149,0.23842,0.68052,0.00100321,0.00100321,0.00100321
51,276.305,0.36368,0.29888,0.87535,0.99825,0.98904,0.995,0.96134,0.34604,0.24133,0.69856,0.00100101,0.00100101,0.00100101
52,281.724,0.3925,0.32108,0.87216,0.99798,0.99435,0.995,0.95504,0.33296,0.24504,0.69377,0.000998811,0.000998811,0.000998811
53,287.029,0.38389,0.43045,0.87281,0.99617,0.99442,0.995,0.95411,0.34026,0.22666,0.69899,0.000996611,0.000996611,0.000996611
54,292.581,0.40931,0.32804,0.88917,0.98761,1,0.995,0.95411,0.33803,0.25109,0.69213,0.000994412,0.000994412,0.000994412
55,298.465,0.37506,0.29389,0.88124,0.99312,0.99806,0.995,0.94993,0.35004,0.24072,0.70023,0.000992212,0.000992212,0.000992212
56,304.141,0.37816,0.31389,0.88027,0.99322,1,0.995,0.94282,0.34329,0.23639,0.69851,0.000990012,0.000990012,0.000990012
57,309.643,0.35952,0.28983,0.86889,0.99205,0.9988,0.995,0.95206,0.35725,0.24934,0.70647,0.000987812,0.000987812,0.000987812
58,315.056,0.35172,0.30532,0.87174,0.98981,1,0.995,0.96442,0.31111,0.21118,0.68315,0.000985613,0.000985613,0.000985613
59,320.257,0.35924,0.28678,0.87246,0.99545,0.99307,0.995,0.94209,0.37847,0.23593,0.70924,0.000983413,0.000983413,0.000983413
60,325.657,0.36871,0.28927,0.88197,0.99525,0.99336,0.995,0.94915,0.35256,0.22551,0.69627,0.000981213,0.000981213,0.000981213
61,331.086,0.36251,0.29401,0.87837,0.99194,0.9983,0.995,0.94655,0.35331,0.22854,0.69984,0.000979013,0.000979013,0.000979013
62,336.52,0.35419,0.35695,0.87469,0.99715,0.99082,0.995,0.9554,0.33307,0.22539,0.69504,0.000976813,0.000976813,0.000976813
63,341.918,0.42534,0.47711,0.92014,0.99716,0.98631,0.995,0.9562,0.33509,0.25901,0.69054,0.000974614,0.000974614,0.000974614
64,347.288,0.37489,0.33892,0.88018,0.99563,0.99565,0.995,0.95589,0.38193,0.24563,0.70913,0.000972414,0.000972414,0.000972414
65,352.443,0.38137,0.29149,0.88763,0.99707,0.98663,0.995,0.95177,0.36226,0.24016,0.70712,0.000970214,0.000970214,0.000970214
66,357.536,0.34997,0.28829,0.87484,0.94534,0.98215,0.995,0.95689,0.33044,0.27684,0.68883,0.000968014,0.000968014,0.000968014
67,362.853,0.37815,0.2833,0.87816,0.95875,0.93827,0.97643,0.93527,0.34691,0.30639,0.697,0.000965815,0.000965815,0.000965815
68,368.132,0.35178,0.26806,0.87196,0.99115,0.99936,0.995,0.95355,0.32803,0.26739,0.68912,0.000963615,0.000963615,0.000963615
69,373.402,0.35781,0.27377,0.86473,0.99601,0.99442,0.995,0.94603,0.34393,0.23805,0.69603,0.000961415,0.000961415,0.000961415
70,378.768,0.38721,0.30881,0.86705,0.99598,0.99282,0.995,0.95377,0.33725,0.21835,0.70324,0.000959215,0.000959215,0.000959215
71,383.875,0.36427,0.27684,0.87622,0.99197,1,0.995,0.95815,0.35003,0.20896,0.69843,0.000957015,0.000957015,0.000957015
72,389.108,0.38093,0.34303,0.88564,0.99762,0.99031,0.99489,0.94975,0.36664,0.24275,0.70305,0.000954816,0.000954816,0.000954816
73,394.434,0.36872,0.28849,0.86833,0.99458,0.99285,0.995,0.9538,0.3503,0.21731,0.69725,0.000952616,0.000952616,0.000952616
74,399.812,0.37055,0.28253,0.86909,0.99656,0.99439,0.995,0.95569,0.33348,0.20717,0.68825,0.000950416,0.000950416,0.000950416
75,404.995,0.35295,0.28384,0.87332,0.99631,0.99194,0.995,0.95487,0.3643,0.22979,0.70131,0.000948216,0.000948216,0.000948216
76,410.266,0.36658,0.28702,0.88587,0.99823,0.98955,0.995,0.96423,0.31774,0.21228,0.68784,0.000946016,0.000946016,0.000946016
77,415.649,0.36249,0.2809,0.8802,0.99756,0.98969,0.995,0.95267,0.34854,0.22356,0.69371,0.000943817,0.000943817,0.000943817
78,421.12,0.37683,0.30036,0.86945,0.99781,0.99008,0.995,0.95968,0.32609,0.21984,0.68779,0.000941617,0.000941617,0.000941617
79,426.573,0.36248,0.26687,0.87873,0.99683,0.99437,0.995,0.96257,0.33114,0.21472,0.69496,0.000939417,0.000939417,0.000939417
80,431.99,0.3441,0.27557,0.87818,0.99546,0.99317,0.995,0.96125,0.33196,0.22793,0.69662,0.000937217,0.000937217,0.000937217
81,437.326,0.37584,0.32205,0.90774,0.9897,1,0.995,0.95859,0.33033,0.20536,0.69299,0.000935018,0.000935018,0.000935018
82,442.752,0.3638,0.277,0.88209,0.99807,0.98961,0.995,0.94863,0.33589,0.20502,0.69184,0.000932818,0.000932818,0.000932818
83,448.21,0.34967,0.27591,0.87974,0.99152,0.99924,0.995,0.95521,0.32697,0.2172,0.68594,0.000930618,0.000930618,0.000930618
84,453.753,0.35869,0.29325,0.88401,0.99128,1,0.995,0.96309,0.32381,0.20757,0.68131,0.000928418,0.000928418,0.000928418
85,459.196,0.35833,0.27185,0.88657,0.99423,1,0.995,0.96068,0.32211,0.21105,0.68291,0.000926218,0.000926218,0.000926218
86,464.611,0.36202,0.25755,0.87547,0.99673,1,0.995,0.95577,0.35264,0.21453,0.69547,0.000924019,0.000924019,0.000924019
87,470.036,0.34711,0.26381,0.87629,0.99797,0.98962,0.995,0.9643,0.33152,0.24001,0.68941,0.000921819,0.000921819,0.000921819
88,475.534,0.36101,0.27336,0.87431,0.99762,0.99135,0.995,0.96118,0.33693,0.20723,0.68788,0.000919619,0.000919619,0.000919619
89,480.817,0.35085,0.26116,0.86952,0.99623,0.99085,0.99459,0.96421,0.31632,0.20888,0.68223,0.000917419,0.000917419,0.000917419
90,486.138,0.34579,0.24491,0.85776,0.99729,0.99263,0.995,0.96273,0.32243,0.20155,0.68184,0.00091522,0.00091522,0.00091522
91,491.52,0.34548,0.25864,0.87444,0.9963,0.98934,0.995,0.95856,0.33355,0.21369,0.6898,0.00091302,0.00091302,0.00091302
92,496.97,0.34619,0.28067,0.87145,0.99534,0.99937,0.995,0.93596,0.33633,0.28401,0.69904,0.00091082,0.00091082,0.00091082
93,502.321,0.35453,0.25997,0.86704,0.99773,0.98992,0.995,0.96511,0.31756,0.19144,0.68981,0.00090862,0.00090862,0.00090862
94,507.832,0.3524,0.26202,0.87283,0.99776,0.99101,0.995,0.96332,0.30968,0.19981,0.68437,0.00090642,0.00090642,0.00090642
95,513.176,0.35579,0.26372,0.87417,0.99694,0.99024,0.995,0.95564,0.31377,0.20636,0.68443,0.000904221,0.000904221,0.000904221
96,518.675,0.36146,0.26235,0.87506,0.99772,0.99009,0.995,0.96536,0.32741,0.2135,0.69072,0.000902021,0.000902021,0.000902021
97,524.144,0.37042,0.30182,0.88547,0.99157,0.99879,0.995,0.95815,0.31203,0.22019,0.67926,0.000899821,0.000899821,0.000899821
98,529.636,0.38889,0.42677,0.89752,0.99768,0.99025,0.995,0.95487,0.31734,0.20581,0.68097,0.000897621,0.000897621,0.000897621
99,535.111,0.40252,0.33991,0.89448,0.99833,0.98961,0.995,0.96351,0.31235,0.18963,0.6788,0.000895422,0.000895422,0.000895422
100,540.534,0.33974,0.24437,0.87255,0.99575,0.99431,0.995,0.96785,0.3173,0.20479,0.68514,0.000893222,0.000893222,0.000893222
101,545.935,0.33438,0.23965,0.86018,0.995,0.99487,0.995,0.96694,0.31529,0.20195,0.68172,0.000891022,0.000891022,0.000891022
102,551.378,0.34129,0.256,0.86266,0.9967,0.99436,0.995,0.96891,0.30576,0.18777,0.67693,0.000888822,0.000888822,0.000888822
103,556.838,0.34253,0.24852,0.87264,0.99649,0.99484,0.995,0.96955,0.32284,0.20296,0.68469,0.000886622,0.000886622,0.000886622
104,562.266,0.34702,0.25184,0.86206,0.99069,1,0.995,0.96434,0.3135,0.1943,0.68626,0.000884423,0.000884423,0.000884423
105,567.468,0.35449,0.29186,0.87353,0.99521,0.99337,0.995,0.96593,0.31808,0.19893,0.68432,0.000882223,0.000882223,0.000882223
106,572.869,0.34235,0.25251,0.85747,0.99711,0.99173,0.995,0.96472,0.31834,0.20014,0.68366,0.000880023,0.000880023,0.000880023
107,578.199,0.35371,0.25457,0.86566,0.99689,0.99429,0.995,0.96525,0.31673,0.20088,0.68214,0.000877823,0.000877823,0.000877823
108,583.521,0.34248,0.25524,0.87312,0.99617,0.99396,0.995,0.95538,0.33769,0.20791,0.68857,0.000875624,0.000875624,0.000875624
109,588.728,0.35019,0.25186,0.87035,0.99736,0.99442,0.995,0.95989,0.32213,0.20906,0.67746,0.000873424,0.000873424,0.000873424
110,594.455,0.33521,0.23362,0.86066,0.99525,0.99541,0.995,0.95619,0.3486,0.21472,0.69402,0.000871224,0.000871224,0.000871224
111,599.817,0.34206,0.24436,0.86178,0.99097,1,0.995,0.95999,0.31122,0.20171,0.68171,0.000869024,0.000869024,0.000869024
112,605.123,0.34419,0.24796,0.86769,0.9914,1,0.995,0.96387,0.30774,0.18717,0.68252,0.000866824,0.000866824,0.000866824
113,610.494,0.34712,0.30283,0.8638,0.9977,0.99086,0.995,0.96222,0.32088,0.18785,0.68728,0.000864625,0.000864625,0.000864625
114,615.985,0.34145,0.29524,0.86384,0.9973,0.99164,0.995,0.95897,0.33875,0.20202,0.69483,0.000862425,0.000862425,0.000862425
115,621.437,0.35487,0.24944,0.87332,0.99007,0.96553,0.995,0.96273,0.32529,0.23699,0.69277,0.000860225,0.000860225,0.000860225
116,626.858,0.34481,0.30182,0.87655,0.99388,0.99456,0.995,0.95968,0.33437,0.20272,0.69128,0.000858025,0.000858025,0.000858025
117,632.253,0.33245,0.25616,0.86497,0.99638,0.99452,0.995,0.96384,0.32614,0.19346,0.68534,0.000855826,0.000855826,0.000855826
118,637.621,0.32279,0.24338,0.86295,0.99783,0.99489,0.995,0.96776,0.3258,0.19823,0.67967,0.000853626,0.000853626,0.000853626
119,643.028,0.32442,0.23896,0.85286,0.99719,0.99494,0.995,0.96368,0.31871,0.18895,0.67547,0.000851426,0.000851426,0.000851426
120,648.191,0.33608,0.24047,0.87464,0.9916,1,0.995,0.96548,0.31565,0.18604,0.68353,0.000849226,0.000849226,0.000849226
121,653.579,0.34536,0.24257,0.86844,0.99071,1,0.995,0.96307,0.31894,0.18037,0.68647,0.000847026,0.000847026,0.000847026
122,658.898,0.33358,0.23421,0.85988,0.99095,1,0.995,0.96647,0.31959,0.17491,0.68599,0.000844827,0.000844827,0.000844827
123,664.277,0.33406,0.23538,0.86974,0.9974,0.99046,0.995,0.95982,0.31369,0.18143,0.67908,0.000842627,0.000842627,0.000842627
124,669.623,0.32831,0.23352,0.86594,0.99811,0.99001,0.995,0.9638,0.31018,0.18965,0.68028,0.000840427,0.000840427,0.000840427
125,675.049,0.33427,0.23576,0.86153,0.99324,1,0.995,0.96118,0.31285,0.19336,0.67892,0.000838227,0.000838227,0.000838227
126,680.462,0.3429,0.24134,0.8856,0.99315,1,0.995,0.96362,0.34279,0.19624,0.68805,0.000836027,0.000836027,0.000836027
127,685.968,0.33187,0.24934,0.87659,0.99384,0.99999,0.995,0.95811,0.32113,0.19487,0.67982,0.000833828,0.000833828,0.000833828
128,691.241,0.32897,0.24916,0.86426,0.99823,0.98942,0.995,0.96133,0.33044,0.19523,0.69182,0.000831628,0.000831628,0.000831628
129,696.462,0.3485,0.29936,0.88603,0.99786,0.98947,0.99489,0.961,0.3441,0.20686,0.69463,0.000829428,0.000829428,0.000829428
130,701.817,0.33247,0.24297,0.86854,0.99526,0.99326,0.995,0.96245,0.32471,0.19613,0.68209,0.000827228,0.000827228,0.000827228
131,707.227,0.31156,0.58285,0.83422,0.99574,0.99313,0.995,0.96696,0.30558,0.18462,0.67819,0.000825029,0.000825029,0.000825029
132,712.675,0.32825,0.25846,0.86828,0.99768,0.99066,0.995,0.96364,0.31113,0.21496,0.68114,0.000822829,0.000822829,0.000822829
133,717.915,0.33858,0.2712,0.86618,0.99729,0.9897,0.995,0.96751,0.30105,0.25487,0.67796,0.000820629,0.000820629,0.000820629
134,723.026,0.34183,0.25796,0.87074,0.99829,0.98948,0.995,0.96881,0.30732,0.17958,0.68136,0.000818429,0.000818429,0.000818429
135,728.275,0.33444,0.23782,0.86945,0.99723,0.9902,0.995,0.95387,0.32895,0.18609,0.6936,0.000816229,0.000816229,0.000816229
136,733.487,0.33834,0.23489,0.85992,0.99547,1,0.995,0.9597,0.3208,0.19472,0.68606,0.00081403,0.00081403,0.00081403
137,738.715,0.33539,0.24073,0.86866,0.98964,1,0.995,0.96645,0.30425,0.18812,0.68072,0.00081183,0.00081183,0.00081183
138,744.169,0.3229,0.24044,0.87173,0.99439,0.99448,0.995,0.96249,0.30629,0.17903,0.68355,0.00080963,0.00080963,0.00080963
139,749.559,0.342,0.23416,0.86154,0.99724,0.99525,0.995,0.96779,0.30839,0.18319,0.67819,0.00080743,0.00080743,0.00080743
140,754.919,0.33417,0.23082,0.86036,0.99607,0.9956,0.995,0.96642,0.31348,0.18492,0.6822,0.000805231,0.000805231,0.000805231
141,760.098,0.31785,0.22013,0.86782,0.99812,0.99046,0.995,0.96094,0.31836,0.18231,0.68177,0.000803031,0.000803031,0.000803031
142,765.436,0.33363,0.22412,0.85967,0.99704,0.99523,0.995,0.96602,0.30952,0.1785,0.67734,0.000800831,0.000800831,0.000800831
143,770.743,0.3239,0.2183,0.86281,0.99448,0.99864,0.995,0.9698,0.30792,0.17175,0.67603,0.000798631,0.000798631,0.000798631
144,776.049,0.32308,0.23402,0.8664,0.99752,0.99485,0.995,0.96938,0.29422,0.17456,0.6754,0.000796431,0.000796431,0.000796431
145,781.414,0.32761,0.23259,0.86237,0.99669,0.99458,0.995,0.96581,0.32069,0.17712,0.68781,0.000794232,0.000794232,0.000794232
146,786.855,0.33743,0.2361,0.87566,0.99708,0.99053,0.995,0.96509,0.32634,0.1899,0.68456,0.000792032,0.000792032,0.000792032
147,792.033,0.35237,0.24143,0.87367,0.99778,0.98942,0.995,0.96449,0.33192,0.18657,0.68299,0.000789832,0.000789832,0.000789832
148,797.146,0.33746,0.24448,0.88022,0.99828,0.9898,0.995,0.96535,0.32498,0.1781,0.68249,0.000787632,0.000787632,0.000787632
149,802.686,0.32981,0.22282,0.87179,0.99558,0.9938,0.995,0.96863,0.31546,0.17482,0.67995,0.000785433,0.000785433,0.000785433
150,807.858,0.33334,0.2328,0.87394,0.9954,0.99334,0.995,0.96398,0.31098,0.17842,0.67714,0.000783233,0.000783233,0.000783233
151,813.226,0.32937,0.22814,0.86966,0.9974,0.99457,0.995,0.96847,0.30941,0.17082,0.67844,0.000781033,0.000781033,0.000781033
152,818.535,0.32158,0.23092,0.86294,0.99654,0.99429,0.995,0.96424,0.32363,0.17923,0.68274,0.000778833,0.000778833,0.000778833
153,824.555,0.32787,0.23634,0.8654,0.99818,0.98976,0.995,0.96218,0.32153,0.19041,0.68162,0.000776633,0.000776633,0.000776633
154,830.695,0.32466,0.22611,0.85803,0.99556,0.99307,0.995,0.96676,0.30839,0.18154,0.67846,0.000774434,0.000774434,0.000774434
155,836.087,0.33049,0.26366,0.86856,0.99839,0.98915,0.995,0.95847,0.32908,0.17914,0.68611,0.000772234,0.000772234,0.000772234
156,841.522,0.33361,0.23754,0.86864,0.99819,0.98933,0.995,0.96202,0.31622,0.17596,0.67843,0.000770034,0.000770034,0.000770034
157,847.002,0.35872,0.24248,0.87542,0.99805,0.98997,0.995,0.97393,0.31037,0.17243,0.68308,0.000767834,0.000767834,0.000767834
158,852.417,0.31849,0.2284,0.86439,0.99701,0.99449,0.995,0.97086,0.31172,0.17791,0.68444,0.000765635,0.000765635,0.000765635
159,857.647,0.32044,0.22867,0.86285,0.9972,0.99108,0.995,0.96139,0.31933,0.18197,0.69051,0.000763435,0.000763435,0.000763435
160,863.189,0.31391,0.22355,0.86125,0.99809,0.99007,0.995,0.96932,0.31281,0.17741,0.68164,0.000761235,0.000761235,0.000761235
161,868.485,0.32763,0.22982,0.85545,0.99715,0.99043,0.995,0.97101,0.29592,0.16651,0.67636,0.000759035,0.000759035,0.000759035
162,874.007,0.33566,0.23124,0.85498,0.99727,0.99149,0.995,0.96285,0.31308,0.18389,0.67713,0.000756835,0.000756835,0.000756835
163,879.33,0.31457,0.24399,0.86061,0.99799,0.98966,0.995,0.96292,0.31126,0.17184,0.6748,0.000754636,0.000754636,0.000754636
164,884.767,0.3606,0.2429,0.89039,0.99775,0.99014,0.995,0.9664,0.30406,0.16685,0.6728,0.000752436,0.000752436,0.000752436
165,890.481,0.31441,0.21802,0.86497,0.9893,0.99879,0.995,0.97037,0.30749,0.17478,0.67442,0.000750236,0.000750236,0.000750236
166,896.113,0.33944,0.23118,0.85913,0.99832,0.98941,0.995,0.96431,0.29988,0.17378,0.66837,0.000748036,0.000748036,0.000748036
167,901.704,0.31434,0.22453,0.85808,0.9954,0.99506,0.995,0.96958,0.30885,0.1718,0.67262,0.000745837,0.000745837,0.000745837
168,907.278,0.31382,0.22381,0.86423,0.99053,1,0.995,0.96509,0.29743,0.16522,0.67271,0.000743637,0.000743637,0.000743637
169,912.885,0.32241,0.21377,0.85458,0.99219,1,0.995,0.96356,0.32004,0.17734,0.67893,0.000741437,0.000741437,0.000741437
170,918.086,0.34456,0.24862,0.86239,0.99479,1,0.995,0.96358,0.30256,0.1726,0.67601,0.000739237,0.000739237,0.000739237
171,923.404,0.31134,0.22595,0.85401,0.99512,1,0.995,0.96851,0.30405,0.1707,0.67384,0.000737037,0.000737037,0.000737037
172,929.081,0.30949,0.21374,0.8604,0.99715,1,0.995,0.96703,0.29919,0.15763,0.67145,0.000734838,0.000734838,0.000734838
173,934.727,0.3238,0.2272,0.86118,0.99523,1,0.995,0.96806,0.30233,0.16797,0.67492,0.000732638,0.000732638,0.000732638
174,940.434,0.34721,0.22838,0.87653,0.98924,0.99894,0.995,0.97122,0.29541,0.15366,0.67108,0.000730438,0.000730438,0.000730438
175,945.967,0.31055,0.21329,0.86529,0.9977,0.9897,0.995,0.96969,0.30362,0.16197,0.67479,0.000728238,0.000728238,0.000728238
176,951.434,0.32063,0.21418,0.85433,0.99784,0.98957,0.995,0.96619,0.30398,0.17162,0.67205,0.000726038,0.000726038,0.000726038
177,956.747,0.30972,0.2095,0.86071,0.99829,0.98927,0.995,0.97097,0.29503,0.1575,0.67219,0.000723839,0.000723839,0.000723839
178,962.155,0.31615,0.2211,0.86892,0.99774,0.99088,0.995,0.96571,0.28948,0.1523,0.66936,0.000721639,0.000721639,0.000721639
179,967.604,0.30743,0.20293,0.85807,0.99636,0.99478,0.995,0.96704,0.30659,0.17306,0.67628,0.000719439,0.000719439,0.000719439
180,973.06,0.32038,0.2132,0.85472,0.99639,0.99467,0.995,0.97165,0.30212,0.16616,0.67387,0.000717239,0.000717239,0.000717239
181,978.556,0.30623,0.22013,0.85568,0.9973,0.99514,0.995,0.96858,0.30789,0.17979,0.67607,0.00071504,0.00071504,0.00071504
182,984.049,0.32581,0.21917,0.86006,0.99505,0.99468,0.995,0.9647,0.29889,0.17238,0.67063,0.00071284,0.00071284,0.00071284
183,989.385,0.32826,0.21946,0.87005,0.99753,0.99453,0.995,0.96577,0.31282,0.17365,0.67542,0.00071064,0.00071064,0.00071064
184,994.705,0.33887,0.22851,0.87489,0.99705,0.99462,0.995,0.95746,0.32966,0.18018,0.67893,0.00070844,0.00070844,0.00070844
185,1000.02,0.32316,0.22554,0.8631,0.99567,0.99405,0.995,0.97028,0.29651,0.1635,0.67125,0.00070624,0.00070624,0.00070624
186,1005.42,0.3123,0.21366,0.86524,0.99736,0.98962,0.995,0.96911,0.29936,0.16673,0.6721,0.000704041,0.000704041,0.000704041
187,1010.97,0.32574,0.22729,0.8597,0.9915,0.99867,0.995,0.97209,0.30002,0.17515,0.67416,0.000701841,0.000701841,0.000701841
188,1016.35,0.29868,0.22253,0.86128,0.99345,0.99873,0.995,0.97094,0.28896,0.16029,0.66891,0.000699641,0.000699641,0.000699641
189,1021.68,0.30304,0.21394,0.85275,0.99457,0.9943,0.995,0.96028,0.30317,0.17096,0.66992,0.000697441,0.000697441,0.000697441
