epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
380,2063.82,0.24473,0.15889,0.85479,0.995,0.99887,0.995,0.96656,0.29633,0.14384,0.668,0.000277283,0.000277283,0.000277283
381,2069.27,0.25618,0.16636,0.85165,0.99553,0.99779,0.995,0.96552,0.29626,0.14264,0.66911,0.000275084,0.000275084,0.000275084
382,2074.71,0.26928,0.17565,0.84605,0.99561,0.99908,0.995,0.96958,0.29235,0.13883,0.66756,0.000272884,0.000272884,0.000272884
383,2080.13,0.26545,0.17174,0.84606,0.99545,0.99905,0.995,0.97523,0.29448,0.14481,0.66883,0.000270684,0.000270684,0.000270684
384,2085.47,0.26248,0.1755,0.84804,0.99455,0.99893,0.995,0.9744,0.2955,0.14482,0.67162,0.000268484,0.000268484,0.000268484
385,2090.92,0.25963,0.17391,0.85684,0.99422,0.99893,0.995,0.97285,0.29262,0.14053,0.67081,0.000266284,0.000266284,0.000266284
386,2096.36,0.24564,0.1589,0.84603,0.99517,0.99904,0.995,0.97173,0.29676,0.14914,0.67045,0.000264085,0.000264085,0.000264085
387,2101.8,0.26218,0.17665,0.85412,0.99638,0.99969,0.995,0.97286,0.29591,0.14083,0.67117,0.000261885,0.000261885,0.000261885
388,2107.19,0.25338,0.17487,0.84923,0.99654,1,0.995,0.9733,0.29353,0.1407,0.66965,0.000259685,0.000259685,0.000259685
389,2112.69,0.27673,0.1765,0.86652,0.99636,1,0.995,0.97289,0.29647,0.14411,0.66933,0.000257485,0.000257485,0.000257485
390,2118.22,0.24789,0.16299,0.84629,0.99616,0.99999,0.995,0.9708,0.29871,0.14653,0.66939,0.000255286,0.000255286,0.000255286
391,2123.72,0.25297,0.17007,0.83411,0.99647,1,0.995,0.97257,0.29291,0.14504,0.66712,0.000253086,0.000253086,0.000253086
392,2128.99,0.30339,0.18989,0.8524,0.9972,1,0.995,0.97296,0.2903,0.14736,0.66669,0.000250886,0.000250886,0.000250886
393,2134.38,0.25883,0.17836,0.85087,0.99776,1,0.995,0.97465,0.2897,0.14801,0.6675,0.000248686,0.000248686,0.000248686
394,2139.83,0.25756,0.17801,0.85693,0.99612,1,0.995,0.97578,0.29149,0.14396,0.6682,0.000246486,0.000246486,0.000246486
395,2145.22,0.2548,0.17212,0.84251,0.99666,1,0.995,0.97287,0.29335,0.14465,0.6703,0.000244287,0.000244287,0.000244287
396,2150.64,0.27196,0.17988,0.86845,0.99567,1,0.995,0.97254,0.2889,0.14085,0.66736,0.000242087,0.000242087,0.000242087
397,2156.08,0.25712,0.17461,0.85379,0.99378,0.99908,0.995,0.97228,0.29032,0.14017,0.66778,0.000239887,0.000239887,0.000239887
398,2161.42,0.2507,0.17365,0.85507,0.99713,0.9951,0.995,0.97257,0.293,0.14302,0.66767,0.000237687,0.000237687,0.000237687
399,2166.8,0.25339,0.17648,0.83963,0.99737,0.99511,0.995,0.97426,0.2964,0.14801,0.66945,0.000235488,0.000235488,0.000235488
400,2172.06,0.24734,0.16695,0.84221,0.99392,0.99729,0.995,0.97493,0.29172,0.14479,0.66857,0.000233288,0.000233288,0.000233288
401,2177.42,0.25495,0.17286,0.85944,0.99603,0.99987,0.995,0.97168,0.29,0.14229,0.66671,0.000231088,0.000231088,0.000231088
402,2182.82,0.25748,0.16961,0.84009,0.99611,0.99988,0.995,0.9759,0.28472,0.13838,0.66481,0.000228888,0.000228888,0.000228888
403,2188.66,0.26058,0.17786,0.8507,0.99492,0.99935,0.995,0.97511,0.28633,0.14106,0.66533,0.000226688,0.000226688,0.000226688
404,2194.12,0.25122,0.1667,0.848,0.99324,0.99871,0.995,0.97274,0.28583,0.14614,0.66412,0.000224489,0.000224489,0.000224489
405,2199.45,0.24339,0.16602,0.85865,0.99358,0.99913,0.995,0.9717,0.2921,0.14176,0.66712,0.000222289,0.000222289,0.000222289
406,2204.8,0.25323,0.16945,0.83817,0.99487,1,0.995,0.97709,0.28746,0.13804,0.66536,0.000220089,0.000220089,0.000220089
407,2210.1,0.25611,0.17058,0.85497,0.99482,0.99997,0.995,0.97237,0.28559,0.14133,0.66429,0.000217889,0.000217889,0.000217889
408,2215.25,0.24809,0.16618,0.84978,0.99401,0.99942,0.995,0.9757,0.28874,0.13403,0.66557,0.00021569,0.00021569,0.00021569
409,2220.45,0.26228,0.1735,0.84259,0.99359,0.99963,0.995,0.97534,0.28777,0.13694,0.66583,0.00021349,0.00021349,0.00021349
410,2225.78,0.26162,0.17731,0.84533,0.99533,1,0.995,0.97588,0.28536,0.14001,0.66483,0.00021129,0.00021129,0.00021129
411,2231.17,0.26873,0.17664,0.8543,0.99584,0.99984,0.995,0.97515,0.28788,0.14106,0.66505,0.00020909,0.00020909,0.00020909
412,2236.5,0.24369,0.17188,0.84361,0.99489,0.99909,0.995,0.9753,0.28867,0.14501,0.66652,0.00020689,0.00020689,0.00020689
413,2241.84,0.2504,0.17018,0.85068,0.99443,0.99886,0.995,0.97592,0.28444,0.13817,0.66432,0.000204691,0.000204691,0.000204691
414,2247.18,0.24701,0.15761,0.85069,0.99546,0.99944,0.995,0.97537,0.28247,0.14108,0.66457,0.000202491,0.000202491,0.000202491
415,2252.56,0.24349,0.16479,0.84372,0.99693,1,0.995,0.97451,0.28602,0.14273,0.66489,0.000200291,0.000200291,0.000200291
416,2257.82,0.24067,0.16073,0.85016,0.99673,1,0.995,0.97087,0.28916,0.13682,0.66712,0.000198091,0.000198091,0.000198091
417,2263.1,0.27791,0.18447,0.86361,0.99711,1,0.995,0.97301,0.28751,0.13764,0.66747,0.000195892,0.000195892,0.000195892
418,2268.46,0.24647,0.16304,0.85163,0.99701,1,0.995,0.97268,0.28579,0.13634,0.66692,0.000193692,0.000193692,0.000193692
419,2273.83,0.24969,0.16346,0.84103,0.9958,1,0.995,0.9735,0.28967,0.13805,0.6679,0.000191492,0.000191492,0.000191492
420,2279.1,0.24422,0.16021,0.84519,0.99433,1,0.995,0.97603,0.29305,0.13921,0.66842,0.000189292,0.000189292,0.000189292
421,2284.34,0.25758,0.1727,0.85897,0.9941,1,0.995,0.97299,0.29178,0.13726,0.66869,0.000187092,0.000187092,0.000187092
422,2289.71,0.24758,0.16734,0.84206,0.99544,1,0.995,0.97354,0.29516,0.13722,0.66921,0.000184893,0.000184893,0.000184893
423,2295.04,0.23999,0.16348,0.84821,0.99449,1,0.995,0.97298,0.29256,0.13862,0.66903,0.000182693,0.000182693,0.000182693
424,2300.33,0.24817,0.16134,0.83896,0.99484,1,0.995,0.97183,0.28807,0.14227,0.66746,0.000180493,0.000180493,0.000180493
425,2305.73,0.2547,0.16686,0.83735,0.99292,0.99969,0.995,0.97213,0.28551,0.13593,0.66726,0.000178293,0.000178293,0.000178293
426,2311.17,0.25739,0.16432,0.84616,0.99257,0.99919,0.995,0.97141,0.28752,0.13702,0.6675,0.000176094,0.000176094,0.000176094
427,2316.62,0.24419,0.15931,0.84932,0.99441,0.99943,0.995,0.97304,0.29313,0.13883,0.66766,0.000173894,0.000173894,0.000173894
428,2322.08,0.24963,0.16696,0.84467,0.99457,0.99922,0.995,0.97442,0.29282,0.14017,0.66746,0.000171694,0.000171694,0.000171694
429,2327.35,0.24692,0.16578,0.84212,0.99471,0.99937,0.995,0.97379,0.28923,0.13919,0.66567,0.000169494,0.000169494,0.000169494
430,2332.71,0.24938,0.16358,0.85312,0.99417,1,0.995,0.97335,0.28664,0.13544,0.66545,0.000167294,0.000167294,0.000167294
431,2338.02,0.24524,0.16611,0.85245,0.99441,1,0.995,0.97306,0.28803,0.13284,0.66516,0.000165095,0.000165095,0.000165095
432,2343.37,0.24542,0.15825,0.84596,0.99386,0.99957,0.995,0.97208,0.285,0.13228,0.66402,0.000162895,0.000162895,0.000162895
433,2348.59,0.24907,0.16982,0.84288,0.99586,1,0.995,0.97189,0.28566,0.13033,0.66377,0.000160695,0.000160695,0.000160695
434,2353.91,0.25436,0.16109,0.85577,0.99718,1,0.995,0.97203,0.28674,0.13103,0.664,0.000158495,0.000158495,0.000158495
435,2359.24,0.24112,0.1602,0.85816,0.99527,1,0.995,0.97334,0.28958,0.13403,0.66542,0.000156295,0.000156295,0.000156295
436,2364.59,0.24489,0.15668,0.85361,0.99534,1,0.995,0.97181,0.29134,0.13619,0.66623,0.000154096,0.000154096,0.000154096
437,2369.87,0.24723,0.17757,0.85347,0.9949,0.99973,0.995,0.97362,0.28937,0.13497,0.66683,0.000151896,0.000151896,0.000151896
438,2375.19,0.24757,0.15986,0.85166,0.9932,0.99869,0.995,0.97067,0.2878,0.13197,0.66495,0.000149696,0.000149696,0.000149696
439,2380.48,0.24312,0.16254,0.84065,0.99645,0.99532,0.995,0.97158,0.28647,0.13097,0.66389,0.000147496,0.000147496,0.000147496
440,2385.73,0.24099,0.16245,0.83715,0.99283,0.9987,0.995,0.97071,0.29051,0.13209,0.66567,0.000145297,0.000145297,0.000145297
441,2391.11,0.2481,0.20788,0.84792,0.99321,0.99881,0.995,0.97117,0.2911,0.13425,0.66608,0.000143097,0.000143097,0.000143097
442,2396.5,0.23108,0.16036,0.84267,0.99618,0.99976,0.995,0.97014,0.29156,0.13518,0.66621,0.000140897,0.000140897,0.000140897
443,2401.79,0.23954,0.17866,0.84434,0.99622,0.99981,0.995,0.9738,0.2898,0.13595,0.66505,0.000138697,0.000138697,0.000138697
444,2407.18,0.25195,0.17581,0.85287,0.99614,0.99976,0.995,0.97648,0.28926,0.13482,0.66409,0.000136497,0.000136497,0.000136497
