stamp,drone,source,x,y,z,qx,qy,qz,qw,yaw,vx,vy,vz
0.020000,drone3,raw,1.000000,0.600000,1.697648,0.000000,-0.000000,0.000000,1.000000,0.000000,83.333333,50.000000,141.470667
0.020000,drone2,raw,1.000000,0.000000,1.697648,0.000000,-0.000000,0.000000,1.000000,0.000000,83.333333,0.000000,141.470667
0.020000,drone1,raw,1.000000,-0.600000,1.697648,0.000000,-0.000000,0.000000,1.000000,0.000000,83.333333,-50.000000,141.470667
0.040000,drone3,raw,1.000000,0.600000,1.691376,0.000000,-0.000000,0.000000,1.000000,0.000000,31.250000,18.750000,52.855500
0.040000,drone2,raw,1.000000,0.000000,1.691376,0.000000,-0.000000,0.000000,1.000000,0.000000,31.250000,0.000000,52.855500
0.040000,drone1,raw,1.000000,-0.600000,1.691376,0.000000,-0.000000,0.000000,1.000000,0.000000,31.250000,-18.750000,52.855500
0.060000,drone2,raw,1.000000,0.000000,1.681184,0.000000,-0.000000,0.000000,1.000000,0.000000,-0.000000,0.000000,-0.411600
0.060000,drone1,raw,1.000000,-0.600000,1.681184,0.000000,-0.000000,0.000000,1.000000,0.000000,-0.000000,-0.000000,-0.411600
0.060000,drone3,raw,1.000000,0.600000,1.681184,0.000000,-0.000000,0.000000,1.000000,0.000000,-0.000000,-0.000000,-0.411600
0.080000,drone3,raw,1.000000,0.600000,1.667072,0.000000,-0.000000,0.000000,1.000000,0.000000,-0.000000,-0.000000,-0.607600
0.080000,drone2,raw,1.000000,0.000000,1.667072,0.000000,-0.000000,0.000000,1.000000,0.000000,-0.000000,-0.000000,-0.607600
0.080000,drone1,raw,1.000000,-0.600000,1.667072,0.000000,-0.000000,0.000000,1.000000,0.000000,-0.000000,-0.000000,-0.607600
0.100000,drone3,raw,1.000000,0.600000,1.649040,0.000000,-0.000000,0.000000,1.000000,0.000000,-0.000000,-0.000000,-0.803600
