stamp,drone,source,x,y,z,qx,qy,qz,qw,yaw,vx,vy,vz
1.100000,drone3,raw,0.986707,0.599441,1.487298,0.000183,-0.004830,-0.000002,0.999988,-0.000007,-0.010735,-0.000698,-0.464630
1.100000,drone1,raw,0.986706,-0.600559,1.486880,-0.000008,-0.004901,-0.000002,0.999988,-0.000005,-0.010800,-0.000538,-0.464942
1.100000,drone2,raw,0.986173,-0.000562,1.492403,0.000179,-0.004456,-0.000001,0.999990,-0.000004,-0.010453,-0.000697,-0.464561
1.120000,drone1,raw,0.986729,-0.600571,1.481749,-0.000023,-0.004948,-0.000003,0.999988,-0.000005,-0.004101,-0.000585,-0.328057
1.120000,drone3,raw,0.986730,0.599429,1.482174,0.000187,-0.004875,-0.000003,0.999988,-0.000007,-0.004050,-0.000709,-0.327705
1.120000,drone2,raw,0.986196,-0.000575,1.487281,0.000183,-0.004444,-0.000001,0.999990,-0.000004,-0.003804,-0.000709,-0.327641
1.140000,drone3,raw,0.986793,0.599414,1.480057,0.000192,-0.004910,-0.000003,0.999988,-0.000008,0.000377,-0.000752,-0.181037
1.140000,drone1,raw,0.986792,-0.600586,1.479622,-0.000038,-0.004985,-0.000003,0.999988,-0.000005,0.000343,-0.000678,-0.181456
1.140000,drone2,raw,0.986259,-0.000590,1.485164,0.000188,-0.004418,-0.000001,0.999990,-0.000004,0.000541,-0.000754,-0.180992
1.160000,drone2,raw,0.986332,-0.000607,1.486090,0.000193,-0.004390,-0.000001,0.999990,-0.000004,0.003121,-0.000813,-0.029805
1.160000,drone1,raw,0.986864,-0.600603,1.480537,-0.000052,-0.005021,-0.000003,0.999987,-0.000005,0.003069,-0.000798,-0.030321
1.160000,drone3,raw,0.986865,0.599397,1.480983,0.000197,-0.004943,-0.000003,0.999988,-0.000009,0.003083,-0.000810,-0.029820
1.180000,drone3,raw,0.986936,0.599377,1.484882,0.000203,-0.004979,-0.000004,0.999988,-0.000009,0.004786,-0.000863,0.120586
1.180000,drone2,raw,0.986403,-0.000626,1.489988,0.000199,-0.004362,-0.000001,0.999990,-0.000004,0.004659,-0.000868,0.120570
1.180000,drone1,raw,0.986935,-0.600623,1.484424,-0.000067,-0.005059,-0.000003,0.999987,-0.000006,0.004792,-0.000926,0.120003
1.200000,drone1,raw,0.987008,-0.600643,1.491110,-0.000081,-0.005098,-0.000003,0.999987,-0.000005,0.006289,-0.001040,0.264263
1.200000,drone3,raw,0.987010,0.599357,1.491581,0.000210,-0.005016,-0.000004,0.999987,-0.000010,0.006257,-0.000895,0.264916
1.200000,drone2,raw,0.986477,-0.000647,1.496687,0.000205,-0.004334,-0.000001,0.999991,-0.000004,0.005934,-0.000901,0.264876
1.220000,drone3,raw,0.987104,0.599335,1.500814,0.000216,-0.005049,-0.000004,0.999987,-0.000011,0.008204,-0.000892,0.398243
1.220000,drone2,raw,0.986572,-0.000669,1.505918,0.000212,-0.004299,-0.000001,0.999991,-0.000005,0.007664,-0.000900,0.398193
1.220000,drone1,raw,0.987103,-0.600665,1.500328,-0.000091,-0.005133,-0.000002,0.999987,-0.000003,0.008260,-0.001122,0.397536
