stamp_ns,node_ns,src_drone_ns,fused_id,class_id,frame,x,y,z,cov00,cov01,cov02,cov10,cov11,cov12,cov20,cov21,cov22
11112000000,/,drone1,0,-1,world,-0.935927,0.116364,0.000000,1.532804e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.532804e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.942046e+00
11200000000,/,drone1,0,-1,world,-0.936004,0.116169,0.000000,1.531015e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.531015e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.941780e+00
11300000000,/,drone1,0,-1,world,-0.936022,0.116126,0.000000,1.530599e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.530599e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.941719e+00
11396000000,/,drone1,0,-1,world,-0.936027,0.116117,0.000000,1.530502e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.530502e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.941705e+00
11492000000,/,drone1,0,-1,world,-0.936028,0.116115,0.000000,1.530480e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.530480e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.941702e+00
11584000000,/,drone1,0,-1,world,-0.936028,0.116114,0.000000,1.530475e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.530475e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.941701e+00
11672000000,/,drone1,0,-1,world,-0.928919,0.136577,0.000000,1.704918e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.704918e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.965723e+00
11768000000,/,drone1,0,-1,world,-0.934082,0.121429,0.000000,1.577222e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.577222e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.948546e+00
11848000000,/,drone1,0,-1,world,-0.935545,0.117345,0.000000,1.541771e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.541771e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.943372e+00
11948000000,/,drone1,0,-1,world,-0.935911,0.116387,0.000000,1.533119e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.533119e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.942089e+00
12028000000,/,drone1,0,-1,world,-0.898818,0.120273,0.000000,1.524035e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.524035e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.946094e+00
12112000000,/,drone1,0,-1,world,-0.889134,0.121320,0.000000,1.521896e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.521896e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.947186e+00
12200000000,/,drone1,0,-1,world,-0.886616,0.121600,0.000000,1.521391e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.521391e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.947478e+00
12300000000,/,drone1,0,-1,world,-0.871563,0.117672,0.000000,1.476805e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.476805e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.926872e+00
12400000000,/,drone1,0,-1,world,-0.899286,0.127640,0.000000,1.537874e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.537874e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.939880e+00
12496000000,/,drone1,0,-1,world,-0.907508,0.130389,0.000000,1.554070e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.554070e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.943277e+00
12600000000,/,drone1,0,-1,world,-0.913484,0.132897,0.000000,1.567255e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.567255e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.945001e+00
12696000000,/,drone1,0,-1,world,-0.915445,0.133686,0.000000,1.571262e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.571262e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.945512e+00
