stamp,ns,odom_topic,frame_id,pos_x,pos_y,pos_z,orient_x,orient_y,orient_z,orient_w,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z
18.252000,drone1,ekf/odom,/drone1/odom,0.703678,-0.616929,1.576094,0.000883,0.001513,0.012825,0.999916,-0.081174,-0.002518,0.160688,0.000000,0.000000,0.000000
18.252000,drone1,ekf/odom,/drone1/odom,0.704699,-0.617130,1.576205,0.000883,0.001513,0.012825,0.999916,-0.079765,-0.002795,0.160837,0.000000,0.000000,0.000000
18.300000,drone1,ekf/odom,/drone1/odom,0.702323,-0.617591,1.584383,0.000934,0.001408,0.012825,0.999916,-0.072670,-0.005468,0.168477,0.000000,0.000000,0.000000
18.300000,drone1,ekf/odom,/drone1/odom,0.703433,-0.617789,1.584474,0.000944,0.001387,0.012825,0.999916,-0.071138,-0.005742,0.168598,0.000000,0.000000,0.000000
18.300000,drone1,ekf/odom,/drone1/odom,0.704469,-0.617975,1.584559,0.000944,0.001387,0.012825,0.999916,-0.069708,-0.005998,0.168712,0.000000,0.000000,0.000000
18.300000,drone1,ekf/odom,/drone1/odom,0.705439,-0.618148,1.584639,0.000944,0.001387,0.012825,0.999916,-0.068370,-0.006237,0.168818,0.000000,0.000000,0.000000
18.352000,drone1,ekf/odom,/drone1/odom,0.700999,-0.619567,1.592552,0.000994,0.001279,0.012826,0.999916,-0.107176,-0.024621,0.150596,0.000000,0.000000,0.000000
18.352000,drone1,ekf/odom,/drone1/odom,0.702137,-0.619707,1.592634,0.001009,0.001246,0.012826,0.999916,-0.105607,-0.024814,0.150705,0.000000,0.000000,0.000000
18.352000,drone1,ekf/odom,/drone1/odom,0.703198,-0.619837,1.592711,0.001009,0.001246,0.012826,0.999916,-0.104142,-0.024993,0.150808,0.000000,0.000000,0.000000
18.352000,drone1,ekf/odom,/drone1/odom,0.704191,-0.619958,1.592783,0.001009,0.001246,0.012826,0.999916,-0.102772,-0.025161,0.150904,0.000000,0.000000,0.000000
18.400000,drone1,ekf/odom,/drone1/odom,0.700310,-0.620711,1.599668,0.001058,0.001135,0.012826,0.999917,-0.104498,-0.013440,0.141759,0.000000,0.000000,0.000000
