stamp,ns,odom_topic,frame_id,pos_x,pos_y,pos_z,orient_x,orient_y,orient_z,orient_w,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z
15.252000,drone2,ekf/odom,/drone2/odom,0.939165,-0.024923,1.102433,-0.001933,-0.000917,0.000042,0.999998,0.017920,-0.061741,0.021706,0.000000,0.000000,0.000000
15.252000,drone2,ekf/odom,/drone2/odom,0.938844,-0.023983,1.102723,-0.001933,-0.000917,0.000042,0.999998,0.017481,-0.060455,0.022094,0.000000,0.000000,0.000000
15.252000,drone2,ekf/odom,/drone2/odom,0.938544,-0.023106,1.102995,-0.001933,-0.000917,0.000042,0.999998,0.017071,-0.059255,0.022457,0.000000,0.000000,0.000000
15.252000,drone2,ekf/odom,/drone2/odom,0.938264,-0.022285,1.103250,-0.001933,-0.000917,0.000042,0.999998,0.016687,-0.058131,0.022798,0.000000,0.000000,0.000000
15.300000,drone2,ekf/odom,/drone2/odom,0.938785,-0.023875,1.105661,-0.001934,-0.000759,0.000042,0.999998,0.017092,-0.051870,0.044749,0.000000,0.000000,0.000000
15.300000,drone2,ekf/odom,/drone2/odom,0.938486,-0.022976,1.105924,-0.001934,-0.000728,0.000042,0.999998,0.016683,-0.050640,0.045100,0.000000,0.000000,0.000000
15.300000,drone2,ekf/odom,/drone2/odom,0.938207,-0.022137,1.106169,-0.001934,-0.000728,0.000042,0.999998,0.016301,-0.049492,0.045428,0.000000,0.000000,0.000000
15.300000,drone2,ekf/odom,/drone2/odom,0.937946,-0.021352,1.106400,-0.001934,-0.000728,0.000042,0.999998,0.015944,-0.048416,0.045736,0.000000,0.000000,0.000000
15.352000,drone2,ekf/odom,/drone2/odom,0.938510,-0.022840,1.109610,-0.001933,-0.000572,0.000042,0.999998,0.016288,-0.045259,0.057311,0.000000,0.000000,0.000000
15.356000,drone2,ekf/odom,/drone2/odom,0.938281,-0.022135,1.110071,-0.001933,-0.000526,0.000044,0.999998,0.014504,-0.043159,0.059154,0.000000,0.000000,0.000000
