stamp,ns,odom_topic,frame_id,pos_x,pos_y,pos_z,orient_x,orient_y,orient_z,orient_w,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z
18.200000,drone2,ekf/odom,/drone2/odom,0.691400,-0.016401,1.583317,0.000779,0.001663,-0.010071,0.999948,-0.129917,0.013570,0.186659,0.000000,0.000000,0.000000
18.200000,drone2,ekf/odom,/drone2/odom,0.692765,-0.016480,1.582974,0.000779,0.001663,-0.010071,0.999948,-0.128039,0.013462,0.186202,0.000000,0.000000,0.000000
18.252000,drone2,ekf/odom,/drone2/odom,0.688429,-0.015719,1.592249,0.000832,0.001563,-0.010070,0.999948,-0.113016,0.016869,0.185771,0.000000,0.000000,0.000000
18.252000,drone2,ekf/odom,/drone2/odom,0.689974,-0.015835,1.591863,0.000832,0.001563,-0.010070,0.999948,-0.110888,0.016709,0.185255,0.000000,0.000000,0.000000
18.252000,drone2,ekf/odom,/drone2/odom,0.691417,-0.015944,1.591501,0.000848,0.001533,-0.010070,0.999948,-0.108902,0.016559,0.184771,0.000000,0.000000,0.000000
18.252000,drone2,ekf/odom,/drone2/odom,0.692766,-0.016045,1.591162,0.000848,0.001533,-0.010070,0.999948,-0.107044,0.016419,0.184319,0.000000,0.000000,0.000000
18.300000,drone2,ekf/odom,/drone2/odom,0.689103,-0.015166,1.599989,0.000912,0.001408,-0.010070,0.999948,-0.107489,0.021289,0.192052,0.000000,0.000000,0.000000
18.300000,drone2,ekf/odom,/drone2/odom,0.690595,-0.015308,1.599598,0.000912,0.001408,-0.010070,0.999948,-0.105435,0.021093,0.191529,0.000000,0.000000,0.000000
18.300000,drone2,ekf/odom,/drone2/odom,0.691989,-0.015441,1.599232,0.000912,0.001408,-0.010070,0.999948,-0.103516,0.020910,0.191040,0.000000,0.000000,0.000000
18.300000,drone2,ekf/odom,/drone2/odom,0.693293,-0.015565,1.598889,0.000912,0.001408,-0.010070,0.999948,-0.101720,0.020739,0.190581,0.000000,0.000000,0.000000
18.352000,drone2,ekf/odom,/drone2/odom,0.689074,-0.014449,1.607330,0.000964,0.001302,-0.010070,0.999948,-0.109454,0.024829,0.169468,0.000000,0.000000,0.000000
18.352000,drone2,ekf/odom,/drone2/odom,0.690552,-0.014625,1.606958,0.000980,0.001269,-0.010070,0.999948,-0.107420,0.024587,0.168970,0.000000,0.000000,0.000000
18.352000,drone2,ekf/odom,/drone2/odom,0.691931,-0.014789,1.606610,0.000980,0.001269,-0.010070,0.999948,-0.105521,0.024361,0.168505,0.000000,0.000000,0.000000
18.352000,drone2,ekf/odom,/drone2/odom,0.693221,-0.014943,1.606283,0.000980,0.001269,-0.010070,0.999948,-0.103744,0.024149,0.168069,0.000000,0.000000,0.000000
18.400000,drone2,ekf/odom,/drone2/odom,0.689620,-0.013531,1.613121,0.001042,0.001137,-0.010069,0.999948,-0.104860,0.033878,0.149243,0.000000,0.000000,0.000000
18.400000,drone2,ekf/odom,/drone2/odom,0.691048,-0.013745,1.612797,0.001042,0.001137,-0.010069,0.999948,-0.102893,0.033584,0.148809,0.000000,0.000000,0.000000
