stamp,ns,odom_topic,frame_id,pos_x,pos_y,pos_z,orient_x,orient_y,orient_z,orient_w,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z
18.752000,drone3,ekf/odom,/drone3/odom,0.702049,0.569173,1.634555,0.001454,0.000079,0.003077,0.999994,-0.109304,-0.005215,0.065530,0.000000,0.000000,0.000000
18.752000,drone3,ekf/odom,/drone3/odom,0.703114,0.569524,1.635104,0.001454,0.000079,0.003077,0.999994,-0.107834,-0.004732,0.066264,0.000000,0.000000,0.000000
18.752000,drone3,ekf/odom,/drone3/odom,0.704109,0.569850,1.635618,0.001467,0.000040,0.003077,0.999994,-0.106462,-0.004281,0.066950,0.000000,0.000000,0.000000
18.756000,drone3,ekf/odom,/drone3/odom,0.704631,0.570140,1.636365,0.001467,0.000040,0.003077,0.999994,-0.106851,-0.004435,0.067836,0.000000,0.000000,0.000000
18.800000,drone3,ekf/odom,/drone3/odom,0.701054,0.570643,1.640039,0.001510,-0.000092,0.003078,0.999994,-0.105777,0.004737,0.071052,0.000000,0.000000,0.000000
18.800000,drone3,ekf/odom,/drone3/odom,0.702123,0.570934,1.640583,0.001518,-0.000119,0.003078,0.999994,-0.104303,0.005139,0.071778,0.000000,0.000000,0.000000
18.800000,drone3,ekf/odom,/drone3/odom,0.703121,0.571206,1.641092,0.001518,-0.000119,0.003078,0.999994,-0.102927,0.005514,0.072457,0.000000,0.000000,0.000000
18.800000,drone3,ekf/odom,/drone3/odom,0.704054,0.571461,1.641569,0.001518,-0.000119,0.003078,0.999994,-0.101639,0.005865,0.073094,0.000000,0.000000,0.000000
18.852000,drone3,ekf/odom,/drone3/odom,0.699307,0.572711,1.646054,0.001559,-0.000252,0.003079,0.999994,-0.112532,0.019920,0.076025,0.000000,0.000000,0.000000
18.852000,drone3,ekf/odom,/drone3/odom,0.700414,0.572927,1.646587,0.001559,-0.000252,0.003079,0.999994,-0.111005,0.020216,0.076738,0.000000,0.000000,0.000000
18.852000,drone3,ekf/odom,/drone3/odom,0.701448,0.573127,1.647086,0.001572,-0.000292,0.003079,0.999994,-0.109579,0.020493,0.077404,0.000000,0.000000,0.000000
18.852000,drone3,ekf/odom,/drone3/odom,0.702414,0.573315,1.647554,0.001572,-0.000292,0.003079,0.999994,-0.108246,0.020753,0.078029,0.000000,0.000000,0.000000
18.900000,drone3,ekf/odom,/drone3/odom,0.698513,0.574916,1.651613,0.001612,-0.000427,0.003080,0.999994,-0.104320,0.030588,0.073885,0.000000,0.000000,0.000000
18.900000,drone3,ekf/odom,/drone3/odom,0.699616,0.575049,1.652123,0.001620,-0.000454,0.003080,0.999994,-0.102798,0.030771,0.074568,0.000000,0.000000,0.000000
18.900000,drone3,ekf/odom,/drone3/odom,0.700646,0.575173,1.652601,0.001620,-0.000454,0.003080,0.999994,-0.101377,0.030942,0.075206,0.000000,0.000000,0.000000
18.900000,drone3,ekf/odom,/drone3/odom,0.701610,0.575288,1.653049,0.001620,-0.000454,0.003080,0.999994,-0.100048,0.031101,0.075805,0.000000,0.000000,0.000000
18.952000,drone3,ekf/odom,/drone3/odom,0.697001,0.577289,1.657041,0.001670,-0.000630,0.003081,0.999994,-0.110370,0.037596,0.067108,0.000000,0.000000,0.000000
18.952000,drone3,ekf/odom,/drone3/odom,0.698135,0.577334,1.657545,0.001670,-0.000630,0.003081,0.999994,-0.108806,0.037659,0.067781,0.000000,0.000000,0.000000
18.952000,drone3,ekf/odom,/drone3/odom,0.699193,0.577376,1.658016,0.001670,-0.000630,0.003081,0.999994,-0.107346,0.037717,0.068410,0.000000,0.000000,0.000000
18.956000,drone3,ekf/odom,/drone3/odom,0.699774,0.577562,1.658721,0.001670,-0.000630,0.003081,0.999994,-0.107026,0.037668,0.067600,0.000000,0.000000,0.000000
19.000000,drone3,ekf/odom,/drone3/odom,0.696402,0.578959,1.661489,0.001708,-0.000767,0.003082,0.999993,-0.102382,0.032172,0.051378,0.000000,0.000000,0.000000
19.000000,drone3,ekf/odom,/drone3/odom,0.697524,0.578941,1.661991,0.001715,-0.000794,0.003082,0.999993,-0.100834,0.032147,0.052049,0.000000,0.000000,0.000000
19.000000,drone3,ekf/odom,/drone3/odom,0.698572,0.578925,1.662461,0.001715,-0.000794,0.003082,0.999993,-0.099388,0.032124,0.052677,0.000000,0.000000,0.000000
19.000000,drone3,ekf/odom,/drone3/odom,0.699553,0.578909,1.662902,0.001715,-0.000794,0.003082,0.999993,-0.098036,0.032103,0.053266,0.000000,0.000000,0.000000
19.052000,drone3,ekf/odom,/drone3/odom,0.695937,0.580562,1.664940,0.001752,-0.000932,0.003083,0.999993,-0.090954,0.033296,0.028856,0.000000,0.000000,0.000000
19.052000,drone3,ekf/odom,/drone3/odom,0.697053,0.580483,1.665479,0.001752,-0.000932,0.003083,0.999993,-0.089414,0.033187,0.029576,0.000000,0.000000,0.000000
19.052000,drone3,ekf/odom,/drone3/odom,0.698096,0.580410,1.665983,0.001762,-0.000974,0.003083,0.999993,-0.087976,0.033086,0.030249,0.000000,0.000000,0.000000
19.052000,drone3,ekf/odom,/drone3/odom,0.699071,0.580341,1.666456,0.001762,-0.000974,0.003083,0.999993,-0.086631,0.032991,0.030880,0.000000,0.000000,0.000000
19.100000,drone3,ekf/odom,/drone3/odom,0.695715,0.581354,1.667492,0.001797,-0.001112,0.003084,0.999993,-0.092750,0.023421,0.009379,0.000000,0.000000,0.000000
19.100000,drone3,ekf/odom,/drone3/odom,0.696807,0.581243,1.668077,0.001797,-0.001112,0.003084,0.999993,-0.091243,0.023269,0.010160,0.000000,0.000000,0.000000
19.100000,drone3,ekf/odom,/drone3/odom,0.697828,0.581140,1.668624,0.001804,-0.001140,0.003085,0.999993,-0.089835,0.023126,0.010891,0.000000,0.000000,0.000000
19.100000,drone3,ekf/odom,/drone3/odom,0.698783,0.581043,1.669137,0.001804,-0.001140,0.003085,0.999993,-0.088518,0.022993,0.011576,0.000000,0.000000,0.000000
19.152000,drone3,ekf/odom,/drone3/odom,0.694632,0.581994,1.670217,0.001838,-0.001280,0.003086,0.999993,-0.101062,0.020940,0.008640,0.000000,0.000000,0.000000
19.152000,drone3,ekf/odom,/drone3/odom,0.695741,0.581855,1.670849,0.001838,-0.001280,0.003086,0.999993,-0.099533,0.020748,0.009485,0.000000,0.000000,0.000000
19.152000,drone3,ekf/odom,/drone3/odom,0.696775,0.581726,1.671441,0.001847,-0.001322,0.003086,0.999993,-0.098107,0.020570,0.010276,0.000000,0.000000,0.000000
19.152000,drone3,ekf/odom,/drone3/odom,0.697743,0.581605,1.671995,0.001847,-0.001322,0.003086,0.999993,-0.096772,0.020403,0.011016,0.000000,0.000000,0.000000
19.200000,drone3,ekf/odom,/drone3/odom,0.693331,0.582917,1.673215,0.001886,-0.001491,0.003087,0.999992,-0.115319,0.030972,0.011940,0.000000,0.000000,0.000000
19.200000,drone3,ekf/odom,/drone3/odom,0.694452,0.582743,1.673859,0.001886,-0.001491,0.003087,0.999992,-0.113772,0.030732,0.012801,0.000000,0.000000,0.000000
19.200000,drone3,ekf/odom,/drone3/odom,0.695499,0.582580,1.674462,0.001886,-0.001491,0.003087,0.999992,-0.112328,0.030507,0.013607,0.000000,0.000000,0.000000
19.200000,drone3,ekf/odom,/drone3/odom,0.696479,0.582428,1.675028,0.001886,-0.001491,0.003087,0.999992,-0.110977,0.030297,0.014362,0.000000,0.000000,0.000000
