stamp,ns,odom_topic,frame_id,pos_x,pos_y,pos_z,orient_x,orient_y,orient_z,orient_w,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z
69.652000,drone3,ekf/odom,/drone3/odom,0.807895,0.586389,1.430963,-0.002069,-0.001349,0.000096,0.999997,-0.033729,0.001497,0.026282,0.000000,0.000000,0.000000
69.652000,drone3,ekf/odom,/drone3/odom,0.808404,0.586546,1.431162,-0.002069,-0.001349,0.000096,0.999997,-0.033031,0.001712,0.026548,0.000000,0.000000,0.000000
69.700000,drone3,ekf/odom,/drone3/odom,0.807455,0.586745,1.432182,-0.002079,-0.001352,0.000096,0.999997,-0.031334,0.000915,0.016358,0.000000,0.000000,0.000000
69.700000,drone3,ekf/odom,/drone3/odom,0.808009,0.586901,1.432417,-0.002079,-0.001352,0.000096,0.999997,-0.030572,0.001128,0.016671,0.000000,0.000000,0.000000
69.700000,drone3,ekf/odom,/drone3/odom,0.808527,0.587046,1.432636,-0.002081,-0.001353,0.000096,0.999997,-0.029862,0.001327,0.016964,0.000000,0.000000,0.000000
69.700000,drone3,ekf/odom,/drone3/odom,0.809012,0.587181,1.432842,-0.002081,-0.001353,0.000096,0.999997,-0.029196,0.001514,0.017239,0.000000,0.000000,0.000000
69.752000,drone3,ekf/odom,/drone3/odom,0.807807,0.586775,1.435130,-0.002089,-0.001358,0.000095,0.999997,-0.033601,-0.010796,0.040027,0.000000,0.000000,0.000000
69.752000,drone3,ekf/odom,/drone3/odom,0.808350,0.586931,1.435337,-0.002091,-0.001359,0.000095,0.999997,-0.032855,-0.010583,0.040304,0.000000,0.000000,0.000000
69.752000,drone3,ekf/odom,/drone3/odom,0.808858,0.587076,1.435531,-0.002091,-0.001359,0.000095,0.999997,-0.032157,-0.010383,0.040563,0.000000,0.000000,0.000000
69.752000,drone3,ekf/odom,/drone3/odom,0.809333,0.587212,1.435712,-0.002091,-0.001359,0.000095,0.999997,-0.031505,-0.010196,0.040806,0.000000,0.000000,0.000000
69.800000,drone3,ekf/odom,/drone3/odom,0.809077,0.586420,1.437097,-0.002097,-0.001366,0.000095,0.999997,-0.015680,-0.019996,0.024559,0.000000,0.000000,0.000000
69.800000,drone3,ekf/odom,/drone3/odom,0.809573,0.586587,1.437302,-0.002098,-0.001368,0.000094,0.999997,-0.014999,-0.019766,0.024833,0.000000,0.000000,0.000000
69.800000,drone3,ekf/odom,/drone3/odom,0.810036,0.586743,1.437494,-0.002098,-0.001368,0.000094,0.999997,-0.014363,-0.019552,0.025089,0.000000,0.000000,0.000000
69.800000,drone3,ekf/odom,/drone3/odom,0.810470,0.586889,1.437674,-0.002098,-0.001368,0.000094,0.999997,-0.013768,-0.019351,0.025330,0.000000,0.000000,0.000000
69.852000,drone3,ekf/odom,/drone3/odom,0.810628,0.585924,1.439495,-0.002102,-0.001377,0.000094,0.999997,-0.005459,-0.022117,0.031253,0.000000,0.000000,0.000000
69.852000,drone3,ekf/odom,/drone3/odom,0.811071,0.586109,1.439691,-0.002104,-0.001380,0.000094,0.999997,-0.004851,-0.021862,0.031515,0.000000,0.000000,0.000000
69.852000,drone3,ekf/odom,/drone3/odom,0.811484,0.586282,1.439875,-0.002104,-0.001380,0.000094,0.999997,-0.004283,-0.021625,0.031760,0.000000,0.000000,0.000000
69.852000,drone3,ekf/odom,/drone3/odom,0.811872,0.586443,1.440047,-0.002104,-0.001380,0.000094,0.999997,-0.003751,-0.021403,0.031990,0.000000,0.000000,0.000000
69.900000,drone3,ekf/odom,/drone3/odom,0.812244,0.585401,1.441914,-0.002106,-0.001392,0.000093,0.999997,-0.000251,-0.025927,0.035164,0.000000,0.000000,0.000000
69.900000,drone3,ekf/odom,/drone3/odom,0.812627,0.585603,1.442093,-0.002107,-0.001394,0.000093,0.999997,0.000276,-0.025650,0.035403,0.000000,0.000000,0.000000
69.900000,drone3,ekf/odom,/drone3/odom,0.812986,0.585792,1.442260,-0.002107,-0.001394,0.000093,0.999997,0.000768,-0.025391,0.035627,0.000000,0.000000,0.000000
69.900000,drone3,ekf/odom,/drone3/odom,0.813321,0.585968,1.442417,-0.002107,-0.001394,0.000093,0.999997,0.001228,-0.025149,0.035836,0.000000,0.000000,0.000000
69.952000,drone3,ekf/odom,/drone3/odom,0.814173,0.584738,1.444257,-0.002107,-0.001412,0.000092,0.999997,0.010309,-0.027978,0.032092,0.000000,0.000000,0.000000
69.952000,drone3,ekf/odom,/drone3/odom,0.814489,0.584963,1.444429,-0.002107,-0.001412,0.000092,0.999997,0.010744,-0.027669,0.032322,0.000000,0.000000,0.000000
69.952000,drone3,ekf/odom,/drone3/odom,0.814785,0.585173,1.444589,-0.002107,-0.001412,0.000092,0.999997,0.011150,-0.027380,0.032536,0.000000,0.000000,0.000000
