stamp,track_id,class,class_name,ns,est_x,est_y,est_z,gt_name,gt_x,gt_y,gt_z,err_x,err_y,err_z,err_norm,aquabot_x,aquabot_y,aquabot_z,aq_range_est,aq_range_gt,aq_range_err
554.172000,0,3,container4,drone3,27.974429,4.053575,0.000000,container4,31.669948,4.721977,-1.751321,-3.695519,-0.668402,1.751321,4.143760,-2.097155,-0.189890,0.000000,30.369511,34.167394,-3.797883
554.204000,0,3,container4,drone3,27.967388,4.051558,0.000000,container4,31.669870,4.721989,-1.754019,-3.702482,-0.670431,1.754019,4.151438,-2.097277,-0.189830,0.000000,30.362369,34.167569,-3.805200
554.236000,0,3,container4,drone3,27.960646,4.049822,0.000000,container4,31.669870,4.721989,-1.754019,-3.709225,-0.672167,1.754019,4.157733,-2.097277,-0.189830,0.000000,30.355450,34.167569,-3.812119
554.272000,0,3,container4,drone3,27.953270,4.048192,0.000000,container4,31.669792,4.722004,-1.756721,-3.716522,-0.673812,1.756721,4.165648,-2.097358,-0.189790,0.000000,30.347994,34.167707,-3.819713
554.304000,0,3,container4,drone3,27.946529,4.046923,0.000000,container4,31.669712,4.722023,-1.759425,-3.723184,-0.675101,1.759425,4.172941,-2.097399,-0.189769,0.000000,30.341180,34.167808,-3.826629
554.336000,0,3,container4,drone3,27.939681,4.045777,0.000000,container4,31.669632,4.722046,-1.762131,-3.729952,-0.676268,1.762131,4.180309,-2.097482,-0.189729,0.000000,30.334315,34.167947,-3.833633
554.368000,0,3,container4,drone3,27.933979,4.044976,0.000000,container4,31.669551,4.722072,-1.764839,-3.735572,-0.677096,1.764839,4.186599,-2.097565,-0.189690,0.000000,30.328633,34.168087,-3.839454
554.400000,0,3,container4,drone3,27.928880,4.044309,0.000000,container4,31.669469,4.722101,-1.767546,-3.740589,-0.677792,1.767546,4.192330,-2.097606,-0.189670,0.000000,30.323530,34.168188,-3.844658
554.436000,0,3,container4,drone3,27.924135,4.043686,0.000000,container4,31.669469,4.722101,-1.767546,-3.745333,-0.678415,1.767546,4.196664,-2.097690,-0.189630,0.000000,30.318822,34.168265,-3.849443
554.468000,0,3,container4,drone3,27.920131,4.043335,0.000000,container4,31.669301,4.722171,-1.772961,-3.749170,-0.678836,1.772961,4.202438,-2.097816,-0.189571,0.000000,30.314925,34.168506,-3.853581
