stamp,ns,class,score,u,v,world_x,world_y,world_z,gt_name,gt_x,gt_y,gt_z,err_x,err_y,err_z,err_norm,aquabot_x,aquabot_y,aquabot_z,aq_det_range,aq_gt_range,aq_range_err
528.268000,drone2,3,0.952291,217.478790,180.926926,27.794986,5.435422,0.000000,container4,31.790669,4.729885,-1.577012,-3.995683,0.705537,1.577012,4.353187,-2.015234,-0.146532,0.191254,30.328930,34.201540,-3.872609
528.268000,drone2,4,0.946924,538.339478,88.187973,30.420593,-2.487982,0.000000,container5,31.808342,-3.263803,-1.575237,-1.387749,0.775821,1.575237,2.238106,-2.015234,-0.146532,0.191254,32.520792,34.012824,-1.492032
528.464000,drone2,3,0.952627,217.281067,183.012726,27.755410,5.451485,0.000000,container4,31.790669,4.729885,-1.577012,-4.035259,0.721600,1.577012,4.392151,-2.018129,-0.146630,0.189621,30.295849,34.204330,-3.908481
528.464000,drone2,4,0.947761,538.583252,87.981003,30.448221,-2.505410,0.000000,container5,31.808342,-3.263803,-1.575237,-1.360121,0.758394,1.575237,2.215054,-2.018129,-0.146630,0.189621,32.552476,34.015609,-1.463133
528.496000,drone2,3,0.953346,217.405258,184.368973,27.727552,5.452093,0.000000,container4,31.790669,4.729885,-1.577012,-4.063117,0.722208,1.577012,4.417858,-2.018512,-0.146632,0.192128,30.268978,34.204839,-3.935862
528.496000,drone2,4,0.947224,538.880981,89.025085,30.432137,-2.514273,0.000000,container5,31.808342,-3.263803,-1.575237,-1.376205,0.749530,1.575237,2.221960,-2.018512,-0.146632,0.192128,32.537475,34.016120,-1.478645
528.528000,drone2,3,0.953712,217.367249,184.573868,27.729970,5.455962,0.000000,container4,31.790669,4.729885,-1.577012,-4.060699,0.726077,1.577012,4.416269,-2.018994,-0.146643,0.190743,30.272536,34.205245,-3.932709
528.528000,drone2,4,0.947424,538.924622,88.965691,30.440808,-2.511607,0.000000,container5,31.808342,-3.263803,-1.575237,-1.367534,0.752196,1.575237,2.217504,-2.018994,-0.146643,0.190743,32.546400,34.016526,-1.470126
528.564000,drone2,3,0.953604,217.247345,184.837631,27.727147,5.461498,0.000000,container4,31.790669,4.729885,-1.577012,-4.063522,0.731613,1.577012,4.419778,-2.019576,-0.146654,0.188729,30.271348,34.205718,-3.934370
528.564000,drone2,4,0.948164,538.689148,88.497574,30.454900,-2.500672,0.000000,container5,31.808342,-3.263803,-1.575237,-1.353442,0.763131,1.575237,2.212589,-2.019576,-0.146654,0.188729,32.560230,34.016999,-1.456769
