stamp,drone,source,x,y,z,,,,,,,,,,,,,,,,
225.156,drone2,ekf,10.082404,1.562513,10.065409,,,,,,,,,,,,,,,,
225.18,drone2,raw,10.235884,1.671953,10.165252,,,,,,,,,,,,,,,,
225.18,drone3,raw,8.755895,8.619451,10.154651,,,,,,,,,,,,,,,,
225.18,drone1,raw,10.042501,-6.433179,10.021117,,,,,,,,,,,,,,,,
225.2,drone3,ekf,8.333333,8.210482,10.042132,,,,,,,,,,,,,,,,
225.2,drone2,ekf,10.074542,1.5562,10.054332,,,,,,,,,,,,,,,,
225.2,drone1,ekf,10.144684,-6.324176,10.030684,,,,,,,,,,,,,,,,
225.2,drone1,raw,10.042501,-6.433179,10.021118,,,,,,,,,,,,,,,,
225.2,drone2,raw,10.237677,1.673437,10.165319,,,,,,,,,,,,,,,,
225.2,drone2,ekf,10.079585,1.560369,10.058571,,,,,,,,,,,,,,,,
225.2,drone3,raw,8.757387,8.621232,10.154706,,,,,,,,,,,,,,,,
225.2,drone2,ekf,10.084296,1.564263,10.062538,,,,,,,,,,,,,,,,
225.2,drone2,ekf,10.088706,1.567909,10.066257,,,,,,,,,,,,,,,,
225.2,drone3,ekf,8.347356,8.224966,10.046429,,,,,,,,,,,,,,,,
225.2,drone3,ekf,8.360454,8.238494,10.05045,,,,,,,,,,,,,,,,
225.2,drone3,ekf,8.372715,8.251158,10.05422,,,,,,,,,,,,,,,,
225.2,drone1,ekf,10.140566,-6.328144,10.030946,,,,,,,,,,,,,,,,
225.2,drone1,ekf,10.13672,-6.33185,10.03119,,,,,,,,,,,,,,,,
225.2,drone1,ekf,10.13312,-6.33532,10.03142,0.066953,0.035404,,,,,,,,,,,,,,
225.08,drone1,raw,10.042501,-6.433179,10.021114,,,,,,,,,,,,,,,,
225.22,drone2,raw,10.239465,1.674915,10.165392,,,,,,,,,,,,,,,,
225.22,drone1,raw,10.042501,-6.433179,10.021119,,,,,,,,,,,,,,,,
225.24,drone3,raw,8.760371,8.624792,10.154819,,,,,,,,,,,,,,,,
225.24,drone1,raw,10.042501,-6.433179,10.021119,,,,,,,,,,,,,,,,
225.24,drone2,raw,10.241248,1.676389,10.16547,,,,,,,,,,,,,,,,
225.252,drone1,ekf,10.145192,-6.323578,10.032434,,,,,,,,,,,,,,,,
225.252,drone1,ekf,10.141035,-6.327588,10.032639,,,,,,,,,,,,,,,,
225.252,drone1,ekf,10.137153,-6.331332,10.03283,,,,,,,,,,,,,,,,
225.252,drone2,ekf,10.07854,1.560232,10.051527,,,,,,,,,,,,,,,,
225.252,drone2,ekf,10.083632,1.564417,10.055888,,,,,,,,,,,,,,,,
225.252,drone2,ekf,10.088388,1.568325,10.059968,,,,,,,,,,,,,,,,
225.252,drone3,ekf,8.337639,8.213548,10.04074,,,,,,,,,,,,,,,,
225.252,drone2,ekf,10.092838,1.571983,10.063793,,,,,,,,,,,,,,,,
225.252,drone1,ekf,10.133519,-6.334836,10.033009,,,,,,,,,,,,,,,,
225.256,drone3,ekf,8.348211,8.224427,10.043825,,,,,,,,,,,,,,,,
225.256,drone3,ekf,8.361623,8.238349,10.048,,,,,,,,,,,,,,,,
225.256,drone3,ekf,8.374166,8.251368,10.051911,,,,,,,,,,,,,,,,
225.26,drone3,raw,8.761862,8.626571,10.154873,,,,,,,,,,,,,,,,
225.26,drone1,raw,10.042501,-6.433179,10.02112,,,,,,,,,,,,,,,,
225.26,drone2,raw,10.243034,1.677865,10.165551,,,,,,,,,,,,,,,,
225.28,drone1,raw,10.042501,-6.433179,10.02112,,,,,,,,,,,,,,,,
225.28,drone2,raw,10.244822,1.679344,10.16563,,,,,,,,,,,,,,,,
225.28,drone3,raw,8.763352,8.628351,10.154927,,,,,,,,,,,,,,,,
225.3,drone3,raw,8.764842,8.63013,10.154988,,,,,,,,,,,,,,,,
225.3,drone2,raw,10.246613,1.680826,10.165713,,,,,,,,,,,,,,,,
225.3,drone3,ekf,8.347007,8.221196,10.041591,,,,,,,,,,,,,,,,
225.3,drone2,ekf,10.08392,1.565286,10.050731,,,,,,,,,,,,,,,,
225.3,drone1,raw,10.042501,-6.433179,10.021121,,,,,,,,,,,,,,,,
225.3,drone1,ekf,10.14409,-6.323608,10.033294,,,,,,,,,,,,,,,,
225.3,drone3,ekf,8.360818,8.235618,10.045916,,,,,,,,,,,,,,,,
225.3,drone2,ekf,10.088949,1.569398,10.055103,,,,,,,,,,,,,,,,
225.3,drone1,ekf,10.139992,-6.327596,10.033469,,,,,,,,,,,,,,,,
225.3,drone3,ekf,8.373717,8.249089,10.049963,,,,,,,,,,,,,,,,
225.3,drone2,ekf,10.093646,1.573239,10.059194,,,,,,,,,,,,,,,,
225.3,drone1,ekf,10.136164,-6.331321,10.033633,,,,,,,,,,,,,,,,
225.3,drone2,ekf,10.098044,1.576836,10.06303,,,,,,,,,,,,,,,,
225.3,drone1,ekf,10.13258,-6.334808,10.033786,,,,,,,,,,,,,,,,
225.3,drone3,ekf,8.385793,8.261699,10.053758,,,,,,,,,,,,,,,,
225.32,drone3,raw,8.766331,8.63191,10.155058,,,,,,,,,,,,,,,,
225.32,drone2,raw,10.248405,1.682307,10.1658,,,,,,,,,,,,,,,,
225.32,drone1,raw,10.042501,-6.433179,10.021121,,,,,,,,,,,,,,,,
225.34,drone3,raw,8.767823,8.633693,10.155135,,,,,,,,,,,,,,,,
225.34,drone2,raw,10.250198,1.683789,10.165891,,,,,,,,,,,,,,,,
225.34,drone1,raw,10.042501,-6.433179,10.021122,,,,,,,,,,,,,,,,
225.352,drone1,ekf,10.143034,-6.32188,10.033343,,,,,,,,,,,,,,,,
225.352,drone3,ekf,8.350664,8.22323,10.041119,,,,,,,,,,,,,,,,
225.352,drone3,ekf,8.364564,8.237827,10.045491,,,,,,,,,,,,,,,,
225.352,drone3,ekf,8.377542,8.251456,10.049581,,,,,,,,,,,,,,,,
225.352,drone3,ekf,8.389686,8.26421,10.053414,,,,,,,,,,,,,,,,
225.356,drone2,ekf,10.08688,1.56816,10.048183,,,,,,,,,,,,,,,,
225.356,drone2,ekf,10.092048,1.572373,10.052717,,,,,,,,,,,,,,,,
225.352,drone1,ekf,10.138949,-6.32595,10.033517,,,,,,,,,,,,,,,,
225.356,drone2,ekf,10.09687,1.576303,10.056955,,,,,,,,,,,,,,,,
225.356,drone2,ekf,10.10138,1.579979,10.060925,,,,,,,,,,,,,,,,
225.356,drone1,ekf,10.136158,-6.328542,10.033637,,,,,,,,,,,,,,,,
225.36,drone3,raw,8.769319,8.635482,10.155213,,,,,,,,,,,,,,,,
225.36,drone2,raw,10.251992,1.685272,10.165986,,,,,,,,,,,,,,,,
225.36,drone1,ekf,10.133531,-6.330977,10.033751,,,,,,,,,,,,,,,,
225.36,drone1,raw,10.042501,-6.433179,10.021123,,,,,,,,,,,,,,,,
225.38,drone3,raw,8.770818,8.637273,10.155289,,,,,,,,,,,,,,,,
225.38,drone1,raw,10.042501,-6.433179,10.021123,,,,,,,,,,,,,,,,
225.38,drone2,raw,10.25379,1.686757,10.166086,,,,,,,,,,,,,,,,
225.4,drone2,raw,10.255591,1.688244,10.166194,,,,,,,,,,,,,,,,
225.4,drone3,raw,8.772315,8.639066,10.155365,,,,,,,,,,,,,,,,
225.4,drone1,raw,,,,,,,,,,,,,,,,,,,
225.252,drone3,ekf,8.337639,8.213548,10.04074,ekf,10.094189,1.574768,10.05105,-0.091442,0.115698,0.020632,0.988851,0.020199,-0.277537,-0.210962,-0.324643,,,,
225.4,drone3,ekf,8.358144,8.230274,10.04176,,,,,,,,,,,,,,,,
225.4,drone3,ekf,8.371841,8.244704,10.046095,,,,,,,,,,,,,,,,
225.4,drone1,ekf,10.140511,-6.321701,10.033484,,,,,,,,,,,,,,,,
225.4,drone3,ekf,8.384632,8.258181,10.050152,,,,,,,,,,,,,,,,
225.4,drone1,ekf,10.136537,-6.325752,10.033652,,,,,,,,,,,,,,,,
225.4,drone3,ekf,8.396607,8.270796,10.053955,,,,,,,,,,,,,,,,
225.4,drone2,ekf,10.099169,1.578807,10.055423,,,,,,,,,,,,,,,,
225.4,drone1,ekf,10.132825,-6.329535,10.03381,,,,,,,,,,,,,,,,
225.4,drone2,ekf,10.103821,1.582579,10.059515,,,,,,,,,,,,,,,,
225.4,drone1,ekf,10.12935,-6.333077,10.033958,,,,,,,,,,,,,,,,
225.4,drone2,ekf,10.108176,1.586111,10.063352,,,,,,,,,,,,,,,,
225.42,drone1,raw,10.042501,-6.433179,10.021125,,,,,,,,,,,,,,,,
225.42,drone3,raw,8.77381,8.640857,10.155441,,,,,,,,,,,,,,,,
225.42,drone2,raw,10.257396,1.689733,10.166309,,,,,,,,,,,,,,,,
225.44,drone3,raw,8.775301,8.642646,10.155513,,,,,,,,,,,,,,,,
225.44,drone2,raw,10.259204,1.691226,10.166427,,,,,,,,,,,,,,,,
225.44,drone1,raw,10.042501,-6.433179,10.021125,,,,,,,,,,,,,,,,
225.448,drone2,ekf,10.099142,1.580448,10.052052,,,,,,,,,,,,,,,,
225.448,drone1,ekf,10.138738,-6.321094,10.034228,,,,,,,,,,,,,,,,
225.448,drone2,ekf,10.104091,1.584408,10.056383,,,,,,,,,,,,,,,,
225.448,drone2,ekf,10.108716,1.588108,10.060437,,,,,,,,,,,,,,,,
225.448,drone2,ekf,10.113047,1.591574,10.06424,,,,,,,,,,,,,,,,
225.452,drone3,ekf,8.361177,8.233276,10.040675,,,,,,,,,,,,,,,,
225.452,drone1,ekf,10.135877,-6.323892,10.034387,,,,,,,,,,,,,,,,
225.456,drone1,ekf,10.133191,-6.32652,10.034539,,,,,,,,,,,,,,,,
225.456,drone3,ekf,8.371453,8.244116,10.043802,,,,,,,,,,,,,,,,
225.456,drone3,ekf,8.384592,8.257985,10.048003,,,,,,,,,,,,,,,,
225.456,drone3,ekf,8.396878,8.270953,10.051938,,,,,,,,,,,,,,,,
225.456,drone1,ekf,10.129648,-6.330218,10.034666,,,,,,,,,,,,,,,,
225.46,drone3,raw,8.776789,8.644433,10.155581,,,,,,,,,,,,,,,,
225.46,drone1,raw,10.042501,-6.433179,10.021126,,,,,,,,,,,,,,,,
225.46,drone2,raw,10.261017,1.692722,10.166541,,,,,,,,,,,,,,,,
225.48,drone2,raw,10.26283,1.694219,10.166652,,,,,,,,,,,,,,,,
225.48,drone3,raw,8.778275,8.646219,10.155646,,,,,,,,,,,,,,,,
225.48,drone1,raw,10.042501,-6.433179,10.021126,,,,,,,,,,,,,,,,
225.5,drone1,raw,10.042501,-6.433179,10.021127,,,,,,,,,,,,,,,,
225.5,drone2,ekf,10.103427,1.584745,10.052634,,,,,,,,,,,,,,,,
225.5,drone1,ekf,10.137532,-6.32022,10.034686,,,,,,,,,,,,,,,,
225.5,drone2,raw,10.264642,1.695713,10.166758,,,,,,,,,,,,,,,,
225.5,drone2,ekf,10.108411,1.588706,10.056983,,,,,,,,,,,,,,,,
225.5,drone3,raw,8.779758,8.648003,10.155715,,,,,,,,,,,,,,,,
225.5,drone3,ekf,8.368994,8.241533,10.041055,,,,,,,,,,,,,,,,
225.5,drone1,ekf,10.133659,-6.324322,10.034814,,,,,,,,,,,,,,,,
225.5,drone1,ekf,10.130041,-6.328154,10.034935,,,,,,,,,,,,,,,,
225.5,drone1,ekf,10.126654,-6.331741,10.035048,,,,,,,,,,,,,,,,
225.5,drone3,ekf,8.382566,8.255877,10.045424,,,,,,,,,,,,,,,,
225.5,drone3,ekf,8.395243,8.269274,10.049511,,,,,,,,,,,,,,,,
225.5,drone2,ekf,10.113065,1.592406,10.061051,,,,,,,,,,,,,,,,
225.5,drone3,ekf,8.40711,8.281815,10.053344,,,,,,,,,,,,,,,,
225.5,drone2,ekf,10.117422,1.59587,10.064866,,,,,,,,,,,,,,,,
225.52,drone1,raw,10.042501,-6.433179,10.021128,,,,,,,,,,,,,,,,
225.52,drone2,raw,10.266449,1.697204,10.166859,,,,,,,,,,,,,,,,
225.52,drone3,raw,8.781241,8.649787,10.155791,,,,,,,,,,,,,,,,
225.54,drone3,raw,8.782725,8.651574,10.155872,,,,,,,,,,,,,,,,
225.54,drone2,raw,10.268251,1.698691,10.166952,,,,,,,,,,,,,,,,
225.54,drone1,raw,10.042501,-6.433179,10.021128,,,,,,,,,,,,,,,,
225.552,drone1,ekf,10.136722,-6.318408,10.034706,,,,,,,,,,,,,,,,
225.556,drone3,ekf,8.367675,8.240014,10.039007,,,,,,,,,,,,,,,,
225.556,drone2,ekf,10.107354,1.587231,10.052635,,,,,,,,,,,,,,,,
225.556,drone1,ekf,10.133852,-6.32133,10.034799,,,,,,,,,,,,,,,,
225.556,drone2,ekf,10.112443,1.591305,10.05706,,,,,,,,,,,,,,,,
225.556,drone1,ekf,10.13017,-6.325323,10.034922,,,,,,,,,,,,,,,,
225.556,drone2,ekf,10.117192,1.595105,10.061196,,,,,,,,,,,,,,,,
225.556,drone1,ekf,10.126726,-6,10.132825,0.323844,-0.01053,,,,,,,,,,,,,,
225.4,10.121633,1.598659,10.065071,-0.090797,0.115267,,,,,,,,,,,,,,,,
225.556,drone3,ekf,8.381644,8.254802,10.043521,,,,,,,,,,,,,,,,
225.556,drone3,ekf,8.394678,8.268599,10.047739,,,,,,,,,,,,,,,,
225.556,drone3,ekf,8.406866,8.281501,10.051691,,,,,,,,,,,,,,,,
225.56,drone1,raw,10.042501,-6.433179,10.021129,,,,,,,,,,,,,,,,
225.56,drone3,raw,8.784214,8.653366,10.155954,,,,,,,,,,,,,,,,
225.56,drone2,raw,10.270048,1.700173,10.167038,,,,,,,,,,,,,,,,
225.58,drone3,raw,8.785705,8.65516,10.156036,,,,,,,,,,,,,,,,
225.58,drone1,raw,10.042501,-6.433179,10.02113,,,,,,,,,,,,,,,,
225.58,drone2,raw,10.271842,1.701651,10.167118,,,,,,,,,,,,,,,,
225.6,drone3,raw,8.787197,8.656955,10.156123,,,,,,,,,,,,,,,,
225.6,drone1,ekf,10.134474,-6.318293,10.034953,,,,,,,,,,,,,,,,
225.6,drone1,raw,10.042501,-6.433179,10.02113,,,,,,,,,,,,,,,,
225.6,drone2,ekf,10.114791,1.59308,10.055951,,,,,,,,,,,,,,,,
225.6,drone3,ekf,8.378503,8.25223,10.04185,,,,,,,,,,,,,,,,
225.6,drone2,raw,10.273635,1.703125,10.167195,,,,,,,,,,,,,,,,
225.6,drone3,ekf,8.391991,8.266501,10.046202,,,,,,,,,,,,,,,,
225.6,drone1,ekf,10.130706,-6.322459,10.035073,,,,,,,,,,,,,,,,
225.6,drone3,ekf,8.40459,8.27983,10.050274,,,,,,,,,,,,,,,,
225.6,drone1,ekf,10.127187,-6.326351,10.035185,,,,,,,,,,,,,,,,
225.6,drone3,ekf,8.416384,8.292309,10.054093,,,,,,,,,,,,,,,,
225.6,drone1,ekf,10.123892,-6.329994,10.03529,,,,,,,,,,,,,,,,
225.6,drone2,ekf,10.119688,1.597007,10.060201,,,,,,,,,,,,,,,,
225.6,drone2,ekf,10.124263,1.600675,10.064177,,,,,,,,,,,,,,,,
225.6,drone2,ekf,10.128546,1.604109,10.067905,,,,,,,,,,,,,,,,
225.62,drone2,raw,10.275427,1.704598,10.167267,,,,,,,,,,,,,,,,
225.62,drone1,raw,10.042501,-6.433179,10.021131,,,,,,,,,,,,,,,,
225.62,drone3,raw,8.788688,8.65875,10.156215,,,,,,,,,,,,,,,,
225.64,drone3,raw,8.79018,8.660545,10.156307,,,,,,,,,,,,,,,,
225.64,drone2,raw,10.277222,1.706071,10.167331,,,,,,,,,,,,,,,,
225.64,drone1,raw,10.042501,-6.433179,10.021131,,,,,,,,,,,,,,,,
225.652,drone3,ekf,8.379251,8.254457,10.041479,,,,,,,,,,,,,,,,
225.652,drone2,ekf,10.119466,1.596872,10.055906,,,,,,,,,,,,,,,,
225.652,drone2,ekf,10.124391,1.600823,10.060186,,,,,,,,,,,,,,,,
225.652,drone1,ekf,10.132471,-6.316617,10.035102,,,,,,,,,,,,,,,,
225.652,drone3,ekf,8.392923,8.268893,10.045876,,,,,,,,,,,,,,,,
225.652,drone2,ekf,10.12899,1.604513,10.06419,,,,,,,,,,,,,,,,
225.652,drone1,ekf,10.12875,-6.320865,10.035218,,,,,,,,,,,,,,,,
225.652,drone3,ekf,8.40569,8.282373,10.049988,,,,,,,,,,,,,,,,
225.652,drone2,ekf,10.133294,1.607965,10.067944,,,,,,,,,,,,,,,,
225.652,drone1,ekf,10.125275,-6.324831,10.035326,,,,,,,,,,,,,,,,
225.652,drone3,ekf,8.417637,8.294987,10.053843,,,,,,,,,,,,,,,,
225.652,drone1,ekf,10.122024,-6.328543,10.035427,,,,,,,,,,,,,,,,
225.66,drone3,raw,8.791673,8.662343,10.156393,,,,,,,,,,,,,,,,
225.66,drone1,raw,10.042501,-6.433179,10.021132,,,,,,,,,,,,,,,,
225.66,drone2,raw,10.279016,1.707544,10.167385,,,,,,,,,,,,,,,,
225.68,drone3,raw,8.793165,8.66414,10.156477,,,,,,,,,,,,,,,,
225.68,drone2,raw,10.280809,1.709017,10.167431,,,,,,,,,,,,,,,,
225.68,drone1,raw,10.042501,-6.433179,10.021133,,,,,,,,,,,,,,,,
225.7,drone1,raw,10.042501,-6.433179,10.021133,,,,,,,,,,,,,,,,
225.7,drone3,raw,8.794654,8.665934,10.156562,,,,,,,,,,,,,,,,
225.7,drone2,raw,10.282598,1.710487,10.16747,,,,,,,,,,,,,,,,
225.7,drone3,ekf,8.385072,8.260707,10.042338,,,,,,,,,,,,,,,,
225.7,drone1,ekf,10.12981,-6.316908,10.034517,,,,,,,,,,,,,,,,
225.7,drone2,ekf,10.12495,1.601417,10.057122,,,,,,,,,,,,,,,,
225.7,drone1,ekf,10.126199,-6.321124,10.034652,,,,,,,,,,,,,,,,
225.7,drone1,ekf,10.122825,-6.325063,10.034778,,,,,,,,,,,,,,,,
225.7,drone1,ekf,10.119667,-6.32875,10.034896,,,,,,,,,,,,,,,,
225.7,drone3,ekf,8.398597,8.275003,10.046691,,,,,,,,,,,,,,,,
225.7,drone3,ekf,8.41123,8.288355,10.050763,,,,,,,,,,,,,,,,
225.7,drone2,ekf,10.12981,1.605313,10.061344,,,,,,,,,,,,,,,,
225.7,drone3,ekf,8.423056,8.300855,10.054582,,,,,,,,,,,,,,,,
225.7,drone2,ekf,10.134349,1.608953,10.065295,,,,,,,,,,,,,,,,
225.7,drone2,ekf,10.138598,1.61236,10.069,,,,,,,,,,,,,,,,
225.72,drone1,raw,10.042501,-6.433179,10.021134,0.000034,,,,,,,,,,,,,,,
225.6,drone3,raw,8.787197,8,10.156644,,,,,,,,,,,,,,,,
225.72,drone2,raw,10.284382,1.711953,10.167504,,,,,,,,,,,,,,,,
225.74,drone3,raw,8.797627,8.669516,10.15672,,,,,,,,,,,,,,,,
225.74,drone2,raw,10.286162,1.713417,10.16753,,,,,,,,,,,,,,,,
225.74,drone1,raw,10.042501,-6.433179,10.021134,,,,,,,,,,,,,,,,
225.752,drone2,ekf,10.129048,1.605068,10.057031,,,,,,,,,,,,,,,,
225.752,drone3,ekf,8.387017,8.263039,10.041207,,,,,,,,,,,,,,,,
225.756,drone2,ekf,10.132926,1.608198,10.060113,,,,,,,,,,,,,,,,
225.752,drone1,ekf,10.127764,-6.315007,10.034701,,,,,,,,,,,,,,,,
225.752,drone3,ekf,8.400685,8.277496,10.045629,,,,,,,,,,,,,,,,
225.752,drone1,ekf,10.124201,-6.319313,10.034831,,,,,,,,,,,,,,,,
225.756,drone3,ekf,8.409944,8.287314,10.048499,,,,,,,,,,,,,,,,
225.752,drone1,ekf,10.120875,-6.323334,10.034952,,,,,,,,,,,,,,,,
225.756,drone3,ekf,8.422123,8.300196,10.052455,,,,,,,,,,,,,,,,
225.752,drone1,ekf,10.117762,-6.327097,10.035065,,,,,,,,,,,,,,,,
225.756,drone2,ekf,10.137588,1.611927,10.064168,,,,,,,,,,,,,,,,
225.756,drone2,ekf,10.141948,1.615414,10.067967,,,,,,,,,,,,,,,,
225.76,drone2,raw,10.28794,1.714879,10.167549,,,,,,,,,,,,,,,,
225.76,drone3,raw,8.799113,8.671305,10.156788,,,,,,,,,,,,,,,,
225.76,drone1,raw,10.042501,-6.433179,10.021135,,,,,,,,,,,,,,,,
225.78,drone3,raw,8.800598,8.673091,10.156852,,,,,,,,,,,,,,,,
225.78,drone1,raw,10.042501,-6.433179,10.021136,,,,,,,,,,,,,,,,
225.78,drone2,raw,10.289718,1.716341,10.167561,,,,,,,,,,,,,,,,
225.8,drone2,raw,10.291494,1.717802,10.167571,,,,,,,,,,,,,,,,
225.8,drone3,raw,8.80208,8.674873,10.156921,,,,,,,,,,,,,,,,
225.8,drone1,ekf,10.125186,-6.314582,10.035306,,,,,,,,,,,,,,,,
225.8,drone3,ekf,8.393717,8.270738,10.042323,,,,,,,,,,,,,,,,
225.8,drone2,ekf,10.134834,1.609766,10.058706,,,,,,,,,,,,,,,,
225.8,drone1,ekf,10.121729,-6.318881,10.035414,,,,,,,,,,,,,,,,
225.8,drone3,ekf,8.407198,8.284993,10.046688,,,,,,,,,,,,,,,,
225.8,drone2,ekf,10.139657,1.613626,10.062877,,,,,,,,,,,,,,,,
225.8,drone1,ekf,10.118501,-6.322897,10.035516,,,,,,,,,,,,,,,,
225.8,drone3,ekf,8.419789,8.298309,10.050771,,,,,,,,,,,,,,,,
225.8,drone2,ekf,10.144163,1.617232,10.06678,,,,,,,,,,,,,,,,
225.8,drone1,ekf,10.115479,-6.326655,10.035611,,,,,,,,,,,,,,,,
225.8,drone2,ekf,10.14838,1.620607,10.07044,,,,,,,,,,,,,,,,
225.8,drone3,ekf,8.431576,8.310774,10.0546,,,,,,,,,,,,,,,,
225.8,drone1,raw,10.042501,-6.433179,10.021136,,,,,,,,,,,,,,,,
225.82,drone3,raw,8.803561,8.676655,10.156996,,,,,,,,,,,,,,,,
225.82,drone2,raw,10.29327,1.719261,10.167579,,,,,,,,,,,,,,,,
225.82,drone1,raw,10.042501,-6.433179,10.021137,,,,,,,,,,,,,,,,
225.84,drone2,raw,10.295047,1.720722,10.167585,,,,,,,,,,,,,,,,
225.84,drone3,raw,8.805045,8.678439,10.157076,,,,,,,,,,,,,,,,
225.84,drone1,raw,10.042501,-6.433179,10.021138,,,,,,,,,,,,,,,,
225.852,drone2,ekf,10.139041,1.613678,10.058129,,,,,,,,,,,,,,,,
225.852,drone2,ekf,10.143906,1.617557,10.062344,,,,,,,,,,,,,,,,
225.856,drone3,ekf,8.391447,8.269352,10.039887,,,,,,,,,,,,,,,,
225.856,drone2,ekf,10.147462,1.620429,10.065109,,,,,,,,,,,,,,,,
225.856,drone1,ekf,10.12449,-6.310404,10.03647,,,,,,,,,,,,,,,,
225.856,drone3,ekf,8.405356,8.284046,10.044409,,,,,,,,,,,,,,,,
225.856,drone1,ekf,10.121001,-6.314917,10.036541,,,,,,,,,,,,,,,,
225.856,drone1,ekf,10.117747,-6.319128,10.036608,,,,,,,,,,,,,,,,
225.856,drone1,ekf,10.114704,-6.323066,10.03667,,,,,,,,,,,,,,,,
225.856,drone3,ekf,8.418334,8.297756,10.048635,,,,,,,,,,,,,,,,
225.856,drone2,ekf,10.151789,1.623877,10.068879,,,,,,,,,,,,,,,,
225.856,drone3,ekf,8.43047,8.310577,10.052595,,,,,,,,,,,,,,,,
225.86,drone3,raw,8.806533,8.680229,10.157153,,,,,,,,,,,,,,,,
225.86,drone1,raw,10.042501,-6.433179,10.021138,,,,,,,,,,,,,,,,
225.86,drone2,raw,10.296827,1.722185,10.167583,,,,,,,,,,,,,,,,
225.88,drone3,raw,8.808023,8.682022,10.157228,,,,,,,,,,,,,,,,
225.88,drone2,raw,10.298607,1.723647,10.167579,,,,,,,,,,,,,,,,
225.88,drone1,raw,10.042501,-6.433179,10.021139,,,,,,,,,,,,,,,,
225.9,drone2,ekf,10.145015,1.618183,10.059527,,,,,,,,,,,,,,,,
225.9,drone2,ekf,10.149793,1.622005,10.063671,,,,,,,,,,,,,,,,
225.9,drone2,raw,10.300385,1.725107,10.167581,0.214542,0.33541,-0.00588,,,,,,,,,,,,,
225.752,drone1,ekf,10.117762,-6.327097,10.035065,,,,,,,,,,,,,,,,
225.9,drone1,raw,10.042501,-6.433179,10.021139,,,,,,,,,,,,,,,,
225.9,drone3,raw,8.809514,8.683814,10.157309,,,,,,,,,,,,,,,,
225.9,drone3,ekf,8.415311,8.295872,10.04666,,,,,,,,,,,,,,,,
225.9,drone1,ekf,10.121012,-6.312077,10.037343,,,,,,,,,,,,,,,,
225.9,drone2,ekf,10.154257,1.625575,10.067549,,,,,,,,,,,,,,,,
225.9,drone3,ekf,8.427868,8.309112,10.050753,,,,,,,,,,,,,,,,
225.9,drone1,ekf,10.1177,-6.316458,10.037384,,,,,,,,,,,,,,,,
225.9,drone2,ekf,10.158435,1.628917,10.071185,,,,,,,,,,,,,,,,
225.9,drone3,ekf,8.439624,8.321507,10.054591,,,,,,,,,,,,,,,,
225.9,drone1,ekf,10.114607,-6.32055,10.037422,,,,,,,,,,,,,,,,
225.9,drone1,ekf,10.111712,-6.32438,10.037458,,,,,,,,,,,,,,,,
225.92,drone3,raw,8.811002,8.685604,10.157393,,,,,,,,,,,,,,,,
225.92,drone1,raw,10.042501,-6.433179,10.02114,,,,,,,,,,,,,,,,
225.92,drone2,raw,10.302162,1.726567,10.167584,,,,,,,,,,,,,,,,
225.94,drone3,raw,8.81249,8.687394,10.157478,,,,,,,,,,,,,,,,
225.94,drone2,raw,10.30394,1.728027,10.167585,,,,,,,,,,,,,,,,
225.94,drone1,raw,10.042501,-6.433179,10.021141,,,,,,,,,,,,,,,,
225.952,drone1,ekf,10.119597,-6.311379,10.038338,,,,,,,,,,,,,,,,
225.952,drone3,ekf,8.403016,8.284274,10.042447,,,,,,,,,,,,,,,,
225.952,drone2,ekf,10.149428,1.621898,10.059807,,,,,,,,,,,,,,,,
225.952,drone2,ekf,10.154242,1.625745,10.063965,,,,,,,,,,,,,,,,
225.952,drone2,ekf,10.158736,1.629337,10.067855,,,,,,,,,,,,,,,,
225.952,drone2,ekf,10.162942,1.632699,10.0715,,,,,,,,,,,,,,,,
225.952,drone3,ekf,8.416629,8.298601,10.046849,,,,,,,,,,,,,,,,
225.952,drone3,ekf,8.429341,8.31198,10.050966,,,,,,,,,,,,,,,,
225.952,drone3,ekf,8.441238,8.3245,10.054825,,,,,,,,,,,,,,,,
225.952,drone1,ekf,10.116315,-6.315809,10.038346,,,,,,,,,,,,,,,,
225.952,drone1,ekf,10.11325,-6.319945,10.038353,,,,,,,,,,,,,,,,
225.952,drone1,ekf,10.110383,-6.323816,10.03836,,,,,,,,,,,,,,,,
225.96,drone2,raw,10.305721,1.729489,10.167578,,,,,,,,,,,,,,,,
225.96,drone1,raw,10.042501,-6.433179,10.021141,,,,,,,,,,,,,,,,
225.96,drone3,raw,8.813979,8.689186,10.157558,,,,,,,,,,,,,,,,
225.98,drone2,raw,10.307502,1.730952,10.167561,,,,,,,,,,,,,,,,
225.98,drone3,raw,8.815469,8.690978,10.15763,,,,,,,,,,,,,,,,
225.98,drone1,raw,10.042501,-6.433179,10.021142,,,,,,,,,,,,,,,,
226,drone1,raw,10.042501,-6.433179,10.021143,,,,,,,,,,,,,,,,
226,drone3,ekf,8.408268,8.291673,10.044036,,,,,,,,,,,,,,,,
226,drone3,ekf,8.421754,8.305821,10.048368,,,,,,,,,,,,,,,,
226,drone3,ekf,8.434352,8.319036,10.052422,,,,,,,,,,,,,,,,
226,drone3,ekf,8.446145,8.331408,10.056222,,,,,,,,,,,,,,,,
226,drone3,raw,8.816957,8.692768,10.157696,,,,,,,,,,,,,,,,
226,drone2,ekf,10.155014,1.627505,10.061012,,,,,,,,,,,,,,,,
226,drone2,raw,10.309281,1.732412,10.167538,,,,,,,,,,,,,,,,
