stamp,drone,source,x,y,z,,,,,,,,,,,,,,,,
168.4,drone3,raw,8.397288,8.174132,10.010932,,,,,,,,,,,,,,,,
168.4,drone1,ekf,8.508825,-8.294476,9.989836,,,,,,,,,,,,,,,,
168.4,drone1,ekf,8.504871,-8.290805,9.990431,,,,,,,,,,,,,,,,
168.4,drone1,ekf,8.501177,-8.287375,9.990988,,,,,,,,,,,,,,,,
168.4,drone1,ekf,8.497719,-8.284165,9.991511,,,,,,,,,,,,,,,,
168.4,drone3,ekf,8.786354,8.521301,10.020146,,,,,,,,,,,,,,,,
168.4,drone3,ekf,8.773039,8.510186,10.02041,,,,,,,,,,,,,,,,
168.4,drone2,raw,8.221056,-0.019136,10.010055,,,,,,,,,,,,,,,,
168.4,drone3,ekf,8.760572,8.49978,10.020657,,,,,,,,,,,,,,,,
168.42,drone3,raw,8.397288,8.174132,10.010932,,,,,,,,,,,,,,,,
168.42,drone1,raw,8.40842,-8.17735,9.990319,,,,,,,,,,,,,,,,
168.42,drone2,raw,8.221056,-0.019136,10.010055,,,,,,,,,,,,,,,,
168.44,drone3,raw,8.397288,8.174132,10.010933,,,,,,,,,,,,,,,,
168.44,drone1,raw,8.40842,-8.17735,9.990319,,,,,,,,,,,,,,,,
168.44,drone2,raw,8.221056,-0.019136,10.010055,,,,,,,,,,,,,,,,
168.452,drone3,ekf,8.801948,8.534125,10.019158,,,,,,,,,,,,,,,,
168.452,drone2,ekf,8.260483,-0.012706,10.030665,,,,,,,,,,,,,,,,
168.452,drone3,ekf,8.787565,8.522126,10.019465,,,,,,,,,,,,,,,,
168.456,drone3,ekf,8.778075,8.514199,10.019622,,,,,,,,,,,,,,,,
168.452,drone1,ekf,8.509732,-8.295188,9.991437,,,,,,,,,,,,,,,,
168.456,drone3,ekf,8.765247,8.503497,10.019899,,,,,,,,,,,,,,,,
168.456,drone1,ekf,8.50688,-8.292527,9.991942,,,,,,,,,,,,,,,,
168.456,drone1,ekf,8.50306,-8.288986,9.992459,,,,,,,,,,,,,,,,
168.456,drone1,ekf,8.499488,-8.285674,9.992942,,,,,,,,,,,,,,,,
168.46,drone2,ekf,8.259815,-0.012742,10.030413,,,,,,,,,,,,,,,,
168.46,drone2,ekf,8.257987,-0.012959,10.030317,,,,,,,,,,,,,,,,
168.46,drone2,ekf,8.256278,-0.013163,10.030226,,,,,,,,,,,,,,,,
168.46,drone3,raw,8.397288,8.174132,10.010934,,,,,,,,,,,,,,,,
168.46,drone1,raw,8.40842,-8.17735,9.99032,,,,,,,,,,,,,,,,
168.46,drone2,raw,8.221056,-0.019136,10.010056,,,,,,,,,,,,,,,,
168.48,drone3,raw,8.397288,8.174132,10.010935,,,,,,,,,,,,,,,,
168.48,drone2,raw,8.221056,-0.019136,10.010057,,,,,,,,,,,,,,,,
168.48,drone1,raw,8.40842,-8.17735,9.990321,,,,,,,,,,,,,,,,
168.5,drone2,ekf,8.260363,-0.012913,10.029637,,,,,,,,,,,,,,,,
168.5,drone2,raw,8.221056,-0.019136,10.010058,,,,,,,,,,,,,,,,
168.5,drone3,ekf,8.796924,8.530622,10.018622,,,,,,,,,,,,,,,,
168.5,drone2,ekf,8.258505,-0.013126,10.029566,,,,,,,,,,,,,,,,
168.5,drone1,raw,8.40842,-8.177351,9.990322,,,,,,,,,,,,,,,,
168.5,drone3,ekf,8.782795,8.518811,10.018945,,,,,,,,,,,,,,,,
168.5,drone3,ekf,8.769595,8.507777,10.019248,,,,,,,,,,,,,,,,
168.5,drone2,ekf,8.25677,-0.013325,10.029499,,,,,,,,,,,,,,,,
168.5,drone1,ekf,8.509212,-8.294017,9.992533,,,,,,,,,,,,,,,,
168.5,drone1,ekf,8.505246,-8.290363,9.993039,,,,,,,,,,,,,,,,
168.5,drone3,ekf,8.757237,8.497446,10.019532,,,,,,,,,,,,,,,,
168.5,drone2,ekf,8.255145,-0.013511,10.029436,,,,,,,,,,,,,,,,
168.5,drone1,ekf,8.501542,-8.286951,9.993512,,,,,,,,,,,,,,,,
168.5,drone1,ekf,8.498075,-8.283756,9.993955,,,,,,,,,,,,,,,,
168.5,drone3,raw,8.397288,8.174132,10.010935,,,,,,,,,,,,,,,,
168.400000168.520000,drone2,raw,8.221056,-0.019136,10.010058,,,,,,,,,,,,,,,,
168.52,drone3,raw,8.397288,8.174132,10.010935,,,,,,,,,,,,,,,,
168.52,drone1,raw,8.40842,-8.177351,9.990322,,,,,,,,,,,,,,,,
168.54,drone1,raw,8.40842,-8.177351,9.990322,,,,,,,,,,,,,,,,
168.54,drone2,raw,8.221056,-0.019136,10.010058,,,,,,,,,,,,,,,,
168.54,drone3,raw,8.397288,8.174132,10.010937,,,,,,,,,,,,,,,,
168.552,drone1,ekf,8.51027,-8.294627,9.993338,,,,,,,,,,,,,,,,
168.552,drone3,ekf,8.797831,8.531865,10.017733,,,,,,,,,,,,,,,,
168.552,drone3,ekf,8.783586,8.519941,10.018088,,,,,,,,,,,,,,,,
168.552,drone3,ekf,8.770284,8.508806,10.01842,,,,,,,,,,,,,,,,
168.552,drone3,ekf,8.757835,8.498384,10.018731,,,,,,,,,,,,,,,,
168.552,drone1,ekf,8.506246,-8.290932,9.99382,,,,,,,,,,,,,,,,
168.556,drone2,ekf,8.26115,-0.011891,10.027671,,,,,,,,,,,,,,,,
168.556,drone1,ekf,8.503642,-8.288511,9.994199,,,,,,,,,,,,,,,,
168.556,drone2,ekf,8.259235,-0.012143,10.027665,,,,,,,,,,,,,,,,
168.56,drone3,raw,8.397288,8.174132,10.010937,,,,,,,,,,,,,,,,
168.556,drone1,ekf,8.500051,-8.285215,9.994628,,,,,,,,,,,,,,,,
168.56,drone2,ekf,8.257966,-0.012252,10.027539,,,,,,,,,,,,,,,,
168.56,drone2,ekf,8.25626,-0.012478,10.027537,,,,,,,,,,,,,,,,
168.56,drone1,raw,8.40842,-8.17735,9.990324,,,,,,,,,,,,,,,,
168.56,drone2,raw,8.221056,-0.019136,10.010059,,,,,,,,,,,,,,,,
168.58,drone3,raw,8.397288,8.174132,10.010938,,,,,,,,,,,,,,,,
168.58,drone2,raw,8.221056,-0.019136,10.01006,,,,,,,,,,,,,,,,
168.58,drone1,raw,8.40842,-8.17735,9.990324,,,,,,,,,,,,,,,,
168.6,drone3,ekf,8.793264,8.529048,10.017411,,,,,,,,,,,,,,,,
168.6,drone2,ekf,8.260212,-0.010958,10.026162,,,,,,,,,,,,,,,,
168.6,drone3,raw,8.397288,8.174132,10.010938,,,,,,,,,,,,,,,,
168.6,drone1,raw,8.40842,-8.17735,9.990324,,,,,,,,,,,,,,,,
168.6,drone2,raw,8.221056,-0.019136,10.010061,,,,,,,,,,,,,,,,
168.6,drone1,ekf,8.509195,-8.293188,9.994606,,,,,,,,,,,,,,,,
168.6,drone3,ekf,8.779246,8.517279,10.017775,,,,,,,,,,,,,,,,
168.6,drone2,ekf,8.258362,-0.011237,10.026206,,,,,,,,,,,,,,,,
168.6,drone1,ekf,8.505231,-8.289563,9.995043,,,,,,,,,,,,,,,,
168.6,drone2,ekf,8.256634,-0.011498,10.026247,,,,,,,,,,,,,,,,
168.6,drone1,ekf,8.501528,-8.286177,9.995452,,,,,,,,,,,,,,,,
168.6,drone2,ekf,8.255016,-0.011742,10.026286,,,,,,,,,,,,,,,,
168.6,drone1,ekf,8.498061,-8.283008,9.995835,,,,,,,,,,,,,,,,
168.6,drone3,ekf,8.766151,8.506285,10.018115,,,,,,,,,,,,,,,,
168.6,drone3,ekf,8.753892,8.495993,10.018435,,,,,,,,,,,,,,,,
168.62,drone2,raw,8.221056,-0.019136,10.010061,,,,,,,,,,,,,,,,
168.62,drone1,raw,8.40842,-8.17735,9.990326,,,,,,,,,,,,,,,,
168.62,drone3,raw,8.397288,8.174132,10.010939,,,,,,,,,,,,,,,,
168.64,drone1,raw,8.40842,-8.17735,9.990326,,,,,,,,,,,,,,,,
168.64,drone3,raw,8.397288,8.174132,10.01094,,,,,,,,,,,,,,,,
168.64,drone2,raw,8.221056,-0.019136,10.010062,,,,,,,,,,,,,,,,
168.648,drone1,ekf,8.508001,-8.291981,9.995517,,,,,,,,,,,,,,,,
168.652,drone2,ekf,8.260633,-0.010136,10.024779,,,,,,,,,,,,,,,,
168.652,drone3,ekf,8.792455,8.53055,10.017886,,,,,,,,,,,,,,,,
168.652,drone2,ekf,8.258758,-0.010445,10.02487,,,,,,,,,,,,,,,,
168.652,drone3,ekf,8.778381,8.518659,10.018237,,,,,,,,,,,,,,,,
168.652,drone1,ekf,8.505172,-8.28939,9.995865,,,,,,,,,,,,,,,,
168.652,drone1,ekf,8.501448,-8.28599,9.99625,,,,,,,,,,,,,,,,
168.652,drone1,ekf,8.497964,-8.282808,9.99661,,,,,,,,,,,,,,,,
168.652,drone2,ekf,8.257006,-0.010733,10.024954,,,,,,,,,,,,,,,,
168.652,drone3,ekf,8.76524,8.507557,10.018564,,,,,,,,,,,,,,,,
168.652,drone2,ekf,8.255367,-0.011003,10.025034,,,,,,,,,,,,,,,,
168.652,drone3,ekf,8.752941,8.497166,10.018871,,,,,,,,,,,,,,,,
168.66,drone3,raw,8.397288,8.174132,10.01094,,,,,,,,,,,,,,,,
168.66,drone1,raw,8.40842,-8.177351,9.990327,,,,,,,,,,,,,,,,
168.66,drone2,raw,8.221056,-0.019136,10.010062,,,,,,,,,,,,,,,,
168.68,drone3,raw,8.397288,8.174132,10.010941,,,,,,,,,,,,,,,,
168.68,drone2,raw,8.221056,-0.019136,10.010063,,,,,,,,,,,,,,,,
168.68,drone1,raw,8.40842,-8.177351,9.990327,,,,,,,,,,,,,,,,
168.7,drone2,raw,8.221056,-0.019136,10.010064,,,,,,,,,,,,,,,,
168.7,drone3,raw,8.397288,8.174132,10.010942,,,,,,,,,,,,,,,,
168.56,,drone1,raw,8.40842,-8.177351,0.000017,,,,,,,,,,,,,,,
168.7,drone2,ekf,8.260543,-0.009731,10.023286,,,,,,,,,,,,,,,,
168.7,drone3,ekf,8.787278,8.528094,10.01794,,,,,,,,,,,,,,,,
168.7,drone2,ekf,8.25868,-0.010052,10.023425,,,,,,,,,,,,,,,,
168.7,drone1,ekf,8.508285,-8.29212,9.99678,,,,,,,,,,,,,,,,
168.7,drone2,ekf,8.25694,-0.010352,10.023556,,,,,,,,,,,,,,,,
168.7,drone1,ekf,8.504348,-8.288528,9.997145,,,,,,,,,,,,,,,,
168.7,drone2,ekf,8.25531,-0.010632,10.023678,,,,,,,,,,,,,,,,
168.7,drone1,ekf,8.50067,-8.285173,9.997486,,,,,,,,,,,,,,,,
168.7,drone3,ekf,8.773452,8.516347,10.018287,,,,,,,,,,,,,,,,
168.7,drone1,ekf,8.497227,-8.282032,9.997807,,,,,,,,,,,,,,,,
168.7,drone3,ekf,8.760537,8.505374,10.018612,,,,,,,,,,,,,,,,
168.7,drone3,ekf,8.748446,8.495102,10.018916,,,,,,,,,,,,,,,,
168.72,drone3,raw,8.397288,8.174132,10.010943,,,,,,,,,,,,,,,,
168.72,drone2,raw,8.221056,-0.019136,10.010064,,,,,,,,,,,,,,,,
168.72,drone1,raw,8.40842,-8.17735,9.990329,,,,,,,,,,,,,,,,
168.74,drone1,raw,8.40842,-8.17735,9.990329,,,,,,,,,,,,,,,,
168.74,drone3,raw,8.397288,8.174132,10.010943,,,,,,,,,,,,,,,,
168.74,drone2,raw,8.221056,-0.019136,10.010065,,,,,,,,,,,,,,,,
168.752,drone2,ekf,8.261203,-0.009564,10.022757,,,,,,,,,,,,,,,,
168.752,drone2,ekf,8.259306,-0.009892,10.022915,,,,,,,,,,,,,,,,
168.752,drone3,ekf,8.786059,8.529629,10.017404,,,,,,,,,,,,,,,,
168.752,drone2,ekf,8.257535,-0.010199,10.023063,,,,,,,,,,,,,,,,
168.752,drone2,ekf,8.255878,-0.010487,10.023202,,,,,,,,,,,,,,,,
168.752,drone1,ekf,8.508618,-8.292629,9.998635,,,,,,,,,,,,,,,,
168.752,drone1,ekf,8.504646,-8.288999,9.99894,,,,,,,,,,,,,,,,
168.752,drone3,ekf,8.772193,8.51776,10.017771,,,,,,,,,,,,,,,,
168.752,drone1,ekf,8.500938,-8.285609,9.999225,,,,,,,,,,,,,,,,
168.752,drone1,ekf,8.497468,-8.282437,9.999493,,,,,,,,,,,,,,,,
168.752,drone3,ekf,8.759246,8.506678,10.018114,,,,,,,,,,,,,,,,
168.752,drone3,ekf,8.74713,8.496307,10.018435,,,,,,,,,,,,,,,,
168.76,drone3,raw,8.397288,8.174132,10.010944,,,,,,,,,,,,,,,,
168.76,drone2,raw,8.221056,-0.019136,10.010065,,,,,,,,,,,,,,,,
168.76,drone1,raw,8.40842,-8.17735,9.99033,,,,,,,,,,,,,,,,
168.78,drone1,raw,8.40842,-8.17735,9.990331,,,,,,,,,,,,,,,,
168.78,drone3,raw,8.397288,8.174132,10.010945,,,,,,,,,,,,,,,,
168.78,drone2,raw,8.221056,-0.019136,10.010066,,,,,,,,,,,,,,,,
168.8,drone3,ekf,8.780914,8.527408,10.017418,,,,,,,,,,,,,,,,
168.8,drone1,raw,8.40842,-8.17735,9.990331,,,,,,,,,,,,,,,,
168.8,drone2,ekf,8.260925,-0.009981,10.022917,,,,,,,,,,,,,,,,
168.8,drone2,raw,8.221056,-0.019136,10.010067,,,,,,,,,,,,,,,,
168.8,drone1,ekf,8.507293,-8.291165,10.000265,,,,,,,,,,,,,,,,
168.8,drone2,ekf,8.259048,-0.010294,10.02307,,,,,,,,,,,,,,,,
168.8,drone3,raw,8.397288,8.174132,10.010945,,,,,,,,,,,,,,,,
168.8,drone2,ekf,8.257294,-0.010586,10.023212,,,,,,,,,,,,,,,,
168.8,drone2,ekf,8.255652,-0.01086,10.023345,,,,,,,,,,,,,,,,
168.8,drone1,ekf,8.503386,-8.287603,10.000514,,,,,,,,,,,,,,,,
168.8,drone3,ekf,8.767294,8.515675,10.017782,,,,,,,,,,,,,,,,
168.8,drone3,ekf,8.754572,8.504716,10.018124,,,,,,,,,,,,,,,,
168.8,drone3,ekf,8.742663,8.494458,10.018443,,,,,,,,,,,,,,,,
168.8,drone1,ekf,8.499738,-8.284277,10.000748,,,,,,,,,,,,,,,,
168.8,drone1,ekf,8.496323,-8.281163,10.000967,,,,,,,,,,,,,,,,
168.82,drone2,raw,8.221056,-0.019136,10.010067,,,,,,,,,,,,,,,,
168.82,drone3,raw,8.397288,8.174132,10.010946,,,,,,,,,,,,,,,,
168.82,drone1,raw,8.40842,-8.177351,9.990332,,,,,,,,,,,,,,,,
168.84,drone3,raw,8.397288,8.174132,10.010947,,,,,,,,,,,,,,,,
168.84,drone2,raw,8.221056,-0.019136,10.010068,,,,,,,,,,,,,,,,
168.84,drone1,raw,8.40842,-8.177351,9.990332,,,,,,,,,,,,,,,,
168.852,drone3,ekf,8.779936,8.528606,10.017764,,,,,,,,,,,,,,,,
168.852,drone3,ekf,8.76627,8.516764,10.018119,,,,,,,,,,,,,,,,
168.852,drone1,ekf,8.506568,-8.291132,10.000959,,,,,,,,,,,,,,,,
168.852,drone3,ekf,8.75351,8.505708,10.018451,,,,,,,,,,,,,,,,
168.852,drone2,ekf,8.26156,-0.010875,10.023728,,,,,,,,,,,,,,,,
168.856,drone3,ekf,8.745107,8.498567,10.018694,,,,,,,,,,,,,,,,
168.856,drone2,ekf,8.26021,-0.011149,10.023878,,,,,,,,,,,,,,,,
168.74,drone2,raw,8.22,-8.288523,10.001175,,,,,,,,,,,,,,,,
168.856,drone2,ekf,8.258389,-0.011417,10.023997,,,,,,,,,,,,,,,,
168.856,drone2,ekf,8.256686,-0.011668,10.024107,,,,,,,,,,,,,,,,
168.856,drone1,ekf,8.499961,-8.285113,10.001391,,,,,,,,,,,,,,,,
168.856,drone1,ekf,8.496486,-8.281923,10.001593,,,,,,,,,,,,,,,,
168.86,drone2,raw,8.221056,-0.019136,10.010069,,,,,,,,,,,,,,,,
168.86,drone1,raw,8.40842,-8.177351,9.990333,,,,,,,,,,,,,,,,
168.86,drone3,raw,8.397288,8.174132,10.010948,,,,,,,,,,,,,,,,
168.88,drone2,raw,8.221056,-0.019136,10.01007,,,,,,,,,,,,,,,,
168.88,drone3,raw,8.397288,8.174132,10.010948,,,,,,,,,,,,,,,,
168.88,drone1,raw,8.40842,-8.17735,9.990334,,,,,,,,,,,,,,,,
168.9,drone3,raw,8.397288,8.174132,10.010948,,,,,,,,,,,,,,,,
168.9,drone2,raw,8.221056,-0.019136,10.01007,,,,,,,,,,,,,,,,
168.9,drone1,ekf,8.504897,-8.289701,10.001133,,,,,,,,,,,,,,,,
168.9,drone1,ekf,8.501074,-8.286191,10.001353,,,,,,,,,,,,,,,,
168.9,drone1,raw,8.40842,-8.17735,9.990334,,,,,,,,,,,,,,,,
168.9,drone3,ekf,8.774185,8.525424,10.01825,,,,,,,,,,,,,,,,
168.9,drone2,ekf,8.2618,-0.012455,10.023944,,,,,,,,,,,,,,,,
168.9,drone1,ekf,8.497504,-8.282913,10.00156,,,,,,,,,,,,,,,,
168.9,drone2,ekf,8.259893,-0.012684,10.024062,,,,,,,,,,,,,,,,
168.9,drone1,ekf,8.494162,-8.279843,10.001753,,,,,,,,,,,,,,,,
168.9,drone2,ekf,8.258111,-0.012897,10.024173,,,,,,,,,,,,,,,,
168.9,drone2,ekf,8.256443,-0.013097,10.024276,,,,,,,,,,,,,,,,
168.9,drone3,ekf,8.76079,8.513755,10.018587,,,,,,,,,,,,,,,,
168.9,drone3,ekf,8.74828,8.502857,10.018902,,,,,,,,,,,,,,,,
168.9,drone3,ekf,8.736569,8.492655,10.019198,,,,,,,,,,,,,,,,
168.92,drone1,raw,8.40842,-8.17735,9.990335,,,,,,,,,,,,,,,,
168.92,drone2,raw,8.221056,-0.019136,10.010071,,,,,,,,,,,,,,,,
168.92,drone3,raw,8.397288,8.174132,10.010949,,,,,,,,,,,,,,,,
168.94,drone3,raw,8.397288,8.174132,10.01095,,,,,,,,,,,,,,,,
168.94,drone2,raw,8.221056,-0.019136,10.010072,,,,,,,,,,,,,,,,
168.94,drone1,raw,8.40842,-8.17735,9.990336,,,,,,,,,,,,,,,,
168.952,drone2,ekf,8.262876,-0.0144,10.022887,,,,,,,,,,,,,,,,
168.952,drone3,ekf,8.773352,8.526387,10.018409,,,,,,,,,,,,,,,,
168.956,drone2,ekf,8.261521,-0.014653,10.022927,,,,,,,,,,,,,,,,
168.956,drone1,ekf,8.505903,-8.29188,10.001211,,,,,,,,,,,,,,,,
168.952,drone3,ekf,8.759909,8.514618,10.018743,,,,,,,,,,,,,,,,
168.956,drone1,ekf,8.501985,-8.288238,10.001432,,,,,,,,,,,,,,,,
168.956,drone3,ekf,8.750904,8.506848,10.018975,,,,,,,,,,,,,,,,
168.956,drone3,ekf,8.738923,8.496356,10.019273,,,,,,,,,,,,,,,,
168.956,drone2,ekf,8.259657,-0.014804,10.023076,,,,,,,,,,,,,,,,
168.956,drone1,ekf,8.498329,-8.28484,10.001639,,,,,,,,,,,,,,,,
168.96,drone1,ekf,8.495918,-8.282679,10.001786,,,,,,,,,,,,,,,,
168.96,drone1,raw,8.40842,-8.177351,9.990336,,,,,,,,,,,,,,,,
168.96,drone2,raw,8.221056,-0.019136,10.010073,,,,,,,,,,,,,,,,
168.96,drone2,ekf,8.258497,-0.015036,10.023103,,,,,,,,,,,,,,,,
168.96,drone3,raw,8.397288,8.174132,10.01095,,,,,,,,,,,,,,,,
168.98,drone2,raw,8.221056,-0.019136,10.010073,,,,,,,,,,,,,,,,
168.98,drone3,raw,8.397288,8.174132,10.01095,,,,,,,,,,,,,,,,
168.98,drone1,raw,8.40842,-8.177351,9.990337,,,,,,,,,,,,,,,,
168.996,drone2,ekf,8.261633,-0.01557,10.022047,,,,,,,,,,,,,,,,
169,drone1,raw,8.40842,-8.177351,9.990337,,,,,,,,,,,,,,,,
169,drone2,raw,8.221056,-0.019136,10.010074,,,,,,,,,,,,,,,,
168.996,drone1,ekf,8.502632,-8.288637,10.001427,,,,,,,,,,,,,,,,
169,drone3,raw,8.397288,8.174132,10.010952,,,,,,,,,,,,,,,,
169,drone3,ekf,8.767354,8.522773,10.018866,,,,,,,,,,,,,,,,
169,drone1,ekf,8.500029,-8.286182,10.001575,,,,,,,,,,,,,,,,
169,drone3,ekf,8.754196,8.511198,10.019183,,,,,,,,,,,,,,,,
169,drone3,ekf,8.741905,8.500386,10.019479,,,,,,,,,,,,,,,,
169,drone3,ekf,8.7304,8.490265,10.019757,,,,,,,,,,,,,,,,
169,drone2,ekf,8.260278,-0.015738,10.022098,,,,,,,,,,,,,,,,
169,drone1,ekf,8.496497,-8.282907,10.001774,,,,,,,,,,,,,,,,
169,drone2,ekf,8.258485,-0.015851,10.022271,,,,,,,,,,,,,,,,
169,drone1,ekf,8.493189,-8.27984,10.001961,,,,,,,,,,,,,,,,
169,drone2,ekf,8.256805,-0.015957,10.022434,,,,,,,,,,,,,,,,
168.9,drone1,ekf,8.497504,-8.28291,drone1,-0.00421,0,0.000002,0.000034,,,,,,,,,,,,
169.02,drone3,raw,8.397288,8.174132,10.010952,,,,,,,,,,,,,,,,
169.02,drone2,raw,8.221056,-0.019136,10.010075,,,,,,,,,,,,,,,,
169.04,drone2,raw,8.221056,-0.019136,10.010075,,,,,,,,,,,,,,,,
169.04,drone3,raw,8.397288,8.174132,10.010952,,,,,,,,,,,,,,,,
169.04,drone1,raw,8.40842,-8.17735,9.990339,,,,,,,,,,,,,,,,
169.052,drone2,ekf,8.261844,-0.016883,10.021547,,,,,,,,,,,,,,,,
169.052,drone3,ekf,8.766673,8.524214,10.018719,,,,,,,,,,,,,,,,
169.052,drone3,ekf,8.753462,8.512523,10.019042,,,,,,,,,,,,,,,,
169.06,drone1,ekf,8.507323,-8.292563,10.00153,,,,,,,,,,,,,,,,
169.052,drone3,ekf,8.741128,8.501607,10.019345,,,,,,,,,,,,,,,,
169.06,drone2,ekf,8.260901,-0.017086,10.021598,,,,,,,,,,,,,,,,
169.06,drone1,ekf,8.503318,-8.288863,10.001743,,,,,,,,,,,,,,,,
169.06,drone3,ekf,8.736517,8.497799,10.019444,,,,,,,,,,,,,,,,
169.06,drone2,ekf,8.259039,-0.017157,10.021792,,,,,,,,,,,,,,,,
169.06,drone1,ekf,8.499584,-8.285413,10.001942,,,,,,,,,,,,,,,,
169.06,drone2,ekf,8.257298,-0.017222,10.021975,,,,,,,,,,,,,,,,
169.06,drone1,ekf,8.496094,-8.282189,10.002128,,,,,,,,,,,,,,,,
169.06,drone3,raw,8.397288,8.174132,10.010954,,,,,,,,,,,,,,,,
169.06,drone1,raw,8.40842,-8.17735,9.990339,,,,,,,,,,,,,,,,
169.06,drone2,raw,8.221056,-0.019136,10.010076,,,,,,,,,,,,,,,,
169.08,drone2,raw,8.221056,-0.019136,10.010076,,,,,,,,,,,,,,,,
169.08,drone1,raw,8.40842,-8.17735,9.99034,,,,,,,,,,,,,,,,
169.08,drone3,raw,8.397288,8.174132,10.010954,,,,,,,,,,,,,,,,
169.1,drone2,ekf,8.259986,-0.017551,10.02113,,,,,,,,,,,,,,,,
169.1,drone1,raw,8.40842,-8.17735,9.99034,,,,,,,,,,,,,,,,
169.1,drone1,ekf,8.504919,-8.289154,10.002046,,,,,,,,,,,,,,,,
169.1,drone2,ekf,8.258143,-0.017606,10.021341,,,,,,,,,,,,,,,,
169.1,drone2,raw,8.221056,-0.019136,10.010077,,,,,,,,,,,,,,,,
169.1,drone3,ekf,8.760952,8.520643,10.018584,,,,,,,,,,,,,,,,
169.1,drone3,raw,8.397288,8.174132,10.010955,,,,,,,,,,,,,,,,
169.1,drone3,ekf,8.748015,8.509142,10.01891,,,,,,,,,,,,,,,,
169.1,drone2,ekf,8.256422,-0.017657,10.021539,,,,,,,,,,,,,,,,
169.1,drone2,ekf,8.25481,-0.017705,10.021725,,,,,,,,,,,,,,,,
169.1,drone1,ekf,8.501108,-8.285674,10.002236,,,,,,,,,,,,,,,,
169.1,drone1,ekf,8.497548,-8.282423,10.002414,,,,,,,,,,,,,,,,
169.1,drone3,ekf,8.735931,8.498401,10.019215,,,,,,,,,,,,,,,,
169.1,drone1,ekf,8.494214,-8.279378,10.002581,,,,,,,,,,,,,,,,
169.1,drone3,ekf,8.72462,8.488346,10.019501,,,,,,,,,,,,,,,,
169.12,drone1,raw,8.40842,-8.177351,9.990341,,,,,,,,,,,,,,,,
169.12,drone2,raw,8.221056,-0.019136,10.010078,,,,,,,,,,,,,,,,
169.12,drone3,raw,8.397288,8.174132,10.010955,,,,,,,,,,,,,,,,
169.14,drone3,raw,8.397288,8.174132,10.010957,,,,,,,,,,,,,,,,
169.14,drone2,raw,8.221056,-0.019136,10.010078,,,,,,,,,,,,,,,,
169.14,drone1,raw,8.40842,-8.177351,9.990342,,,,,,,,,,,,,,,,
169.152,drone3,ekf,8.760999,8.52131,10.01788,,,,,,,,,,,,,,,,
169.152,drone3,ekf,8.747987,8.509722,10.018231,,,,,,,,,,,,,,,,
169.152,drone2,ekf,8.258511,-0.018054,10.021393,,,,,,,,,,,,,,,,
169.152,drone1,ekf,8.50642,-8.289642,10.001501,,,,,,,,,,,,,,,,
169.152,drone1,ekf,8.502535,-8.286124,10.001711,,,,,,,,,,,,,,,,
169.152,drone1,ekf,8.498907,-8.282839,10.001906,,,,,,,,,,,,,,,,
169.152,drone1,ekf,8.495511,-8.279765,10.00209,,,,,,,,,,,,,,,,
169.152,drone2,ekf,8.256707,-0.018092,10.021597,,,,,,,,,,,,,,,,
169.152,drone2,ekf,8.255023,-0.018127,10.021788,,,,,,,,,,,,,,,,
169.152,drone2,ekf,8.253447,-0.01816,10.021966,,,,,,,,,,,,,,,,
169.152,drone3,ekf,8.735837,8.498902,10.01856,,,,,,,,,,,,,,,,
169.16,drone3,raw,8.397288,8.174132,10.010957,,,,,,,,,,,,,,,,
169.16,drone1,raw,8.40842,-8.177351,9.990342,,,,,,,,,,,,,,,,
169.16,drone3,ekf,8.731393,8.495024,10.018591,,,,,,,,,,,,,,,,
169.16,drone2,raw,8.221056,-0.019136,10.010078,,,,,,,,,,,,,,,,
169.18,drone1,raw,8.40842,-8.17735,9.990343,,,,,,,,,,,,,,,,
169.18,drone3,raw,8.397288,8.174132,10.010958,,,,,,,,,,,,,,,,
169.18,drone2,raw,8.221056,-0.019136,10.010079,,,,,,,,,,,,,,,,
169.2,drone1,raw,8.40842,-8.17735,9.990343,,,,,,,,,,,,,,,,
169.2,drone3,ekf,8.756155,8.51809,10.017263,,,,,,,,,,,,,,,,
169.06,drone1,ekf,8.496094,-,drone2,0.011715,0.107427,-0.005676,-0.025893,,,,,,,,,,,,
169.2,drone3,raw,8.397288,8.174132,10.010958,,,,,,,,,,,,,,,,
169.2,drone2,raw,8.221056,-0.019136,10.01008,,,,,,,,,,,,,,,,
169.2,drone2,ekf,8.255123,-0.018481,10.02116,,,,,,,,,,,,,,,,
169.2,drone1,ekf,8.506054,-8.289118,10.000662,,,,,,,,,,,,,,,,
169.2,drone3,ekf,8.743385,8.50668,10.017633,,,,,,,,,,,,,,,,
169.2,drone2,ekf,8.2535,-0.018503,10.021364,,,,,,,,,,,,,,,,
169.2,drone1,ekf,8.502201,-8.285635,10.000898,,,,,,,,,,,,,,,,
169.2,drone3,ekf,8.731457,8.496023,10.017979,,,,,,,,,,,,,,,,
169.2,drone2,ekf,8.251979,-0.018525,10.021555,,,,,,,,,,,,,,,,
169.2,drone1,ekf,8.498601,-8.282382,10.001119,,,,,,,,,,,,,,,,
169.2,drone3,ekf,8.72029,8.486046,10.018304,,,,,,,,,,,,,,,,
169.2,drone1,ekf,8.495231,-8.279336,10.001326,,,,,,,,,,,,,,,,
169.22,drone3,raw,8.397288,8.174132,10.010959,,,,,,,,,,,,,,,,
